data,codigo_estacao,nome_estacao,cota_cm,vazao_m3s,chuva_mm,rio,uf,municipio,bacia,sub_bacia,latitude,longitude,altitude,area_drenagem_km2,ano,mes,dia,trimestre,dia_semana,periodo_hidrologico,fonte_dados,nivel_consistencia,tipo_medicao,Dia_Maxima,Dia_Minima,cota_maxima_mes_cm,cota_media_mes_cm,cota_mediadiaria_mes_cm,cota_minima_mes_cm,uf_nome,operando
2022-11-02,13578000,RIO ROLA (Ramal do Barro Alto),206.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,11,2,4,Wednesday,seca,convencional,1,1,30,22,251.0,143.0,0,86.0,ACRE,1
2022-11-03,13578000,RIO ROLA (Ramal do Barro Alto),222.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,11,3,4,Thursday,seca,convencional,1,1,30,22,251.0,143.0,0,86.0,ACRE,1
2022-11-04,13578000,RIO ROLA (Ramal do Barro Alto),234.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,11,4,4,Friday,seca,convencional,1,1,30,22,251.0,143.0,0,86.0,ACRE,1
2022-11-05,13578000,RIO ROLA (Ramal do Barro Alto),188.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,11,5,4,Saturday,seca,convencional,1,1,30,22,251.0,143.0,0,86.0,ACRE,1
2022-11-06,13578000,RIO ROLA (Ramal do Barro Alto),190.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,11,6,4,Sunday,seca,convencional,1,1,30,22,251.0,143.0,0,86.0,ACRE,1
2022-11-07,13578000,RIO ROLA (Ramal do Barro Alto),171.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,11,7,4,Monday,seca,convencional,1,1,30,22,251.0,143.0,0,86.0,ACRE,1
2022-11-08,13578000,RIO ROLA (Ramal do Barro Alto),148.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,11,8,4,Tuesday,seca,convencional,1,1,30,22,251.0,143.0,0,86.0,ACRE,1
2022-11-09,13578000,RIO ROLA (Ramal do Barro Alto),122.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,11,9,4,Wednesday,seca,convencional,1,1,30,22,251.0,143.0,0,86.0,ACRE,1
2022-11-10,13578000,RIO ROLA (Ramal do Barro Alto),108.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,11,10,4,Thursday,seca,convencional,1,1,30,22,251.0,143.0,0,86.0,ACRE,1
2022-11-11,13578000,RIO ROLA (Ramal do Barro Alto),98.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,11,11,4,Friday,seca,convencional,1,1,30,22,251.0,143.0,0,86.0,ACRE,1
2022-11-12,13578000,RIO ROLA (Ramal do Barro Alto),94.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,11,12,4,Saturday,seca,convencional,1,1,30,22,251.0,143.0,0,86.0,ACRE,1
2022-11-13,13578000,RIO ROLA (Ramal do Barro Alto),90.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,11,13,4,Sunday,seca,convencional,1,1,30,22,251.0,143.0,0,86.0,ACRE,1
2022-11-14,13578000,RIO ROLA (Ramal do Barro Alto),93.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,11,14,4,Monday,seca,convencional,1,1,30,22,251.0,143.0,0,86.0,ACRE,1
2022-11-15,13578000,RIO ROLA (Ramal do Barro Alto),108.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,11,15,4,Tuesday,seca,convencional,1,1,30,22,251.0,143.0,0,86.0,ACRE,1
2022-11-16,13578000,RIO ROLA (Ramal do Barro Alto),124.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,11,16,4,Wednesday,seca,convencional,1,1,30,22,251.0,143.0,0,86.0,ACRE,1
2022-11-17,13578000,RIO ROLA (Ramal do Barro Alto),136.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,11,17,4,Thursday,seca,convencional,1,1,30,22,251.0,143.0,0,86.0,ACRE,1
2022-11-18,13578000,RIO ROLA (Ramal do Barro Alto),118.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,11,18,4,Friday,seca,convencional,1,1,30,22,251.0,143.0,0,86.0,ACRE,1
2022-11-19,13578000,RIO ROLA (Ramal do Barro Alto),99.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,11,19,4,Saturday,seca,convencional,1,1,30,22,251.0,143.0,0,86.0,ACRE,1
2022-11-20,13578000,RIO ROLA (Ramal do Barro Alto),95.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,11,20,4,Sunday,seca,convencional,1,1,30,22,251.0,143.0,0,86.0,ACRE,1
2022-11-21,13578000,RIO ROLA (Ramal do Barro Alto),88.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,11,21,4,Monday,seca,convencional,1,1,30,22,251.0,143.0,0,86.0,ACRE,1
2022-11-22,13578000,RIO ROLA (Ramal do Barro Alto),90.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,11,22,4,Tuesday,seca,convencional,1,1,30,22,251.0,143.0,0,86.0,ACRE,1
2022-11-23,13578000,RIO ROLA (Ramal do Barro Alto),92.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,11,23,4,Wednesday,seca,convencional,1,1,30,22,251.0,143.0,0,86.0,ACRE,1
2022-11-24,13578000,RIO ROLA (Ramal do Barro Alto),96.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,11,24,4,Thursday,seca,convencional,1,1,30,22,251.0,143.0,0,86.0,ACRE,1
2022-11-25,13578000,RIO ROLA (Ramal do Barro Alto),122.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,11,25,4,Friday,seca,convencional,1,1,30,22,251.0,143.0,0,86.0,ACRE,1
2022-11-26,13578000,RIO ROLA (Ramal do Barro Alto),144.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,11,26,4,Saturday,seca,convencional,1,1,30,22,251.0,143.0,0,86.0,ACRE,1
2022-11-27,13578000,RIO ROLA (Ramal do Barro Alto),167.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,11,27,4,Sunday,seca,convencional,1,1,30,22,251.0,143.0,0,86.0,ACRE,1
2022-11-28,13578000,RIO ROLA (Ramal do Barro Alto),192.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,11,28,4,Monday,seca,convencional,1,1,30,22,251.0,143.0,0,86.0,ACRE,1
2022-11-29,13578000,RIO ROLA (Ramal do Barro Alto),224.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,11,29,4,Tuesday,seca,convencional,1,1,30,22,251.0,143.0,0,86.0,ACRE,1
2022-11-30,13578000,RIO ROLA (Ramal do Barro Alto),251.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,11,30,4,Wednesday,seca,convencional,1,1,30,22,251.0,143.0,0,86.0,ACRE,1
2022-12-01,13578000,RIO ROLA (Ramal do Barro Alto),269.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,12,1,4,Thursday,cheia,convencional,1,1,31,16,649.0,401.0,0,233.0,ACRE,1
2022-12-02,13578000,RIO ROLA (Ramal do Barro Alto),287.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,12,2,4,Friday,cheia,convencional,1,1,31,16,649.0,401.0,0,233.0,ACRE,1
2022-12-03,13578000,RIO ROLA (Ramal do Barro Alto),299.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,12,3,4,Saturday,cheia,convencional,1,1,31,16,649.0,401.0,0,233.0,ACRE,1
2022-12-04,13578000,RIO ROLA (Ramal do Barro Alto),321.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,12,4,4,Sunday,cheia,convencional,1,1,31,16,649.0,401.0,0,233.0,ACRE,1
2022-12-05,13578000,RIO ROLA (Ramal do Barro Alto),342.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,12,5,4,Monday,cheia,convencional,1,1,31,16,649.0,401.0,0,233.0,ACRE,1
2022-12-06,13578000,RIO ROLA (Ramal do Barro Alto),378.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,12,6,4,Tuesday,cheia,convencional,1,1,31,16,649.0,401.0,0,233.0,ACRE,1
2022-12-07,13578000,RIO ROLA (Ramal do Barro Alto),448.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,12,7,4,Wednesday,cheia,convencional,1,1,31,16,649.0,401.0,0,233.0,ACRE,1
2022-12-08,13578000,RIO ROLA (Ramal do Barro Alto),438.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,12,8,4,Thursday,cheia,convencional,1,1,31,16,649.0,401.0,0,233.0,ACRE,1
2022-12-09,13578000,RIO ROLA (Ramal do Barro Alto),400.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,12,9,4,Friday,cheia,convencional,1,1,31,16,649.0,401.0,0,233.0,ACRE,1
2022-12-10,13578000,RIO ROLA (Ramal do Barro Alto),384.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,12,10,4,Saturday,cheia,convencional,1,1,31,16,649.0,401.0,0,233.0,ACRE,1
2022-12-11,13578000,RIO ROLA (Ramal do Barro Alto),356.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,12,11,4,Sunday,cheia,convencional,1,1,31,16,649.0,401.0,0,233.0,ACRE,1
2022-12-12,13578000,RIO ROLA (Ramal do Barro Alto),338.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,12,12,4,Monday,cheia,convencional,1,1,31,16,649.0,401.0,0,233.0,ACRE,1
2022-12-13,13578000,RIO ROLA (Ramal do Barro Alto),316.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,12,13,4,Tuesday,cheia,convencional,1,1,31,16,649.0,401.0,0,233.0,ACRE,1
2022-12-14,13578000,RIO ROLA (Ramal do Barro Alto),290.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,12,14,4,Wednesday,cheia,convencional,1,1,31,16,649.0,401.0,0,233.0,ACRE,1
2022-12-15,13578000,RIO ROLA (Ramal do Barro Alto),268.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,12,15,4,Thursday,cheia,convencional,1,1,31,16,649.0,401.0,0,233.0,ACRE,1
2022-12-16,13578000,RIO ROLA (Ramal do Barro Alto),233.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,12,16,4,Friday,cheia,convencional,1,1,31,16,649.0,401.0,0,233.0,ACRE,1
2022-12-17,13578000,RIO ROLA (Ramal do Barro Alto),275.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,12,17,4,Saturday,cheia,convencional,1,1,31,16,649.0,401.0,0,233.0,ACRE,1
2022-12-18,13578000,RIO ROLA (Ramal do Barro Alto),310.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,12,18,4,Sunday,cheia,convencional,1,1,31,16,649.0,401.0,0,233.0,ACRE,1
2022-12-19,13578000,RIO ROLA (Ramal do Barro Alto),356.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,12,19,4,Monday,cheia,convencional,1,1,31,16,649.0,401.0,0,233.0,ACRE,1
2022-12-20,13578000,RIO ROLA (Ramal do Barro Alto),398.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,12,20,4,Tuesday,cheia,convencional,1,1,31,16,649.0,401.0,0,233.0,ACRE,1
2022-12-21,13578000,RIO ROLA (Ramal do Barro Alto),449.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,12,21,4,Wednesday,cheia,convencional,1,1,31,16,649.0,401.0,0,233.0,ACRE,1
2022-12-22,13578000,RIO ROLA (Ramal do Barro Alto),496.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,12,22,4,Thursday,cheia,convencional,1,1,31,16,649.0,401.0,0,233.0,ACRE,1
2022-12-23,13578000,RIO ROLA (Ramal do Barro Alto),470.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,12,23,4,Friday,cheia,convencional,1,1,31,16,649.0,401.0,0,233.0,ACRE,1
2022-12-24,13578000,RIO ROLA (Ramal do Barro Alto),440.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,12,24,4,Saturday,cheia,convencional,1,1,31,16,649.0,401.0,0,233.0,ACRE,1
2022-12-25,13578000,RIO ROLA (Ramal do Barro Alto),475.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,12,25,4,Sunday,cheia,convencional,1,1,31,16,649.0,401.0,0,233.0,ACRE,1
2022-12-26,13578000,RIO ROLA (Ramal do Barro Alto),510.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,12,26,4,Monday,cheia,convencional,1,1,31,16,649.0,401.0,0,233.0,ACRE,1
2022-12-27,13578000,RIO ROLA (Ramal do Barro Alto),537.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,12,27,4,Tuesday,cheia,convencional,1,1,31,16,649.0,401.0,0,233.0,ACRE,1
2022-12-28,13578000,RIO ROLA (Ramal do Barro Alto),581.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,12,28,4,Wednesday,cheia,convencional,1,1,31,16,649.0,401.0,0,233.0,ACRE,1
2022-12-29,13578000,RIO ROLA (Ramal do Barro Alto),608.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,12,29,4,Thursday,cheia,convencional,1,1,31,16,649.0,401.0,0,233.0,ACRE,1
2022-12-30,13578000,RIO ROLA (Ramal do Barro Alto),624.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,12,30,4,Friday,cheia,convencional,1,1,31,16,649.0,401.0,0,233.0,ACRE,1
2022-12-31,13578000,RIO ROLA (Ramal do Barro Alto),649.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2022,12,31,4,Saturday,cheia,convencional,1,1,31,16,649.0,401.0,0,233.0,ACRE,1
2023-01-01,13578000,RIO ROLA (Ramal do Barro Alto),719.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2023,1,1,1,Sunday,cheia,convencional,1,1,8,1,1054.0,874.0,0,719.0,ACRE,1
2023-01-02,13578000,RIO ROLA (Ramal do Barro Alto),799.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2023,1,2,1,Monday,cheia,convencional,1,1,8,1,1054.0,874.0,0,719.0,ACRE,1
2023-01-03,13578000,RIO ROLA (Ramal do Barro Alto),852.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2023,1,3,1,Tuesday,cheia,convencional,1,1,8,1,1054.0,874.0,0,719.0,ACRE,1
2023-01-04,13578000,RIO ROLA (Ramal do Barro Alto),834.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2023,1,4,1,Wednesday,cheia,convencional,1,1,8,1,1054.0,874.0,0,719.0,ACRE,1
2023-01-05,13578000,RIO ROLA (Ramal do Barro Alto),856.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2023,1,5,1,Thursday,cheia,convencional,1,1,8,1,1054.0,874.0,0,719.0,ACRE,1
2023-01-06,13578000,RIO ROLA (Ramal do Barro Alto),910.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2023,1,6,1,Friday,cheia,convencional,1,1,8,1,1054.0,874.0,0,719.0,ACRE,1
2023-01-07,13578000,RIO ROLA (Ramal do Barro Alto),1000.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2023,1,7,1,Saturday,cheia,convencional,1,1,8,1,1054.0,874.0,0,719.0,ACRE,1
2023-01-08,13578000,RIO ROLA (Ramal do Barro Alto),1038.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2023,1,8,1,Sunday,cheia,convencional,1,1,8,1,1054.0,874.0,0,719.0,ACRE,1
2023-01-09,13578000,RIO ROLA (Ramal do Barro Alto),1000.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2023,1,9,1,Monday,cheia,convencional,1,1,8,1,1054.0,874.0,0,719.0,ACRE,1
2023-01-10,13578000,RIO ROLA (Ramal do Barro Alto),984.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2023,1,10,1,Tuesday,cheia,convencional,1,1,8,1,1054.0,874.0,0,719.0,ACRE,1
2023-01-11,13578000,RIO ROLA (Ramal do Barro Alto),964.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2023,1,11,1,Wednesday,cheia,convencional,1,1,8,1,1054.0,874.0,0,719.0,ACRE,1
2023-01-12,13578000,RIO ROLA (Ramal do Barro Alto),934.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2023,1,12,1,Thursday,cheia,convencional,1,1,8,1,1054.0,874.0,0,719.0,ACRE,1
2023-01-13,13578000,RIO ROLA (Ramal do Barro Alto),896.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2023,1,13,1,Friday,cheia,convencional,1,1,8,1,1054.0,874.0,0,719.0,ACRE,1
2023-01-14,13578000,RIO ROLA (Ramal do Barro Alto),884.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2023,1,14,1,Saturday,cheia,convencional,1,1,8,1,1054.0,874.0,0,719.0,ACRE,1
2023-01-15,13578000,RIO ROLA (Ramal do Barro Alto),866.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2023,1,15,1,Sunday,cheia,convencional,1,1,8,1,1054.0,874.0,0,719.0,ACRE,1
2023-01-16,13578000,RIO ROLA (Ramal do Barro Alto),823.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2023,1,16,1,Monday,cheia,convencional,1,1,8,1,1054.0,874.0,0,719.0,ACRE,1
2023-01-17,13578000,RIO ROLA (Ramal do Barro Alto),861.0,,,RIOZINHO DA ROLA ou RIO BRANCO,AC,RIO BRANCO,RIO AMAZONAS,"RIO SOLIMÕES,PURUS,COARI,..",-10.0567,-67.9639,,6520.0,2023,1,17,1,Tuesday,cheia,convencional,1,1,8,1,1054.0,874.0,0,719.0,ACRE,1
