uf,AnoMes,cota_media_cm,cota_max_cm,cota_min_cm,n_estacoes,n_dias,produto,classificao_produto,id_produto,regiao,ano,mes,dsc_nivel_comercializacao,valor_produto_kg
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,OLEO DE COPAIBA,NÃO INFORMADO,7565,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,42.0
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,OLEO DE MURUMURU,NÃO INFORMADO,11586,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,57.5
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,OLEO DE SOJA,REFINADO,11871,NORTE,2025,9,VAREJO,9.7
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,OLEO DE SOJA,REFINADO,11871,NORTE,2025,9,ATACADO,9.44
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,OVOS DE GALINHA,GRANDE BRANCO,11167,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,0.56
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,OVOS DE GALINHA,TIPO A BRANCO,11245,NORTE,2025,9,ATACADO,0.62
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,PAO,FRANCÊS,11161,NORTE,2025,9,VAREJO,13.63
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,PIACAVA,BENEFICIADA,11474,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,4.95
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,PIACAVA,NÃO BENEFICIADA,11475,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,4.77
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,PIRARUCU,NÃO INFORMADO,6076,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,7.17
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,RAIZ DE MANDIOCA,DE MESA,11489,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,3.99
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,TOMATE,NÃO INFORMADO,4667,NORTE,2025,9,VAREJO,8.55
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,ABACAXI,PÉROLA,6320,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,8.94
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,ACUCAR,CRISTAL,4218,NORTE,2025,10,ATACADO,3.74
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,ACUCAR,CRISTAL,4218,NORTE,2025,10,VAREJO,3.69
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,1.4
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,ARROZ,LONGO FINO TIPO 1 BE,4693,NORTE,2025,10,ATACADO,5.36
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,ARROZ,LONGO FINO TIPO 1 BE,4693,NORTE,2025,10,VAREJO,5.04
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,BANANA,NANICA,4627,NORTE,2025,10,VAREJO,1.57
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,BANANA,PRATA,4629,NORTE,2025,10,VAREJO,9.17
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,BANANA,PRATA,4629,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,5.87
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,BANANA,PRATA,4629,NORTE,2025,10,VAREJO,0.92
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,BANANA,NANICA,4627,NORTE,2025,10,VAREJO,10.46
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,BATATA-DOCE,NÃO INFORMADO,9787,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,1.02
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,BORRACHA,CERNAMBI VIRGEM PREN,7931,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,5.88
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,BURITI,FRUTO,11117,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,1.45
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,CACAU EXTRATIVO,AMÊNDOA,10920,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,33.92
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,CAFE,CONILLON TIPO 7,6935,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,23.26
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,CAFE,MOÍDO E TORRADO,4704,NORTE,2025,10,VAREJO,69.74
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,CARA,NÃO INFORMADO,5526,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,2.15
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,CARNE BOVINA,COXÃO MOLE S/OSSO,4283,NORTE,2025,10,VAREJO,40.81
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,CARNE BOVINA,COXÃO DURO S/OSSO,4282,NORTE,2025,10,VAREJO,38.3
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,CARNE BOVINA,PATINHO S/OSSO,4289,NORTE,2025,10,VAREJO,40.39
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,CASTANHA DO BRASIL,BENEFICIADA,4177,NORTE,2025,10,ATACADO,26.98
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,FARINHA DE MANDIOCA,MÉDIA TIPO 1 SECA,11174,NORTE,2025,10,ATACADO,4.48
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,FARINHA DE MANDIOCA,FINA SECA,11280,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,3.6
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,FARINHA DE MANDIOCA,MÉDIA D'ÁGUA,11279,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,6.0
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,FARINHA DE MANDIOCA,GROSSA(O) TIPO 1 D'Á,11311,NORTE,2025,10,ATACADO,5.21
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,FARINHA DE MANDIOCA,D'ÁGUA AMARELA,15346,NORTE,2025,10,VAREJO,5.19
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,FARINHA DE TRIGO,SEM FERMENTO,14895,NORTE,2025,10,ATACADO,4.83
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,FEIJAO,COMUM CORES TIPO 1,8779,NORTE,2025,10,ATACADO,5.63
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,FEIJAO,COMUM PRETO TIPO 1,8781,NORTE,2025,10,ATACADO,6.19
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,FEIJAO,CAUPI TIPO 1,8786,NORTE,2025,10,ATACADO,6.49
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,FEIJAO,COMUM CORES TIPO 1,8779,NORTE,2025,10,VAREJO,6.35
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,FLOCOS DE MILHO,FLOCÃO,11241,NORTE,2025,10,ATACADO,4.27
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,FUBA DE MILHO,COMUM AMARELO,13334,NORTE,2025,10,ATACADO,10.58
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,JUTA,JUTA/MALVA EM BRUTO,4594,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,6.0
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,LEITE DE VACA,LONGA VIDA INTEGRAL,4998,NORTE,2025,10,VAREJO,6.86
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,LEITE DE VACA,EM PÓ INTEGRAL,4990,NORTE,2025,10,ATACADO,39.6
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,LEITE DE VACA,IN NATURA,6542,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,4.72
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,LEITE DE VACA,LONGA VIDA INTEGRAL,4998,NORTE,2025,10,ATACADO,6.57
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,MACARRAO,ESPAGUETE SÊMOLA COM,11194,NORTE,2025,10,ATACADO,10.07
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,MANTEIGA,NÃO INFORMADO,8626,NORTE,2025,10,VAREJO,56.41
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,MILHO,EM GRÃOS,4742,NORTE,2025,10,ATACADO,1.48
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,MURUMURU,FRUTO,11587,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,1.4
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,OLEO DE COPAIBA,NÃO INFORMADO,7565,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,40.0
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,OLEO DE MURUMURU,NÃO INFORMADO,11586,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,60.0
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,OLEO DE SOJA,REFINADO,11871,NORTE,2025,10,ATACADO,10.27
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,OLEO DE SOJA,REFINADO,11871,NORTE,2025,10,VAREJO,10.12
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,OVOS DE GALINHA,TIPO A BRANCO,11245,NORTE,2025,10,ATACADO,0.61
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,OVOS DE GALINHA,GRANDE BRANCO,11167,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,0.52
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,PAO,FRANCÊS,11161,NORTE,2025,10,VAREJO,13.58
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,PIACAVA,NÃO BENEFICIADA,11475,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,4.73
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,PIACAVA,BENEFICIADA,11474,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,4.96
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,PIRARUCU,NÃO INFORMADO,6076,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,6.75
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,RAIZ DE MANDIOCA,DE MESA,11489,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,3.98
AM,2025-10,1077.967741935484,2287.0,276.5,3,93,TOMATE,NÃO INFORMADO,4667,NORTE,2025,10,VAREJO,8.23
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,ABACAXI,PÉROLA,6320,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,8.9
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,ACUCAR,CRISTAL,4218,NORTE,2025,11,VAREJO,3.68
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,ACUCAR,CRISTAL,4218,NORTE,2025,11,ATACADO,3.56
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,1.34
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,ARROZ,LONGO FINO TIPO 1 BE,4693,NORTE,2025,11,VAREJO,4.81
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,ARROZ,LONGO FINO TIPO 1 BE,4693,NORTE,2025,11,ATACADO,4.83
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,BANANA,NANICA,4627,NORTE,2025,11,VAREJO,1.73
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,BANANA,PRATA,4629,NORTE,2025,11,VAREJO,0.88
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,BANANA,NANICA,4627,NORTE,2025,11,VAREJO,11.55
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,BANANA,PRATA,4629,NORTE,2025,11,VAREJO,8.77
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,BANANA,PRATA,4629,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,6.1
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,BATATA-DOCE,NÃO INFORMADO,9787,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,1.3
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,BORRACHA,CERNAMBI VIRGEM PREN,7931,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,5.94
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,BURITI,FRUTO,11117,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,1.54
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,CACAU EXTRATIVO,AMÊNDOA,10920,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,34.08
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,CAFE,CONILLON TIPO 7,6935,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,23.13
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,CAFE,MOÍDO E TORRADO,4704,NORTE,2025,11,VAREJO,67.68
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,CARA,NÃO INFORMADO,5526,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,2.15
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,CARNE BOVINA,COXÃO DURO S/OSSO,4282,NORTE,2025,11,VAREJO,37.86
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,CARNE BOVINA,COXÃO MOLE S/OSSO,4283,NORTE,2025,11,VAREJO,42.85
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,CARNE BOVINA,PATINHO S/OSSO,4289,NORTE,2025,11,VAREJO,41.15
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,CASTANHA DO BRASIL,BENEFICIADA,4177,NORTE,2025,11,ATACADO,27.25
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,FARINHA DE MANDIOCA,GROSSA(O) TIPO 1 D'Á,11311,NORTE,2025,11,ATACADO,4.75
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,FARINHA DE MANDIOCA,FINA SECA,11280,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,3.15
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,FARINHA DE MANDIOCA,MÉDIA TIPO 1 SECA,11174,NORTE,2025,11,ATACADO,4.6
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,FARINHA DE MANDIOCA,MÉDIA D'ÁGUA,11279,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,5.6
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,FARINHA DE MANDIOCA,D'ÁGUA AMARELA,15346,NORTE,2025,11,VAREJO,4.77
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,FARINHA DE TRIGO,SEM FERMENTO,14895,NORTE,2025,11,ATACADO,5.09
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,FEIJAO,COMUM CORES TIPO 1,8779,NORTE,2025,11,VAREJO,6.55
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,FEIJAO,CAUPI TIPO 1,8786,NORTE,2025,11,ATACADO,5.85
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,FEIJAO,COMUM PRETO TIPO 1,8781,NORTE,2025,11,ATACADO,6.27
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,FEIJAO,COMUM CORES TIPO 1,8779,NORTE,2025,11,ATACADO,5.72
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,FLOCOS DE MILHO,FLOCÃO,11241,NORTE,2025,11,ATACADO,3.85
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,FUBA DE MILHO,COMUM AMARELO,13334,NORTE,2025,11,ATACADO,9.53
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,GUARANA,TIPO 1,9574,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,80.0
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,JUTA,JUTA/MALVA EM BRUTO,4594,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,5.5
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,LEITE DE VACA,LONGA VIDA INTEGRAL,4998,NORTE,2025,11,ATACADO,5.91
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,LEITE DE VACA,IN NATURA,6542,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,4.69
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,LEITE DE VACA,LONGA VIDA INTEGRAL,4998,NORTE,2025,11,VAREJO,6.83
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,LEITE DE VACA,EM PÓ INTEGRAL,4990,NORTE,2025,11,ATACADO,38.03
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,MACARRAO,ESPAGUETE SÊMOLA COM,11194,NORTE,2025,11,ATACADO,9.78
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,MANTEIGA,NÃO INFORMADO,8626,NORTE,2025,11,VAREJO,55.85
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,MILHO,EM GRÃOS,4742,NORTE,2025,11,ATACADO,1.39
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,MURUMURU,FRUTO,11587,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,1.5
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,OLEO DE MURUMURU,NÃO INFORMADO,11586,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,60.0
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,OLEO DE SOJA,REFINADO,11871,NORTE,2025,11,VAREJO,10.47
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,OLEO DE SOJA,REFINADO,11871,NORTE,2025,11,ATACADO,10.13
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,OVOS DE GALINHA,GRANDE BRANCO,11167,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,0.55
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,OVOS DE GALINHA,TIPO A BRANCO,11245,NORTE,2025,11,ATACADO,0.58
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,PAO,FRANCÊS,11161,NORTE,2025,11,VAREJO,13.51
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,PIACAVA,BENEFICIADA,11474,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,5.1
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,PIACAVA,NÃO BENEFICIADA,11475,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,4.55
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,PIRARUCU,NÃO INFORMADO,6076,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,7.0
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,RAIZ DE MANDIOCA,DE MESA,11489,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,3.96
AM,2025-11,939.8111111111111,2000.0,263.0,3,90,TOMATE,NÃO INFORMADO,4667,NORTE,2025,11,VAREJO,7.94
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,ABACAXI,PÉROLA,6320,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,10.05
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,ACUCAR,CRISTAL,4218,NORTE,2025,12,ATACADO,3.47
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,ACUCAR,CRISTAL,4218,NORTE,2025,12,VAREJO,3.69
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,1.38
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,ARROZ,LONGO FINO TIPO 1 BE,4693,NORTE,2025,12,ATACADO,4.74
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,ARROZ,LONGO FINO TIPO 1 BE,4693,NORTE,2025,12,VAREJO,4.86
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,BANANA,PRATA,4629,NORTE,2025,12,VAREJO,8.44
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,BANANA,NANICA,4627,NORTE,2025,12,VAREJO,1.77
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,BANANA,NANICA,4627,NORTE,2025,12,VAREJO,11.82
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,BANANA,PRATA,4629,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,6.0
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,BANANA,PRATA,4629,NORTE,2025,12,VAREJO,0.84
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,BATATA-DOCE,NÃO INFORMADO,9787,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,1.2
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,BORRACHA,CERNAMBI VIRGEM PREN,7931,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,6.27
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,BURITI,FRUTO,11117,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,1.53
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,CACAU EXTRATIVO,AMÊNDOA,10920,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,35.5
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,CAFE,MOÍDO E TORRADO,4704,NORTE,2025,12,VAREJO,70.37
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,CAFE,CONILLON TIPO 7,6935,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,22.24
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,CARA,NÃO INFORMADO,5526,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,2.17
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,CARNE BOVINA,COXÃO MOLE S/OSSO,4283,NORTE,2025,12,VAREJO,43.63
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,CARNE BOVINA,COXÃO DURO S/OSSO,4282,NORTE,2025,12,VAREJO,39.37
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,CARNE BOVINA,PATINHO S/OSSO,4289,NORTE,2025,12,VAREJO,42.78
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,CASTANHA DO BRASIL,BENEFICIADA,4177,NORTE,2025,12,ATACADO,27.51
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,FARINHA DE MANDIOCA,MÉDIA D'ÁGUA,11279,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,6.47
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,FARINHA DE MANDIOCA,GROSSA(O) TIPO 1 D'Á,11311,NORTE,2025,12,ATACADO,4.78
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,FARINHA DE MANDIOCA,MÉDIA TIPO 1 SECA,11174,NORTE,2025,12,ATACADO,4.68
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,FARINHA DE MANDIOCA,FINA SECA,11280,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,3.37
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,FARINHA DE MANDIOCA,D'ÁGUA AMARELA,15346,NORTE,2025,12,VAREJO,4.79
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,FARINHA DE TRIGO,SEM FERMENTO,14895,NORTE,2025,12,ATACADO,4.69
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,FEIJAO,COMUM PRETO TIPO 1,8781,NORTE,2025,12,ATACADO,6.01
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,FEIJAO,COMUM CORES TIPO 1,8779,NORTE,2025,12,VAREJO,6.82
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,FEIJAO,COMUM CORES TIPO 1,8779,NORTE,2025,12,ATACADO,5.98
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,FEIJAO,CAUPI TIPO 1,8786,NORTE,2025,12,ATACADO,5.8
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,FLOCOS DE MILHO,FLOCÃO,11241,NORTE,2025,12,ATACADO,3.66
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,FUBA DE MILHO,COMUM AMARELO,13334,NORTE,2025,12,ATACADO,9.61
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,JUTA,EMBONECADA TIPO 3,15460,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,5.1
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,LEITE DE VACA,LONGA VIDA INTEGRAL,4998,NORTE,2025,12,ATACADO,6.03
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,LEITE DE VACA,IN NATURA,6542,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,5.14
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,LEITE DE VACA,LONGA VIDA INTEGRAL,4998,NORTE,2025,12,VAREJO,6.69
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,LEITE DE VACA,EM PÓ INTEGRAL,4990,NORTE,2025,12,ATACADO,38.88
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,MACARRAO,ESPAGUETE SÊMOLA COM,11194,NORTE,2025,12,ATACADO,10.42
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,MANTEIGA,NÃO INFORMADO,8626,NORTE,2025,12,VAREJO,53.35
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,MILHO,EM GRÃOS,4742,NORTE,2025,12,ATACADO,1.45
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,MURUMURU,FRUTO,11587,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,1.53
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,OLEO DE MURUMURU,NÃO INFORMADO,11586,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,63.33
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,OLEO DE SOJA,REFINADO,11871,NORTE,2025,12,ATACADO,10.64
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,OLEO DE SOJA,REFINADO,11871,NORTE,2025,12,VAREJO,10.3
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,OVOS DE GALINHA,TIPO A BRANCO,11245,NORTE,2025,12,ATACADO,0.63
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,OVOS DE GALINHA,GRANDE BRANCO,11167,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,0.57
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,PAO,FRANCÊS,11161,NORTE,2025,12,VAREJO,13.41
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,PIACAVA,BENEFICIADA,11474,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,5.4
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,PIACAVA,NÃO BENEFICIADA,11475,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,4.35
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,PIRARUCU,NÃO INFORMADO,6076,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,7.08
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,RAIZ DE MANDIOCA,DE MESA,11489,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,4.25
AM,2025-12,1139.5645161290322,2230.0,337.0,3,93,TOMATE,NÃO INFORMADO,4667,NORTE,2025,12,VAREJO,7.22
