uf,AnoMes,cota_media_cm,cota_max_cm,cota_min_cm,n_estacoes,n_dias,produto,classificao_produto,id_produto,regiao,ano,mes,dsc_nivel_comercializacao,valor_produto_kg
AC,2026-02,917.9583333333334,1533.0,542.5,3,84,MANTEIGA,NÃO INFORMADO,8626,NORTE,2026,2,VAREJO,56.19
AC,2026-02,917.9583333333334,1533.0,542.5,3,84,MARACUJA,NÃO INFORMADO,4658,NORTE,2026,2,PREÇO RECEBIDO P/ PRODUTOR,9.0
AC,2026-02,917.9583333333334,1533.0,542.5,3,84,MILHO,EM GRÃOS,4742,NORTE,2026,2,ATACADO,1.81
AC,2026-02,917.9583333333334,1533.0,542.5,3,84,MILHO,EM GRÃOS,4742,NORTE,2026,2,PREÇO RECEBIDO P/ PRODUTOR,1.56
AC,2026-02,917.9583333333334,1533.0,542.5,3,84,OLEO DE MURUMURU,NÃO INFORMADO,11586,NORTE,2026,2,PREÇO RECEBIDO P/ PRODUTOR,49.0
AC,2026-02,917.9583333333334,1533.0,542.5,3,84,OLEO DE SOJA,REFINADO,11871,NORTE,2026,2,VAREJO,9.59
AC,2026-02,917.9583333333334,1533.0,542.5,3,84,PAO,FRANCÊS,11161,NORTE,2026,2,VAREJO,14.19
AC,2026-02,917.9583333333334,1533.0,542.5,3,84,RAIZ DE MANDIOCA,PARA FARINHA,11240,NORTE,2026,2,PREÇO RECEBIDO P/ PRODUTOR,0.62
AC,2026-02,917.9583333333334,1533.0,542.5,3,84,RAIZ DE MANDIOCA,DE MESA,11489,NORTE,2026,2,PREÇO RECEBIDO P/ PRODUTOR,1.2
AC,2026-02,917.9583333333334,1533.0,542.5,3,84,TOMATE,NÃO INFORMADO,4667,NORTE,2026,2,VAREJO,8.68
AC,2026-03,948.1290322580645,1386.0,677.5,3,93,ABACAXI,PÉROLA,6320,NORTE,2026,3,PREÇO RECEBIDO P/ PRODUTOR,4.41
AC,2026-03,948.1290322580645,1386.0,677.5,3,93,ACUCAR,CRISTAL,4218,NORTE,2026,3,VAREJO,3.72
AC,2026-03,948.1290322580645,1386.0,677.5,3,93,ARROZ,LONGO FINO TIPO 1 BE,4693,NORTE,2026,3,VAREJO,4.45
AC,2026-03,948.1290322580645,1386.0,677.5,3,93,BANANA,PRATA,4629,NORTE,2026,3,PREÇO RECEBIDO P/ PRODUTOR,6.0
AC,2026-03,948.1290322580645,1386.0,677.5,3,93,BANANA,NANICA,4627,NORTE,2026,3,VAREJO,9.15
AC,2026-03,948.1290322580645,1386.0,677.5,3,93,BANANA,PRATA,4629,NORTE,2026,3,VAREJO,8.67
AC,2026-03,948.1290322580645,1386.0,677.5,3,93,BANANA,PRATA,4629,NORTE,2026,3,VAREJO,0.87
AC,2026-03,948.1290322580645,1386.0,677.5,3,93,BANANA,NANICA,4627,NORTE,2026,3,VAREJO,1.37
AC,2026-03,948.1290322580645,1386.0,677.5,3,93,BATATA-DOCE,NÃO INFORMADO,9787,NORTE,2026,3,PREÇO RECEBIDO P/ PRODUTOR,0.6
AC,2026-03,948.1290322580645,1386.0,677.5,3,93,BORRACHA,CERNAMBI VIRGEM PREN,7931,NORTE,2026,3,PREÇO RECEBIDO P/ PRODUTOR,3.5
AC,2026-03,948.1290322580645,1386.0,677.5,3,93,BURITI,FRUTO,11117,NORTE,2026,3,PREÇO RECEBIDO P/ PRODUTOR,0.7
AC,2026-03,948.1290322580645,1386.0,677.5,3,93,CAFE,MOÍDO E TORRADO,4704,NORTE,2026,3,VAREJO,68.5
AC,2026-03,948.1290322580645,1386.0,677.5,3,93,CARNE BOVINA,PATINHO S/OSSO,4289,NORTE,2026,3,VAREJO,38.71
AC,2026-03,948.1290322580645,1386.0,677.5,3,93,CARNE BOVINA,COXÃO MOLE S/OSSO,4283,NORTE,2026,3,VAREJO,40.9
AC,2026-03,948.1290322580645,1386.0,677.5,3,93,CARNE BOVINA,COXÃO DURO S/OSSO,4282,NORTE,2026,3,VAREJO,35.16
AC,2026-03,948.1290322580645,1386.0,677.5,3,93,CASTANHA DO BRASIL,EM CASCA,4178,NORTE,2026,3,PREÇO RECEBIDO P/ PRODUTOR,9.71
AC,2026-03,948.1290322580645,1386.0,677.5,3,93,FARINHA DE MANDIOCA,SECA AMARELA,15347,NORTE,2026,3,VAREJO,5.54
AC,2026-03,948.1290322580645,1386.0,677.5,3,93,FEIJAO,COMUM CORES,8778,NORTE,2026,3,PREÇO RECEBIDO P/ PRODUTOR,10.0
AC,2026-03,948.1290322580645,1386.0,677.5,3,93,FEIJAO,COMUM CORES TIPO 1,8779,NORTE,2026,3,VAREJO,7.13
AC,2026-03,948.1290322580645,1386.0,677.5,3,93,INHAME,NÃO INFORMADO,5528,NORTE,2026,3,PREÇO RECEBIDO P/ PRODUTOR,10.0
AC,2026-03,948.1290322580645,1386.0,677.5,3,93,LEITE DE VACA,LONGA VIDA INTEGRAL,4998,NORTE,2026,3,VAREJO,6.42
AC,2026-03,948.1290322580645,1386.0,677.5,3,93,MANTEIGA,NÃO INFORMADO,8626,NORTE,2026,3,VAREJO,55.93
AC,2026-03,948.1290322580645,1386.0,677.5,3,93,MARACUJA,NÃO INFORMADO,4658,NORTE,2026,3,PREÇO RECEBIDO P/ PRODUTOR,9.0
AC,2026-03,948.1290322580645,1386.0,677.5,3,93,MILHO,EM GRÃOS,4742,NORTE,2026,3,PREÇO RECEBIDO P/ PRODUTOR,1.55
AC,2026-03,948.1290322580645,1386.0,677.5,3,93,MILHO,EM GRÃOS,4742,NORTE,2026,3,ATACADO,1.74
AC,2026-03,948.1290322580645,1386.0,677.5,3,93,OLEO DE MURUMURU,NÃO INFORMADO,11586,NORTE,2026,3,PREÇO RECEBIDO P/ PRODUTOR,49.0
AC,2026-03,948.1290322580645,1386.0,677.5,3,93,OLEO DE SOJA,REFINADO,11871,NORTE,2026,3,VAREJO,9.32
AC,2026-03,948.1290322580645,1386.0,677.5,3,93,PAO,FRANCÊS,11161,NORTE,2026,3,VAREJO,14.07
AC,2026-03,948.1290322580645,1386.0,677.5,3,93,RAIZ DE MANDIOCA,PARA FARINHA,11240,NORTE,2026,3,PREÇO RECEBIDO P/ PRODUTOR,0.62
AC,2026-03,948.1290322580645,1386.0,677.5,3,93,RAIZ DE MANDIOCA,DE MESA,11489,NORTE,2026,3,PREÇO RECEBIDO P/ PRODUTOR,1.2
AC,2026-03,948.1290322580645,1386.0,677.5,3,93,TOMATE,NÃO INFORMADO,4667,NORTE,2026,3,VAREJO,9.23
AC,2026-04,988.8222222222222,1382.0,670.0,3,90,ABACAXI,PÉROLA,6320,NORTE,2026,4,PREÇO RECEBIDO P/ PRODUTOR,4.28
AC,2026-04,988.8222222222222,1382.0,670.0,3,90,ACUCAR,CRISTAL,4218,NORTE,2026,4,VAREJO,3.65
AC,2026-04,988.8222222222222,1382.0,670.0,3,90,ARROZ,LONGO FINO TIPO 1 BE,4693,NORTE,2026,4,VAREJO,4.62
AC,2026-04,988.8222222222222,1382.0,670.0,3,90,BANANA,NANICA,4627,NORTE,2026,4,VAREJO,9.3
AC,2026-04,988.8222222222222,1382.0,670.0,3,90,BANANA,PRATA,4629,NORTE,2026,4,VAREJO,0.88
AC,2026-04,988.8222222222222,1382.0,670.0,3,90,BANANA,PRATA,4629,NORTE,2026,4,PREÇO RECEBIDO P/ PRODUTOR,4.79
AC,2026-04,988.8222222222222,1382.0,670.0,3,90,BANANA,NANICA,4627,NORTE,2026,4,VAREJO,1.39
AC,2026-04,988.8222222222222,1382.0,670.0,3,90,BANANA,PRATA,4629,NORTE,2026,4,VAREJO,8.78
AC,2026-04,988.8222222222222,1382.0,670.0,3,90,BATATA-DOCE,NÃO INFORMADO,9787,NORTE,2026,4,PREÇO RECEBIDO P/ PRODUTOR,0.62
AC,2026-04,988.8222222222222,1382.0,670.0,3,90,BORRACHA,CERNAMBI VIRGEM PREN,7931,NORTE,2026,4,PREÇO RECEBIDO P/ PRODUTOR,3.5
AC,2026-04,988.8222222222222,1382.0,670.0,3,90,BURITI,FRUTO,11117,NORTE,2026,4,PREÇO RECEBIDO P/ PRODUTOR,0.7
AC,2026-04,988.8222222222222,1382.0,670.0,3,90,CAFE,MOÍDO E TORRADO,4704,NORTE,2026,4,VAREJO,65.9
AC,2026-04,988.8222222222222,1382.0,670.0,3,90,CARNE BOVINA,PATINHO S/OSSO,4289,NORTE,2026,4,VAREJO,39.7
AC,2026-04,988.8222222222222,1382.0,670.0,3,90,CARNE BOVINA,COXÃO MOLE S/OSSO,4283,NORTE,2026,4,VAREJO,41.24
AC,2026-04,988.8222222222222,1382.0,670.0,3,90,CARNE BOVINA,COXÃO DURO S/OSSO,4282,NORTE,2026,4,VAREJO,35.94
AC,2026-04,988.8222222222222,1382.0,670.0,3,90,CASTANHA DO BRASIL,EM CASCA,4178,NORTE,2026,4,PREÇO RECEBIDO P/ PRODUTOR,6.67
AC,2026-04,988.8222222222222,1382.0,670.0,3,90,FARINHA DE MANDIOCA,SECA AMARELA,15347,NORTE,2026,4,VAREJO,5.51
AC,2026-04,988.8222222222222,1382.0,670.0,3,90,FEIJAO,COMUM CORES TIPO 1,8779,NORTE,2026,4,VAREJO,7.94
AC,2026-04,988.8222222222222,1382.0,670.0,3,90,FEIJAO,COMUM CORES,8778,NORTE,2026,4,PREÇO RECEBIDO P/ PRODUTOR,10.0
AC,2026-04,988.8222222222222,1382.0,670.0,3,90,INHAME,NÃO INFORMADO,5528,NORTE,2026,4,PREÇO RECEBIDO P/ PRODUTOR,10.22
AC,2026-04,988.8222222222222,1382.0,670.0,3,90,LEITE DE VACA,LONGA VIDA INTEGRAL,4998,NORTE,2026,4,VAREJO,6.95
AC,2026-04,988.8222222222222,1382.0,670.0,3,90,MANTEIGA,NÃO INFORMADO,8626,NORTE,2026,4,VAREJO,58.46
AC,2026-04,988.8222222222222,1382.0,670.0,3,90,MARACUJA,NÃO INFORMADO,4658,NORTE,2026,4,PREÇO RECEBIDO P/ PRODUTOR,9.0
AC,2026-04,988.8222222222222,1382.0,670.0,3,90,MILHO,EM GRÃOS,4742,NORTE,2026,4,PREÇO RECEBIDO P/ PRODUTOR,1.52
AC,2026-04,988.8222222222222,1382.0,670.0,3,90,MILHO,EM GRÃOS,4742,NORTE,2026,4,ATACADO,1.71
AC,2026-04,988.8222222222222,1382.0,670.0,3,90,OLEO DE MURUMURU,NÃO INFORMADO,11586,NORTE,2026,4,PREÇO RECEBIDO P/ PRODUTOR,49.0
AC,2026-04,988.8222222222222,1382.0,670.0,3,90,OLEO DE SOJA,REFINADO,11871,NORTE,2026,4,VAREJO,9.34
AC,2026-04,988.8222222222222,1382.0,670.0,3,90,PAO,FRANCÊS,11161,NORTE,2026,4,VAREJO,14.15
AC,2026-04,988.8222222222222,1382.0,670.0,3,90,RAIZ DE MANDIOCA,DE MESA,11489,NORTE,2026,4,PREÇO RECEBIDO P/ PRODUTOR,1.26
AC,2026-04,988.8222222222222,1382.0,670.0,3,90,RAIZ DE MANDIOCA,PARA FARINHA,11240,NORTE,2026,4,PREÇO RECEBIDO P/ PRODUTOR,0.62
AC,2026-04,988.8222222222222,1382.0,670.0,3,90,TOMATE,NÃO INFORMADO,4667,NORTE,2026,4,VAREJO,10.16
AC,2026-05,598.4032258064516,1006.0,166.5,3,93,ABACAXI,PÉROLA,6320,NORTE,2026,5,PREÇO RECEBIDO P/ PRODUTOR,4.97
AC,2026-05,598.4032258064516,1006.0,166.5,3,93,ACUCAR,CRISTAL,4218,NORTE,2026,5,VAREJO,3.57
AC,2026-05,598.4032258064516,1006.0,166.5,3,93,ARROZ,LONGO FINO TIPO 1 BE,4693,NORTE,2026,5,VAREJO,4.79
AC,2026-05,598.4032258064516,1006.0,166.5,3,93,BANANA,NANICA,4627,NORTE,2026,5,VAREJO,0.67
AC,2026-05,598.4032258064516,1006.0,166.5,3,93,BANANA,PRATA,4629,NORTE,2026,5,PREÇO RECEBIDO P/ PRODUTOR,3.3
AC,2026-05,598.4032258064516,1006.0,166.5,3,93,BANANA,PRATA,4629,NORTE,2026,5,VAREJO,8.57
AC,2026-05,598.4032258064516,1006.0,166.5,3,93,BANANA,PRATA,4629,NORTE,2026,5,VAREJO,0.71
AC,2026-05,598.4032258064516,1006.0,166.5,3,93,BANANA,NANICA,4627,NORTE,2026,5,VAREJO,8.09
AC,2026-05,598.4032258064516,1006.0,166.5,3,93,BATATA,NÃO INFORMADO,5521,NORTE,2026,5,VAREJO,8.55
AC,2026-05,598.4032258064516,1006.0,166.5,3,93,BATATA-DOCE,NÃO INFORMADO,9787,NORTE,2026,5,PREÇO RECEBIDO P/ PRODUTOR,0.7
AC,2026-05,598.4032258064516,1006.0,166.5,3,93,BORRACHA,CERNAMBI VIRGEM PREN,7931,NORTE,2026,5,PREÇO RECEBIDO P/ PRODUTOR,3.5
AC,2026-05,598.4032258064516,1006.0,166.5,3,93,BURITI,FRUTO,11117,NORTE,2026,5,PREÇO RECEBIDO P/ PRODUTOR,0.7
AC,2026-05,598.4032258064516,1006.0,166.5,3,93,CAFE,MOÍDO E TORRADO,4704,NORTE,2026,5,VAREJO,63.23
AC,2026-05,598.4032258064516,1006.0,166.5,3,93,CARNE BOVINA,COXÃO MOLE S/OSSO,4283,NORTE,2026,5,VAREJO,42.19
AC,2026-05,598.4032258064516,1006.0,166.5,3,93,CARNE BOVINA,COXÃO DURO S/OSSO,4282,NORTE,2026,5,VAREJO,36.8
AC,2026-05,598.4032258064516,1006.0,166.5,3,93,CARNE BOVINA,PATINHO S/OSSO,4289,NORTE,2026,5,VAREJO,40.27
AC,2026-05,598.4032258064516,1006.0,166.5,3,93,CASTANHA DO BRASIL,EM CASCA,4178,NORTE,2026,5,PREÇO RECEBIDO P/ PRODUTOR,5.94
AC,2026-05,598.4032258064516,1006.0,166.5,3,93,FARINHA DE MANDIOCA,SECA AMARELA,15347,NORTE,2026,5,VAREJO,5.53
AC,2026-05,598.4032258064516,1006.0,166.5,3,93,FARINHA DE TRIGO,NÃO INFORMADO,4455,NORTE,2026,5,VAREJO,6.23
AC,2026-05,598.4032258064516,1006.0,166.5,3,93,FEIJAO,COMUM CORES,8778,NORTE,2026,5,PREÇO RECEBIDO P/ PRODUTOR,10.93
AC,2026-05,598.4032258064516,1006.0,166.5,3,93,FEIJAO,COMUM CORES TIPO 1,8779,NORTE,2026,5,VAREJO,8.2
AC,2026-05,598.4032258064516,1006.0,166.5,3,93,INHAME,NÃO INFORMADO,5528,NORTE,2026,5,PREÇO RECEBIDO P/ PRODUTOR,10.29
AC,2026-05,598.4032258064516,1006.0,166.5,3,93,LEITE DE VACA,LONGA VIDA INTEGRAL,4998,NORTE,2026,5,VAREJO,7.34
AC,2026-05,598.4032258064516,1006.0,166.5,3,93,LEITE DE VACA,IN NATURA,6542,NORTE,2026,5,PREÇO RECEBIDO P/ PRODUTOR,2.07
AC,2026-05,598.4032258064516,1006.0,166.5,3,93,MANTEIGA,NÃO INFORMADO,8626,NORTE,2026,5,VAREJO,58.24
AC,2026-05,598.4032258064516,1006.0,166.5,3,93,MARACUJA,NÃO INFORMADO,4658,NORTE,2026,5,PREÇO RECEBIDO P/ PRODUTOR,9.0
AC,2026-05,598.4032258064516,1006.0,166.5,3,93,MILHO,EM GRÃOS,4742,NORTE,2026,5,PREÇO RECEBIDO P/ PRODUTOR,1.55
AC,2026-05,598.4032258064516,1006.0,166.5,3,93,MILHO,EM GRÃOS,4742,NORTE,2026,5,ATACADO,1.7
AC,2026-05,598.4032258064516,1006.0,166.5,3,93,MURUMURU,FRUTO,11587,NORTE,2026,5,PREÇO RECEBIDO P/ PRODUTOR,0.89
AC,2026-05,598.4032258064516,1006.0,166.5,3,93,OLEO DE MURUMURU,NÃO INFORMADO,11586,NORTE,2026,5,PREÇO RECEBIDO P/ PRODUTOR,49.07
AC,2026-05,598.4032258064516,1006.0,166.5,3,93,OLEO DE SOJA,REFINADO,11871,NORTE,2026,5,VAREJO,9.16
AC,2026-05,598.4032258064516,1006.0,166.5,3,93,OVOS DE GALINHA,GRANDE BRANCO,11167,NORTE,2026,5,PREÇO RECEBIDO P/ PRODUTOR,0.55
AC,2026-05,598.4032258064516,1006.0,166.5,3,93,PAO,FRANCÊS,11161,NORTE,2026,5,VAREJO,14.32
AC,2026-05,598.4032258064516,1006.0,166.5,3,93,RAIZ DE MANDIOCA,PARA FARINHA,11240,NORTE,2026,5,PREÇO RECEBIDO P/ PRODUTOR,0.62
AC,2026-05,598.4032258064516,1006.0,166.5,3,93,RAIZ DE MANDIOCA,DE MESA,11489,NORTE,2026,5,PREÇO RECEBIDO P/ PRODUTOR,1.64
AC,2026-05,598.4032258064516,1006.0,166.5,3,93,TOMATE,NÃO INFORMADO,4667,NORTE,2026,5,VAREJO,12.02
AC,2026-08,126.71111111111111,238.0,41.0,3,45,ABACAXI,PÉROLA,6320,NORTE,2026,8,PREÇO RECEBIDO P/ PRODUTOR,5.33
AC,2026-08,126.71111111111111,238.0,41.0,3,45,ACAI,FRUTO,8623,NORTE,2026,8,PREÇO RECEBIDO P/ PRODUTOR,3.7
AC,2026-08,126.71111111111111,238.0,41.0,3,45,ARROZ,LONGO FINO TIPO 1 BE,4693,NORTE,2026,8,VAREJO,5.1
AC,2026-08,126.71111111111111,238.0,41.0,3,45,BANANA,PRATA,4629,NORTE,2026,8,PREÇO RECEBIDO P/ PRODUTOR,4.5
AC,2026-08,126.71111111111111,238.0,41.0,3,45,BANANA,PRATA,4629,NORTE,2026,8,VAREJO,8.69
AC,2026-08,126.71111111111111,238.0,41.0,3,45,BANANA,NANICA,4627,NORTE,2026,8,VAREJO,8.35
AC,2026-08,126.71111111111111,238.0,41.0,3,45,BATATA,NÃO INFORMADO,5521,NORTE,2026,8,VAREJO,7.23
AC,2026-08,126.71111111111111,238.0,41.0,3,45,BATATA-DOCE,NÃO INFORMADO,9787,NORTE,2026,8,PREÇO RECEBIDO P/ PRODUTOR,1.52
AC,2026-08,126.71111111111111,238.0,41.0,3,45,BORRACHA,CERNAMBI VIRGEM PREN,7931,NORTE,2026,8,PREÇO RECEBIDO P/ PRODUTOR,3.5
AC,2026-08,126.71111111111111,238.0,41.0,3,45,CASTANHA DO BRASIL,EM CASCA,4178,NORTE,2026,8,PREÇO RECEBIDO P/ PRODUTOR,7.27
AC,2026-08,126.71111111111111,238.0,41.0,3,45,FARINHA DE MANDIOCA,MÉDIA SECA BRANCA,11247,NORTE,2026,8,PREÇO RECEBIDO P/ PRODUTOR,3.73
AC,2026-08,126.71111111111111,238.0,41.0,3,45,FARINHA DE MANDIOCA,SECA AMARELA,15347,NORTE,2026,8,VAREJO,6.22
AC,2026-08,126.71111111111111,238.0,41.0,3,45,FARINHA DE TRIGO,NÃO INFORMADO,4455,NORTE,2026,8,VAREJO,6.11
AC,2026-08,126.71111111111111,238.0,41.0,3,45,FEIJAO,COMUM CORES,8778,NORTE,2026,8,PREÇO RECEBIDO P/ PRODUTOR,12.0
AC,2026-08,126.71111111111111,238.0,41.0,3,45,FEIJAO,COMUM CORES TIPO 1,8779,NORTE,2026,8,VAREJO,8.85
AC,2026-08,126.71111111111111,238.0,41.0,3,45,INHAME,NÃO INFORMADO,5528,NORTE,2026,8,PREÇO RECEBIDO P/ PRODUTOR,10.31
AC,2026-08,126.71111111111111,238.0,41.0,3,45,LEITE DE VACA,IN NATURA,6542,NORTE,2026,8,PREÇO RECEBIDO P/ PRODUTOR,2.08
AC,2026-08,126.71111111111111,238.0,41.0,3,45,MARACUJA,NÃO INFORMADO,4658,NORTE,2026,8,PREÇO RECEBIDO P/ PRODUTOR,9.06
AC,2026-08,126.71111111111111,238.0,41.0,3,45,MILHO,EM GRÃOS,4742,NORTE,2026,8,PREÇO RECEBIDO P/ PRODUTOR,1.14
AC,2026-08,126.71111111111111,238.0,41.0,3,45,MILHO,EM GRÃOS,4742,NORTE,2026,8,ATACADO,1.26
AC,2026-08,126.71111111111111,238.0,41.0,3,45,MURUMURU,FRUTO,11587,NORTE,2026,8,PREÇO RECEBIDO P/ PRODUTOR,0.91
AC,2026-08,126.71111111111111,238.0,41.0,3,45,OLEO DE MURUMURU,NÃO INFORMADO,11586,NORTE,2026,8,PREÇO RECEBIDO P/ PRODUTOR,49.1
AC,2026-08,126.71111111111111,238.0,41.0,3,45,OVOS DE GALINHA,GRANDE BRANCO,11167,NORTE,2026,8,PREÇO RECEBIDO P/ PRODUTOR,0.49
AC,2026-08,126.71111111111111,238.0,41.0,3,45,RAIZ DE MANDIOCA,PARA FARINHA,11240,NORTE,2026,8,PREÇO RECEBIDO P/ PRODUTOR,0.62
AC,2026-08,126.71111111111111,238.0,41.0,3,45,RAIZ DE MANDIOCA,DE MESA,11489,NORTE,2026,8,PREÇO RECEBIDO P/ PRODUTOR,2.81
AC,2026-08,126.71111111111111,238.0,41.0,3,45,TOMATE,NÃO INFORMADO,4667,NORTE,2026,8,VAREJO,8.6
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,ABACAXI,PÉROLA,6320,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,8.16
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,ACAI,FRUTO,8623,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,2.47
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,ACUCAR,CRISTAL,4218,NORTE,2025,9,VAREJO,3.68
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,ACUCAR,CRISTAL,4218,NORTE,2025,9,ATACADO,3.71
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,1.34
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,ARROZ,LONGO FINO TIPO 1 BE,4693,NORTE,2025,9,VAREJO,5.27
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,ARROZ,LONGO FINO TIPO 1 BE,4693,NORTE,2025,9,ATACADO,5.63
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,BANANA,PRATA,4629,NORTE,2025,9,VAREJO,9.18
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,BANANA,NANICA,4627,NORTE,2025,9,VAREJO,10.57
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,BANANA,PRATA,4629,NORTE,2025,9,VAREJO,0.92
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,BANANA,NANICA,4627,NORTE,2025,9,VAREJO,1.59
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,BANANA,PRATA,4629,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,5.58
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,BATATA-DOCE,NÃO INFORMADO,9787,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,0.9
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,BORRACHA,CERNAMBI VIRGEM PREN,7931,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,5.76
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,BURITI,FRUTO,11117,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,1.44
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,CACAU EXTRATIVO,AMÊNDOA,10920,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,35.63
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,CAFE,MOÍDO E TORRADO,4704,NORTE,2025,9,VAREJO,69.76
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,CAFE,CONILLON TIPO 7,6935,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,23.29
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,CARA,NÃO INFORMADO,5526,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,2.21
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,CARNE BOVINA,PATINHO S/OSSO,4289,NORTE,2025,9,VAREJO,41.66
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,CARNE BOVINA,COXÃO MOLE S/OSSO,4283,NORTE,2025,9,VAREJO,41.57
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,CARNE BOVINA,COXÃO DURO S/OSSO,4282,NORTE,2025,9,VAREJO,38.11
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,CASTANHA DO BRASIL,BENEFICIADA,4177,NORTE,2025,9,ATACADO,23.52
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,FARINHA DE MANDIOCA,FINA SECA,11280,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,3.6
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,FARINHA DE MANDIOCA,MÉDIA D'ÁGUA,11279,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,6.0
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,FARINHA DE MANDIOCA,GROSSA(O) TIPO 1 D'Á,11311,NORTE,2025,9,ATACADO,5.56
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,FARINHA DE MANDIOCA,MÉDIA TIPO 1 SECA,11174,NORTE,2025,9,ATACADO,4.6
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,FARINHA DE MANDIOCA,D'ÁGUA AMARELA,15346,NORTE,2025,9,VAREJO,5.16
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,FARINHA DE TRIGO,SEM FERMENTO,14895,NORTE,2025,9,ATACADO,4.95
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,FEIJAO,COMUM CORES TIPO 1,8779,NORTE,2025,9,VAREJO,6.15
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,FEIJAO,COMUM PRETO TIPO 1,8781,NORTE,2025,9,ATACADO,6.5
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,FEIJAO,COMUM CORES TIPO 1,8779,NORTE,2025,9,ATACADO,5.47
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,FEIJAO,CAUPI TIPO 1,8786,NORTE,2025,9,ATACADO,6.83
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,FLOCOS DE MILHO,FLOCÃO,11241,NORTE,2025,9,ATACADO,3.9
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,FUBA DE MILHO,COMUM AMARELO,13334,NORTE,2025,9,ATACADO,11.2
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,JUTA,JUTA/MALVA EM BRUTO,4594,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,6.0
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,LEITE DE VACA,IN NATURA,6542,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,4.66
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,LEITE DE VACA,EM PÓ INTEGRAL,4990,NORTE,2025,9,ATACADO,39.75
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,LEITE DE VACA,LONGA VIDA INTEGRAL,4998,NORTE,2025,9,VAREJO,7.02
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,LEITE DE VACA,LONGA VIDA INTEGRAL,4998,NORTE,2025,9,ATACADO,6.92
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,MACARRAO,ESPAGUETE SÊMOLA COM,11194,NORTE,2025,9,ATACADO,9.95
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,MANTEIGA,NÃO INFORMADO,8626,NORTE,2025,9,VAREJO,58.91
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,MILHO,EM GRÃOS,4742,NORTE,2025,9,ATACADO,1.45
AM,2025-09,1504.7555555555555,2694.0,627.5,3,90,MURUMURU,FRUTO,11587,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,1.35
