uf,AnoMes,cota_media_cm,cota_max_cm,cota_min_cm,n_estacoes,n_dias,id_ano_comercializacao,id_mes_comercializacao,municipio_origem_produto,cod_ibge_municipio_origem_produto,dsc_ceasa,uf_ceasa,municipio_ceasa,cod_ibge_municipio_ceasa,dsc_produto,qtd_comercializada_kg,valor_comercializado,pais_origem
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,MARECHAL THAUMATURGO-AC,1200351,CEASA/PE - RECIFE,PE,RECIFE-PE,2611606,OUTROS GENEROS,1495,26087.75,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,RIO BRANCO-AC,1200401,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,TANGERINA PONKAN,20,49.9,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,SENADOR GUIOMARD-AC,1200450,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,SALSA,14,200.06,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,RIO BRANCO-AC,1200401,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,SALSA,55,785.95,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,PORTO ACRE-AC,1200807,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,SALSA,21,300.09,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,SENADOR GUIOMARD-AC,1200450,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,RUCULA,327,2181.09,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,RIO BRANCO-AC,1200401,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,RUCULA,613,4088.71,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,PORTO ACRE-AC,1200807,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,RUCULA,82,546.94,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,RIO BRANCO-AC,1200401,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,QUIABO,1475,6150.01,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,RIO BRANCO-AC,1200401,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,QUEIJO,1504,4512.0,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,CAPIXABA-AC,1200179,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,POLPA DE FRUTAS,14,140.0,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,CAPIXABA-AC,1200179,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,POLPA DE FRUTAS,18,180.0,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,SENADOR GUIOMARD-AC,1200450,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,PIMENTA DE CHEIRO,62,708.86,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,RIO BRANCO-AC,1200401,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,PIMENTA DE CHEIRO,6525,74602.28,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,PORTO ACRE-AC,1200807,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,PIMENTA DE CHEIRO,87,994.7,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,CAPIXABA-AC,1200179,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,PIMENTA DE CHEIRO,1995,23700.0,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,CAPIXABA-AC,1200179,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,PIMENTA DE CHEIRO,2656,30366.84,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,SENADOR GUIOMARD-AC,1200450,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,PIMENTA ARDIDA,2,30.0,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,SENADOR GUIOMARD-AC,1200450,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,PEPINO AODAI,4020,13426.8,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,SENADOR GUIOMARD-AC,1200450,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,PEPINO AODAI,4720,16277.39,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,RIO BRANCO-AC,1200401,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,PEPINO AODAI,57290,197570.29,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,PORTO ACRE-AC,1200807,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,PEPINO AODAI,420,1448.41,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,CAPIXABA-AC,1200179,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,PEPINO AODAI,1000,3340.0,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,CAPIXABA-AC,1200179,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,PEPINO AODAI,1460,5034.96,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,BUJARI-AC,1200138,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,PESCADOS SEM ESCAMAS,754,26323.35,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,RIO BRANCO-AC,1200401,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,PESCADOS COM ESCAMAS,652,11084.0,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,BUJARI-AC,1200138,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,PESCADOS COM ESCAMAS,567,9639.0,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,SENADOR GUIOMARD-AC,1200450,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,OVOS GRANJA,17,13.6,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,RIO BRANCO-AC,1200401,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,MANTEIGA,353,10590.0,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,XAPURI-AC,1200708,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,MELANCIA,5000,57407.5,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,RIO BRANCO-AC,1200401,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,MELANCIA,23420,281393.64,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,PORTO ACRE-AC,1200807,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,MELANCIA,32500,373148.75,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,PORTO ACRE-AC,1200807,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,MELANCIA,8300,99725.33,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,ACRELÂNDIA-AC,1200013,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,MELANCIA,3000,34444.5,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,ACRELÂNDIA-AC,1200013,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,MELANCIA,13240,159079.92,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,RIO BRANCO-AC,1200401,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,MANJERICAO,14,59.2,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,RIO BRANCO-AC,1200401,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,MELAO,100,432.0,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,RIO BRANCO-AC,1200401,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,MAXIXE COMUM,1940,11178.47,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,PORTO ACRE-AC,1200807,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,MAXIXE COMUM,25,144.05,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,SENADOR GUIOMARD-AC,1200450,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,MASTRUZ,20,353.76,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,RIO BRANCO-AC,1200401,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,MASTRUZ,47,831.35,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,PLÁCIDO DE CASTRO-AC,1200385,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,MASTRUZ,26,459.89,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,RIO BRANCO-AC,1200401,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,MANDIOCA,37680,53471.69,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,PORTO ACRE-AC,1200807,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,MANDIOCA,5400,7663.14,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,CAPIXABA-AC,1200179,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,MANDIOCA,600,798.0,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,CAPIXABA-AC,1200179,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,MANDIOCA,1680,2384.09,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,SENA MADUREIRA-AC,1200500,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,MAMAO HAWAY,480,1440.0,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,SENADOR GUIOMARD-AC,1200450,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,MAMAO COMUM,675,1883.32,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,RIO BRANCO-AC,1200401,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,MAMAO COMUM,17580,49049.96,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,PORTO ACRE-AC,1200807,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,MAMAO COMUM,600,1674.06,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,ACRELÂNDIA-AC,1200013,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,MAMAO COMUM,1005,2804.05,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,RIO BRANCO-AC,1200401,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,MARACUJA,8070,38377.69,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,CAPIXABA-AC,1200179,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,MARACUJA,4680,28407.6,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,CAPIXABA-AC,1200179,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,MARACUJA,8325,39590.37,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,RIO BRANCO-AC,1200401,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,LIMAO TAHITI,47720,218471.7,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,PORTO ACRE-AC,1200807,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,LIMAO TAHITI,2300,10529.86,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,PLÁCIDO DE CASTRO-AC,1200385,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,LIMAO TAHITI,500,2289.1,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,CAPIXABA-AC,1200179,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,LIMAO TAHITI,200,915.64,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,BUJARI-AC,1200138,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,LIMAO TAHITI,1540,7050.43,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,ACRELÂNDIA-AC,1200013,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,LIMAO TAHITI,1320,6043.22,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,RIO BRANCO-AC,1200401,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,LEITE,10155,29449.5,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,RIO BRANCO-AC,1200401,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,LARANJA AQUIRY,2120,2871.96,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,PORTO ACRE-AC,1200807,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,LARANJA AQUIRY,200,270.94,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,PLÁCIDO DE CASTRO-AC,1200385,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,LARANJA AQUIRY,500,677.35,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,CAPIXABA-AC,1200179,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,LARANJA AQUIRY,8460,11460.76,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,ACRELÂNDIA-AC,1200013,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,LARANJA AQUIRY,200,270.94,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,SENADOR GUIOMARD-AC,1200450,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,JILO REDONDO,14,50.65,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,RIO BRANCO-AC,1200401,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,JILO REDONDO,20,72.35,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,SENADOR GUIOMARD-AC,1200450,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,JAMBU,1619,2887.97,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,RIO BRANCO-AC,1200401,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,JAMBU,4736,8448.08,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,PORTO ACRE-AC,1200807,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,JAMBU,325,579.74,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,RIO BRANCO-AC,1200401,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,HORTELA,423,2602.51,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,PLÁCIDO DE CASTRO-AC,1200385,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,HORTELA,6,36.92,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,RIO BRANCO-AC,1200401,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,GOMA,960,4519.97,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,RIO BRANCO-AC,1200401,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,GOIABA,140,1304.8,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,RIO BRANCO-AC,1200401,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,FEIJAO VERDE,1600,2720.0,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,RIO BRANCO-AC,1200401,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,DOCE DE LEITE,36,630.0,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,SENADOR GUIOMARD-AC,1200450,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,COUVE,1400,5076.26,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,RIO BRANCO-AC,1200401,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,COUVE,14487,52528.41,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,PORTO ACRE-AC,1200807,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,COUVE,1227,4448.98,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,PLÁCIDO DE CASTRO-AC,1200385,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,COUVE,98,355.34,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,CAPIXABA-AC,1200179,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,COUVE,134,485.87,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,BUJARI-AC,1200138,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,COUVE,1050,3807.2,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,SENADOR GUIOMARD-AC,1200450,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,COENTRO,60,1606.45,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,RIO BRANCO-AC,1200401,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,COENTRO,222,5943.87,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,PORTO ACRE-AC,1200807,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,COENTRO,11,294.52,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,PLÁCIDO DE CASTRO-AC,1200385,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,COENTRO,2,53.55,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,BUJARI-AC,1200138,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,COENTRO,15,401.61,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,SENADOR GUIOMARD-AC,1200450,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,CHICORIA,538,874.95,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,RIO BRANCO-AC,1200401,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,CHICORIA,21812,35472.86,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,PORTO ACRE-AC,1200807,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,CHICORIA,405,658.65,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,PLÁCIDO DE CASTRO-AC,1200385,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,CHICORIA,12,19.52,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,CAPIXABA-AC,1200179,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,CHICORIA,164,266.71,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,BUJARI-AC,1200138,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,CHICORIA,145,235.81,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,RIO BRANCO-AC,1200401,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,CEBOLA ROXA,600,3426.0,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,SENADOR GUIOMARD-AC,1200450,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,CEBOLINHA,1623,13665.66,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,RIO BRANCO-AC,1200401,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,CEBOLINHA,7901,66526.42,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,PORTO ACRE-AC,1200807,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,CEBOLINHA,575,4841.5,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,PLÁCIDO DE CASTRO-AC,1200385,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,CEBOLINHA,20,168.4,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,CAPIXABA-AC,1200179,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,CEBOLINHA,31,261.02,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,BUJARI-AC,1200138,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,CEBOLINHA,312,2627.04,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,RIO BRANCO-AC,1200401,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,BANANA PRATA,26075,24687.81,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,RIO BRANCO-AC,1200401,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,BANANA PRATA,84735,87895.62,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,PORTO ACRE-AC,1200807,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,BANANA PRATA,3955,3744.59,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,PORTO ACRE-AC,1200807,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,BANANA PRATA,9610,9968.45,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,CAPIXABA-AC,1200179,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,BANANA PRATA,11900,12343.87,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,ACRELÂNDIA-AC,1200013,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,BANANA PRATA,1050,994.14,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,ACRELÂNDIA-AC,1200013,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,BANANA PRATA,66500,68980.45,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,PORTO ACRE-AC,1200807,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,BANANA MACA,350,500.5,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,MANOEL URBANO-AC,1200344,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,BANANA MACA,7525,10760.75,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,MANOEL URBANO-AC,1200344,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,BANANA MACA,700,1001.0,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,TARAUACÁ-AC,1200609,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,BANANA COMPRIDA,10500,8556.45,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,SENADOR GUIOMARD-AC,1200450,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,BANANA COMPRIDA,750,744.83,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,RIO BRANCO-AC,1200401,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,BANANA COMPRIDA,1500,1222.35,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,RIO BRANCO-AC,1200401,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,BANANA COMPRIDA,15960,15849.88,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,PORTO ACRE-AC,1200807,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,BANANA COMPRIDA,600,488.94,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,PORTO ACRE-AC,1200807,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,BANANA COMPRIDA,7335,7284.39,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,MANOEL URBANO-AC,1200344,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,BANANA COMPRIDA,3000,2444.7,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,MANOEL URBANO-AC,1200344,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,BANANA COMPRIDA,6750,6703.43,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,CAPIXABA-AC,1200179,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,BANANA COMPRIDA,2655,2636.68,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,ACRELÂNDIA-AC,1200013,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,BANANA COMPRIDA,12750,10389.98,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,ACRELÂNDIA-AC,1200013,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,BANANA COMPRIDA,115650,114852.02,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,SENADOR GUIOMARD-AC,1200450,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,ALFACE LISA,414,3818.61,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,RIO BRANCO-AC,1200401,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,ALFACE LISA,2010,18539.64,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,BUJARI-AC,1200138,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,ALFACE LISA,42,387.4,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,RIO BRANCO-AC,1200401,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,ABACAXI RIO BRANCO,1950,4543.5,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,RIO BRANCO-AC,1200401,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,ABACAXI RIO BRANCO,7950,18986.99,Brasil
AC,2021-08,144.15591397849462,182.0,97.0,3,93,2021,8,PORTO ACRE-AC,1200807,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,ABACAXI RIO BRANCO,2550,6090.17,Brasil
