uf,AnoMes,cota_media_cm,cota_max_cm,cota_min_cm,n_estacoes,n_dias,fonte,produto,valor,unidade,nivel_comercializacao
AC,2021-01,970.9301075268817,1285.0,662.5,3,93,ANP_combustivel,DIESEL,5.24,,
AC,2021-01,970.9301075268817,1285.0,662.5,3,93,ANP_combustivel,DIESEL S10,5.26,,
AC,2021-01,970.9301075268817,1285.0,662.5,3,93,ANP_combustivel,GASOLINA,5.939,,
AC,2021-01,970.9301075268817,1285.0,662.5,3,93,ANP_combustivel,GASOLINA ADITIVADA,5.935,,
AC,2021-01,970.9301075268817,1285.0,662.5,3,93,ANP_combustivel,GLP,91.25,,
AC,2021-01,970.9301075268817,1285.0,662.5,3,93,ANP_combustivel,DIESEL,4.537319999999999,,
AC,2021-01,970.9301075268817,1285.0,662.5,3,93,ANP_combustivel,DIESEL,4.5561875,,
AC,2021-01,970.9301075268817,1285.0,662.5,3,93,ANP_combustivel,DIESEL,4.54285,,
AC,2021-01,970.9301075268817,1285.0,662.5,3,93,ANP_combustivel,DIESEL,4.55788,,
AC,2021-01,970.9301075268817,1285.0,662.5,3,93,ANP_combustivel,DIESEL S10,4.590148148148148,,
AC,2021-01,970.9301075268817,1285.0,662.5,3,93,ANP_combustivel,DIESEL S10,4.616499999999999,,
AC,2021-01,970.9301075268817,1285.0,662.5,3,93,ANP_combustivel,DIESEL S10,4.593954545454545,,
AC,2021-01,970.9301075268817,1285.0,662.5,3,93,ANP_combustivel,DIESEL S10,4.604142857142857,,
AC,2021-01,970.9301075268817,1285.0,662.5,3,93,ANP_combustivel,ETANOL,4.038,,
AC,2021-01,970.9301075268817,1285.0,662.5,3,93,ANP_combustivel,ETANOL,4.0139000000000005,,
AC,2021-01,970.9301075268817,1285.0,662.5,3,93,ANP_combustivel,ETANOL,4.046357142857143,,
AC,2021-01,970.9301075268817,1285.0,662.5,3,93,ANP_combustivel,ETANOL,4.087611111111111,,
AC,2021-01,970.9301075268817,1285.0,662.5,3,93,ANP_combustivel,GASOLINA,5.068321428571429,,
AC,2021-01,970.9301075268817,1285.0,662.5,3,93,ANP_combustivel,GASOLINA,5.090888888888888,,
AC,2021-01,970.9301075268817,1285.0,662.5,3,93,ANP_combustivel,GASOLINA,5.084086956521739,,
AC,2021-01,970.9301075268817,1285.0,662.5,3,93,ANP_combustivel,GASOLINA,5.1611379310344825,,
AC,2021-01,970.9301075268817,1285.0,662.5,3,93,ANP_combustivel,GASOLINA ADITIVADA,5.143541666666667,,
AC,2021-01,970.9301075268817,1285.0,662.5,3,93,ANP_combustivel,GASOLINA ADITIVADA,5.163799999999999,,
AC,2021-01,970.9301075268817,1285.0,662.5,3,93,ANP_combustivel,GASOLINA ADITIVADA,5.159714285714285,,
AC,2021-01,970.9301075268817,1285.0,662.5,3,93,ANP_combustivel,GASOLINA ADITIVADA,5.225153846153845,,
AC,2021-01,970.9301075268817,1285.0,662.5,3,93,ANP_combustivel,GLP,93.41304347826087,,
AC,2021-01,970.9301075268817,1285.0,662.5,3,93,ANP_combustivel,GLP,93.7495,,
AC,2021-01,970.9301075268817,1285.0,662.5,3,93,ANP_combustivel,GLP,95.4047619047619,,
AC,2021-01,970.9301075268817,1285.0,662.5,3,93,ANP_combustivel,GLP,95.61363636363636,,
AC,2021-02,1277.4583333333333,1708.0,932.0,3,84,ANP_combustivel,DIESEL,5.2188888888888885,,
AC,2021-02,1277.4583333333333,1708.0,932.0,3,84,ANP_combustivel,DIESEL,5.764,,
AC,2021-02,1277.4583333333333,1708.0,932.0,3,84,ANP_combustivel,DIESEL S10,5.2275,,
AC,2021-02,1277.4583333333333,1708.0,932.0,3,84,ANP_combustivel,DIESEL S10,5.734999999999999,,
AC,2021-02,1277.4583333333333,1708.0,932.0,3,84,ANP_combustivel,GASOLINA,6.004,,
AC,2021-02,1277.4583333333333,1708.0,932.0,3,84,ANP_combustivel,GASOLINA,6.1248,,
AC,2021-02,1277.4583333333333,1708.0,932.0,3,84,ANP_combustivel,GASOLINA ADITIVADA,6.0335,,
AC,2021-02,1277.4583333333333,1708.0,932.0,3,84,ANP_combustivel,GASOLINA ADITIVADA,6.326666666666667,,
AC,2021-02,1277.4583333333333,1708.0,932.0,3,84,ANP_combustivel,GLP,98.75,,
AC,2021-02,1277.4583333333333,1708.0,932.0,3,84,ANP_combustivel,GLP,102.525,,
AC,2021-02,1277.4583333333333,1708.0,932.0,3,84,ANP_combustivel,DIESEL,4.58216,,
AC,2021-02,1277.4583333333333,1708.0,932.0,3,84,ANP_combustivel,DIESEL,4.61908,,
AC,2021-02,1277.4583333333333,1708.0,932.0,3,84,ANP_combustivel,DIESEL,4.700227272727273,,
AC,2021-02,1277.4583333333333,1708.0,932.0,3,84,ANP_combustivel,DIESEL,4.914166666666667,,
AC,2021-02,1277.4583333333333,1708.0,932.0,3,84,ANP_combustivel,DIESEL S10,4.6375,,
AC,2021-02,1277.4583333333333,1708.0,932.0,3,84,ANP_combustivel,DIESEL S10,4.700892857142857,,
AC,2021-02,1277.4583333333333,1708.0,932.0,3,84,ANP_combustivel,DIESEL S10,4.742434782608695,,
AC,2021-02,1277.4583333333333,1708.0,932.0,3,84,ANP_combustivel,DIESEL S10,4.985888888888889,,
AC,2021-02,1277.4583333333333,1708.0,932.0,3,84,ANP_combustivel,ETANOL,4.1335625,,
AC,2021-02,1277.4583333333333,1708.0,932.0,3,84,ANP_combustivel,ETANOL,4.170315789473684,,
AC,2021-02,1277.4583333333333,1708.0,932.0,3,84,ANP_combustivel,ETANOL,4.196357142857143,,
AC,2021-02,1277.4583333333333,1708.0,932.0,3,84,ANP_combustivel,ETANOL,4.333111111111111,,
AC,2021-02,1277.4583333333333,1708.0,932.0,3,84,ANP_combustivel,GASOLINA,5.254925925925926,,
AC,2021-02,1277.4583333333333,1708.0,932.0,3,84,ANP_combustivel,GASOLINA,5.330448275862069,,
AC,2021-02,1277.4583333333333,1708.0,932.0,3,84,ANP_combustivel,GASOLINA,5.448083333333333,,
AC,2021-02,1277.4583333333333,1708.0,932.0,3,84,ANP_combustivel,GASOLINA,5.75325,,
AC,2021-02,1277.4583333333333,1708.0,932.0,3,84,ANP_combustivel,GASOLINA ADITIVADA,5.338869565217391,,
AC,2021-02,1277.4583333333333,1708.0,932.0,3,84,ANP_combustivel,GASOLINA ADITIVADA,5.396666666666667,,
AC,2021-02,1277.4583333333333,1708.0,932.0,3,84,ANP_combustivel,GASOLINA ADITIVADA,5.511909090909091,,
AC,2021-02,1277.4583333333333,1708.0,932.0,3,84,ANP_combustivel,GASOLINA ADITIVADA,5.827470588235293,,
AC,2021-02,1277.4583333333333,1708.0,932.0,3,84,ANP_combustivel,GLP,97.08695652173913,,
AC,2021-02,1277.4583333333333,1708.0,932.0,3,84,ANP_combustivel,GLP,97.19565217391305,,
AC,2021-02,1277.4583333333333,1708.0,932.0,3,84,ANP_combustivel,GLP,97.78571428571428,,
AC,2021-02,1277.4583333333333,1708.0,932.0,3,84,ANP_combustivel,GLP,97.84375,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,DIESEL,5.85,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,DIESEL,5.8533333333333335,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,DIESEL,5.848999999999999,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,DIESEL,5.848888888888889,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,DIESEL,5.738,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,DIESEL S10,5.85,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,DIESEL S10,5.866666666666666,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,DIESEL S10,5.861,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,DIESEL S10,5.866666666666666,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,DIESEL S10,5.748,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,ETANOL,5.94,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,ETANOL,5.960000000000001,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,ETANOL,5.926666666666667,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,ETANOL,5.88,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,GASOLINA,6.034000000000001,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,GASOLINA,6.607777777777778,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,GASOLINA,6.688,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,GASOLINA,6.687777777777778,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,GASOLINA,6.581999999999999,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,GASOLINA ADITIVADA,6.595,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,GASOLINA ADITIVADA,6.6825,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,GASOLINA ADITIVADA,6.6825,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,GASOLINA ADITIVADA,6.58,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,GLP,105.0,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,GLP,103.75,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,GLP,107.5,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,GLP,107.5,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,GLP,106.66666666666669,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,DIESEL,5.027045454545455,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,DIESEL,5.0313333333333325,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,DIESEL,5.156352941176471,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,DIESEL,5.105700000000001,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,DIESEL S10,5.054521739130435,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,DIESEL S10,5.079117647058824,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,DIESEL S10,5.1814,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,DIESEL S10,5.143571428571429,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,ETANOL,4.587461538461539,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,ETANOL,4.7658000000000005,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,ETANOL,4.966357142857143,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,ETANOL,5.0368,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,GASOLINA,5.804173913043479,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,GASOLINA,5.992999999999999,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,GASOLINA,6.2044,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,GASOLINA,6.156045454545454,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,GASOLINA ADITIVADA,5.886904761904762,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,GASOLINA ADITIVADA,6.064,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,GASOLINA ADITIVADA,6.248705882352942,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,GASOLINA ADITIVADA,6.231888888888889,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,GLP,99.21052631578948,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,GLP,99.72166666666666,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,GLP,101.13333333333334,,
AC,2021-03,1050.1290322580646,1368.0,708.0,3,93,ANP_combustivel,GLP,100.47826086956522,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,DIESEL,5.7371428571428575,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,DIESEL,5.7410000000000005,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,DIESEL,5.7410000000000005,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,DIESEL,5.7410000000000005,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,DIESEL S10,5.741428571428572,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,DIESEL S10,5.753,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,DIESEL S10,5.753,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,DIESEL S10,5.753,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,ETANOL,5.88,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,ETANOL,5.88,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,ETANOL,5.88,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,ETANOL,6.175,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,GASOLINA,6.581428571428572,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,GASOLINA,6.587000000000001,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,GASOLINA,6.587000000000001,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,GASOLINA,6.88,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,GASOLINA ADITIVADA,6.573333333333333,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,GASOLINA ADITIVADA,6.58,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,GASOLINA ADITIVADA,6.58,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,GASOLINA ADITIVADA,6.8775,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,GLP,110.0,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,GLP,107.5,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,GLP,107.5,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,GLP,108.75,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,DIESEL,5.10925,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,DIESEL,5.074120000000001,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,DIESEL,5.0814,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,DIESEL,5.091368421052632,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,DIESEL S10,5.145235294117647,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,DIESEL S10,5.128259259259259,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,DIESEL S10,5.120230769230769,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,DIESEL S10,5.132928571428572,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,ETANOL,5.125,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,ETANOL,5.10175,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,ETANOL,5.073470588235294,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,ETANOL,4.998916666666667,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,GASOLINA,6.163777777777778,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,GASOLINA,6.150071428571429,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,GASOLINA,6.145892857142857,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,GASOLINA,6.147720930232557,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,GASOLINA ADITIVADA,6.2185,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,GASOLINA ADITIVADA,6.22475,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,GASOLINA ADITIVADA,6.2102916666666665,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,GASOLINA ADITIVADA,6.214702702702703,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,GLP,101.07894736842104,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,GLP,101.6818181818182,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,GLP,100.97826086956522,,
AC,2021-04,949.9277777777778,1246.0,718.0,3,90,ANP_combustivel,GLP,101.87896551724135,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,DIESEL,6.085,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,DIESEL,6.085,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,DIESEL,6.085,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,DIESEL,6.087999999999999,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,DIESEL,6.083333333333333,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,DIESEL S10,6.097,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,DIESEL S10,6.097,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,DIESEL S10,6.097,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,DIESEL S10,6.097,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,DIESEL S10,6.097,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,ETANOL,6.175,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,ETANOL,6.175,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,ETANOL,6.175,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,ETANOL,6.175,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,ETANOL,6.15,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,GASOLINA,6.88,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,GASOLINA,6.88,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,GASOLINA,6.88,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,GASOLINA,6.88,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,GASOLINA,6.88,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,GASOLINA ADITIVADA,6.8775,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,GASOLINA ADITIVADA,6.8775,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,GASOLINA ADITIVADA,6.8775,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,GASOLINA ADITIVADA,6.8775,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,GASOLINA ADITIVADA,6.8775,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,GLP,107.75,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,GLP,108.75,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,GLP,108.75,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,GLP,108.75,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,GLP,108.75,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,DIESEL,5.147375,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,DIESEL,5.395884615384616,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,DIESEL,5.437884615384615,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,DIESEL,5.400071428571429,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,DIESEL,5.398416666666667,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,DIESEL S10,5.15975,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,DIESEL S10,5.464925925925926,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,DIESEL S10,5.494259259259259,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,DIESEL S10,5.470464285714286,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,DIESEL S10,5.474600000000001,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,ETANOL,5.058285714285715,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,ETANOL,5.030944444444445,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,ETANOL,5.197666666666667,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,ETANOL,5.243,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,ETANOL,5.3238666666666665,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,GASOLINA,6.162,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,GASOLINA,6.150068965517241,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,GASOLINA,6.289724137931034,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,GASOLINA,6.257965517241379,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,GASOLINA,6.255296296296296,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,GASOLINA ADITIVADA,6.227555555555556,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,GASOLINA ADITIVADA,6.23016,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,GASOLINA ADITIVADA,6.3762,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,GASOLINA ADITIVADA,6.342461538461539,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,GASOLINA ADITIVADA,6.335249999999999,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,GLP,103.54166666666669,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,GLP,102.67391304347828,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,GLP,103.28217391304348,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,GLP,101.97826086956522,,
AC,2021-05,448.39784946236557,904.0,244.0,3,93,ANP_combustivel,GLP,101.85666666666664,,
AC,2021-06,286.3602941176471,479.0,187.5,3,68,ANP_combustivel,DIESEL,6.0688,,
AC,2021-06,286.3602941176471,479.0,187.5,3,68,ANP_combustivel,DIESEL,6.085,,
AC,2021-06,286.3602941176471,479.0,187.5,3,68,ANP_combustivel,DIESEL,6.08125,,
AC,2021-06,286.3602941176471,479.0,187.5,3,68,ANP_combustivel,DIESEL,6.085,,
AC,2021-06,286.3602941176471,479.0,187.5,3,68,ANP_combustivel,DIESEL S10,6.089799999999999,,
AC,2021-06,286.3602941176471,479.0,187.5,3,68,ANP_combustivel,DIESEL S10,6.097,,
AC,2021-06,286.3602941176471,479.0,187.5,3,68,ANP_combustivel,DIESEL S10,6.08875,,
AC,2021-06,286.3602941176471,479.0,187.5,3,68,ANP_combustivel,DIESEL S10,6.097,,
AC,2021-06,286.3602941176471,479.0,187.5,3,68,ANP_combustivel,ETANOL,6.175,,
AC,2021-06,286.3602941176471,479.0,187.5,3,68,ANP_combustivel,ETANOL,6.175,,
AC,2021-06,286.3602941176471,479.0,187.5,3,68,ANP_combustivel,ETANOL,6.175,,
AC,2021-06,286.3602941176471,479.0,187.5,3,68,ANP_combustivel,ETANOL,6.175,,
AC,2021-06,286.3602941176471,479.0,187.5,3,68,ANP_combustivel,GASOLINA,6.88,,
AC,2021-06,286.3602941176471,479.0,187.5,3,68,ANP_combustivel,GASOLINA,6.88,,
AC,2021-06,286.3602941176471,479.0,187.5,3,68,ANP_combustivel,GASOLINA,6.8775,,
AC,2021-06,286.3602941176471,479.0,187.5,3,68,ANP_combustivel,GASOLINA,6.88,,
AC,2021-06,286.3602941176471,479.0,187.5,3,68,ANP_combustivel,GASOLINA ADITIVADA,6.8775,,
AC,2021-06,286.3602941176471,479.0,187.5,3,68,ANP_combustivel,GASOLINA ADITIVADA,6.8775,,
AC,2021-06,286.3602941176471,479.0,187.5,3,68,ANP_combustivel,GASOLINA ADITIVADA,6.873333333333334,,
AC,2021-06,286.3602941176471,479.0,187.5,3,68,ANP_combustivel,GASOLINA ADITIVADA,6.873333333333334,,
AC,2021-06,286.3602941176471,479.0,187.5,3,68,ANP_combustivel,GLP,110.0,,
AC,2021-06,286.3602941176471,479.0,187.5,3,68,ANP_combustivel,GLP,110.0,,
AC,2021-06,286.3602941176471,479.0,187.5,3,68,ANP_combustivel,GLP,108.75,,
AC,2021-06,286.3602941176471,479.0,187.5,3,68,ANP_combustivel,GLP,108.75,,
AC,2021-06,286.3602941176471,479.0,187.5,3,68,ANP_combustivel,DIESEL,5.4178,,
AC,2021-06,286.3602941176471,479.0,187.5,3,68,ANP_combustivel,DIESEL,5.423923076923076,,
AC,2021-06,286.3602941176471,479.0,187.5,3,68,ANP_combustivel,DIESEL,5.461541666666666,,
AC,2021-06,286.3602941176471,479.0,187.5,3,68,ANP_combustivel,DIESEL,5.442115384615385,,
AC,2021-06,286.3602941176471,479.0,187.5,3,68,ANP_combustivel,DIESEL S10,5.473148148148148,,
AC,2021-06,286.3602941176471,479.0,187.5,3,68,ANP_combustivel,DIESEL S10,5.498962962962963,,
AC,2021-06,286.3602941176471,479.0,187.5,3,68,ANP_combustivel,DIESEL S10,5.5024444444444445,,
AC,2021-06,286.3602941176471,479.0,187.5,3,68,ANP_combustivel,DIESEL S10,5.494857142857143,,
AC,2021-06,286.3602941176471,479.0,187.5,3,68,ANP_combustivel,ETANOL,5.39164705882353,,
AC,2021-06,286.3602941176471,479.0,187.5,3,68,ANP_combustivel,ETANOL,5.477941176470588,,
AC,2021-06,286.3602941176471,479.0,187.5,3,68,ANP_combustivel,ETANOL,5.497,,
AC,2021-06,286.3602941176471,479.0,187.5,3,68,ANP_combustivel,ETANOL,5.484888888888889,,
