AnoMes,Natureza da Carga,Sentido,ToneladasMovimentadas
2024-05,Granel Sólido,Embarcados,791211.896
2024-06,Carga Conteinerizada,Desembarcados,604164.717
2024-06,Carga Conteinerizada,Embarcados,315783.803
2024-06,Carga Geral,Desembarcados,135569.682
2024-06,Carga Geral,Embarcados,103928.818
2024-06,Granel Líquido e Gasoso,Desembarcados,263399.282
2024-06,Granel Líquido e Gasoso,Embarcados,425072.432
2024-06,Granel Sólido,Desembarcados,761680.452
2024-06,Granel Sólido,Embarcados,695939.02
2024-07,Carga Conteinerizada,Desembarcados,636288.25
2024-07,Carga Conteinerizada,Embarcados,286327.105
2024-07,Carga Conteinerizada,Não Informado,148.73
2024-07,Carga Geral,Desembarcados,236919.41999999998
2024-07,Carga Geral,Embarcados,76071.891
2024-07,Granel Líquido e Gasoso,Desembarcados,918562.864
2024-07,Granel Líquido e Gasoso,Embarcados,409161.249
2024-07,Granel Sólido,Desembarcados,930303.771
2024-07,Granel Sólido,Embarcados,929887.678
2024-08,Carga Conteinerizada,Desembarcados,568750.732
2024-08,Carga Conteinerizada,Embarcados,276624.634
2024-08,Carga Geral,Desembarcados,244956.579
2024-08,Carga Geral,Embarcados,85621.37
2024-08,Granel Líquido e Gasoso,Desembarcados,377342.631
2024-08,Granel Líquido e Gasoso,Embarcados,410683.045
2024-08,Granel Sólido,Desembarcados,468954.262
2024-08,Granel Sólido,Embarcados,552980.427
2024-09,Carga Conteinerizada,Desembarcados,526285.368
2024-09,Carga Conteinerizada,Embarcados,171442.177
2024-09,Carga Geral,Desembarcados,251222.491
2024-09,Carga Geral,Embarcados,82795.198
2024-09,Granel Líquido e Gasoso,Desembarcados,290938.79
2024-09,Granel Líquido e Gasoso,Embarcados,261258.415
2024-09,Granel Sólido,Desembarcados,164080.075
2024-09,Granel Sólido,Embarcados,154593.315
2024-10,Carga Conteinerizada,Desembarcados,323235.27999999997
2024-10,Carga Conteinerizada,Embarcados,229713.05
2024-10,Carga Geral,Desembarcados,172069.102
2024-10,Carga Geral,Embarcados,103954.191
2024-10,Granel Líquido e Gasoso,Desembarcados,259502.464
2024-10,Granel Líquido e Gasoso,Embarcados,225163.367
2024-10,Granel Sólido,Desembarcados,257085.478
2024-10,Granel Sólido,Embarcados,158266.014
2024-11,Carga Conteinerizada,Desembarcados,369707.867
2024-11,Carga Conteinerizada,Embarcados,259648.581
2024-11,Carga Geral,Desembarcados,138269.742
2024-11,Carga Geral,Embarcados,106479.394
2024-11,Granel Líquido e Gasoso,Desembarcados,263392.631
2024-11,Granel Líquido e Gasoso,Embarcados,294742.307
2024-11,Granel Sólido,Desembarcados,207994.124
2024-11,Granel Sólido,Embarcados,182966.66199999998
2024-12,Carga Conteinerizada,Desembarcados,344777.887
2024-12,Carga Conteinerizada,Embarcados,239978.44
2024-12,Carga Conteinerizada,Não Informado,2.6
2024-12,Carga Geral,Desembarcados,134883.869
2024-12,Carga Geral,Embarcados,82551.151
2024-12,Granel Líquido e Gasoso,Desembarcados,318546.072
2024-12,Granel Líquido e Gasoso,Embarcados,289413.223
2024-12,Granel Sólido,Desembarcados,510987.443
2024-12,Granel Sólido,Embarcados,331933.071
2025-01,Carga Conteinerizada,Desembarcados,463694.493
2025-01,Carga Conteinerizada,Embarcados,274855.792
2025-01,Carga Conteinerizada,Não Informado,546.85
2025-01,Carga Geral,Desembarcados,195183.919
2025-01,Carga Geral,Embarcados,75882.192
2025-01,Granel Líquido e Gasoso,Desembarcados,376377.79
2025-01,Granel Líquido e Gasoso,Embarcados,359726.539
2025-01,Granel Líquido e Gasoso,Não Informado,532.574
2025-01,Granel Sólido,Desembarcados,428225.039
2025-01,Granel Sólido,Embarcados,652084.374
2025-02,Carga Conteinerizada,Desembarcados,519281.951
2025-02,Carga Conteinerizada,Embarcados,282464.812
2025-02,Carga Conteinerizada,Não Informado,790.12
2025-02,Carga Geral,Desembarcados,181758.252
2025-02,Carga Geral,Embarcados,81955.09
2025-02,Granel Líquido e Gasoso,Desembarcados,336749.793
2025-02,Granel Líquido e Gasoso,Embarcados,410017.81799999997
2025-02,Granel Sólido,Desembarcados,850853.542
2025-02,Granel Sólido,Embarcados,822254.6089999999
2025-03,Carga Conteinerizada,Desembarcados,548789.168
2025-03,Carga Conteinerizada,Embarcados,300108.279
2025-03,Carga Conteinerizada,Não Informado,604.91
2025-03,Carga Geral,Desembarcados,248645.663
2025-03,Carga Geral,Embarcados,78601.403
2025-03,Granel Líquido e Gasoso,Desembarcados,251055.745
2025-03,Granel Líquido e Gasoso,Embarcados,435282.245
2025-03,Granel Sólido,Desembarcados,1146506.906
2025-03,Granel Sólido,Embarcados,1187563.905
2025-04,Carga Conteinerizada,Desembarcados,626934.21
2025-04,Carga Conteinerizada,Embarcados,280395.01
2025-04,Carga Conteinerizada,Não Informado,651.3
2025-04,Carga Geral,Desembarcados,224420.384
2025-04,Carga Geral,Embarcados,84589.351
2025-04,Granel Líquido e Gasoso,Desembarcados,326483.961
2025-04,Granel Líquido e Gasoso,Embarcados,394245.134
2025-04,Granel Sólido,Desembarcados,1092334.249
2025-04,Granel Sólido,Embarcados,961922.342
2025-05,Carga Conteinerizada,Desembarcados,690330.922
2025-05,Carga Conteinerizada,Embarcados,333178.9
2025-05,Carga Conteinerizada,Não Informado,185.23
2025-05,Carga Geral,Desembarcados,215059.637
2025-05,Carga Geral,Embarcados,86968.179
2025-05,Granel Líquido e Gasoso,Desembarcados,337273.606
2025-05,Granel Líquido e Gasoso,Embarcados,439637.095
2025-05,Granel Sólido,Desembarcados,1240160.945
2025-05,Granel Sólido,Embarcados,1221477.099
2025-06,Carga Conteinerizada,Desembarcados,513558.995
2025-06,Carga Conteinerizada,Embarcados,257493.066
2025-06,Carga Conteinerizada,Não Informado,1355.07
2025-06,Carga Geral,Desembarcados,240330.766
2025-06,Carga Geral,Embarcados,82621.082
2025-06,Granel Líquido e Gasoso,Desembarcados,356107.341
2025-06,Granel Líquido e Gasoso,Embarcados,402594.355
2025-06,Granel Sólido,Desembarcados,911364.946
2025-06,Granel Sólido,Embarcados,791541.19
2025-07,Carga Conteinerizada,Desembarcados,683477.191
2025-07,Carga Conteinerizada,Embarcados,319045.268
2025-07,Carga Conteinerizada,Não Informado,255.01999999999998
2025-07,Carga Geral,Desembarcados,168267.182
2025-07,Carga Geral,Embarcados,71634.731
2025-07,Granel Líquido e Gasoso,Desembarcados,383980.391
2025-07,Granel Líquido e Gasoso,Embarcados,443562.856
2025-07,Granel Sólido,Desembarcados,988488.002
2025-07,Granel Sólido,Embarcados,923690.526
2025-08,Carga Conteinerizada,Desembarcados,616139.245
2025-08,Carga Conteinerizada,Embarcados,328813.811
2025-08,Carga Conteinerizada,Não Informado,629.88
2025-08,Carga Geral,Desembarcados,205542.911
2025-08,Carga Geral,Embarcados,90803.151
2025-08,Granel Líquido e Gasoso,Desembarcados,481109.98699999996
2025-08,Granel Líquido e Gasoso,Embarcados,365397.408
2025-08,Granel Sólido,Desembarcados,827379.244
2025-08,Granel Sólido,Embarcados,805213.545
2025-09,Carga Conteinerizada,Desembarcados,509301.063
2025-09,Carga Conteinerizada,Embarcados,262608.354
2025-09,Carga Conteinerizada,Não Informado,170.42
2025-09,Carga Geral,Desembarcados,325258.091
2025-09,Carga Geral,Embarcados,83448.434
2025-09,Granel Líquido e Gasoso,Desembarcados,310986.459
2025-09,Granel Líquido e Gasoso,Embarcados,370686.347
2025-09,Granel Sólido,Desembarcados,567138.919
2025-09,Granel Sólido,Embarcados,534291.366
2025-10,Carga Conteinerizada,Desembarcados,572396.633
2025-10,Carga Conteinerizada,Embarcados,311288.274
2025-10,Carga Conteinerizada,Não Informado,884.95
2025-10,Carga Geral,Desembarcados,149135.267
2025-10,Carga Geral,Embarcados,88158.723
2025-10,Granel Líquido e Gasoso,Desembarcados,402719.153
2025-10,Granel Líquido e Gasoso,Embarcados,350650.961
2025-10,Granel Sólido,Desembarcados,401959.279
2025-10,Granel Sólido,Embarcados,491388.014
2025-11,Carga Conteinerizada,Desembarcados,474295.474
2025-11,Carga Conteinerizada,Embarcados,301493.148
2025-11,Carga Conteinerizada,Não Informado,65.02
2025-11,Carga Geral,Desembarcados,119828.302
2025-11,Carga Geral,Embarcados,75979.469
2025-11,Granel Líquido e Gasoso,Desembarcados,312735.36
2025-11,Granel Líquido e Gasoso,Embarcados,360591.455
2025-11,Granel Sólido,Desembarcados,530078.776
2025-11,Granel Sólido,Embarcados,446380.631
2025-12,Carga Conteinerizada,Desembarcados,471390.971
2025-12,Carga Conteinerizada,Embarcados,270710.037
2025-12,Carga Conteinerizada,Não Informado,140.94
2025-12,Carga Geral,Desembarcados,98313.139
2025-12,Carga Geral,Embarcados,78351.475
2025-12,Granel Líquido e Gasoso,Desembarcados,453458.007
2025-12,Granel Líquido e Gasoso,Embarcados,369385.995
2025-12,Granel Sólido,Desembarcados,625715.782
2025-12,Granel Sólido,Embarcados,523035.955
2026-01,Carga Conteinerizada,Desembarcados,592685.6630000001
2026-01,Carga Conteinerizada,Embarcados,314891.988
2026-01,Carga Conteinerizada,Não Informado,1347.62
2026-01,Carga Geral,Desembarcados,146339.317
2026-01,Carga Geral,Embarcados,77018.713
2026-01,Granel Líquido e Gasoso,Desembarcados,359224.888
2026-01,Granel Líquido e Gasoso,Embarcados,321129.395
2026-01,Granel Sólido,Desembarcados,666794.375
2026-01,Granel Sólido,Embarcados,607703.7339999999
2026-02,Carga Conteinerizada,Desembarcados,454987.44
2026-02,Carga Conteinerizada,Embarcados,300630.027
2026-02,Carga Conteinerizada,Não Informado,997.58
2026-02,Carga Geral,Desembarcados,125221.496
2026-02,Carga Geral,Embarcados,76222.55
2026-02,Granel Líquido e Gasoso,Desembarcados,347882.444
2026-02,Granel Líquido e Gasoso,Embarcados,300676.291
2026-02,Granel Líquido e Gasoso,Não Informado,90.0
2026-02,Granel Sólido,Desembarcados,963496.887
2026-02,Granel Sólido,Embarcados,547794.983
2026-03,Carga Conteinerizada,Desembarcados,542080.823
2026-03,Carga Conteinerizada,Embarcados,292324.306
2026-03,Carga Conteinerizada,Não Informado,295.99
2026-03,Carga Geral,Desembarcados,234924.58299999998
2026-03,Carga Geral,Embarcados,90912.776
2026-03,Granel Líquido e Gasoso,Desembarcados,390090.994
2026-03,Granel Líquido e Gasoso,Embarcados,387975.335
2026-03,Granel Líquido e Gasoso,Não Informado,35.265
2026-03,Granel Sólido,Desembarcados,702672.799
2026-03,Granel Sólido,Embarcados,552617.006
2026-04,Carga Conteinerizada,Desembarcados,499067.296
2026-04,Carga Conteinerizada,Embarcados,241159.619
2026-04,Carga Geral,Desembarcados,194077.25
2026-04,Carga Geral,Embarcados,27236.379
2026-04,Granel Líquido e Gasoso,Desembarcados,232356.071
2026-04,Granel Líquido e Gasoso,Embarcados,228494.434
2026-04,Granel Sólido,Desembarcados,566119.193
2026-05,Granel Líquido e Gasoso,Desembarcados,15538.778
2026-05,Granel Líquido e Gasoso,Embarcados,54086.765
