produto,classificao_produto,id_produto,uf,regiao,ano,mes,dsc_nivel_comercializacao,valor_produto_kg
BANANA,PRATA,4629,AP,NORTE,2026,7,VAREJO,7.26
BANANA,NANICA,4627,AP,NORTE,2026,7,VAREJO,6.98
BANANA,PRATA,4629,AP,NORTE,2026,7,PREÇO RECEBIDO P/ PRODUTOR,4.0
BANANA,PRATA,4629,PA,NORTE,2026,7,VAREJO,8.31
BANANA,NANICA,4627,PA,NORTE,2026,7,VAREJO,7.24
BANANA,PRATA,4629,RO,NORTE,2026,7,PREÇO RECEBIDO P/ PRODUTOR,4.15
BANANA,NANICA,4627,RO,NORTE,2026,7,VAREJO,8.24
BANANA,PRATA,4629,RO,NORTE,2026,7,VAREJO,9.59
BANANA,PRATA,4629,RR,NORTE,2026,7,VAREJO,8.1
BANANA,PRATA,4629,RR,NORTE,2026,7,PREÇO RECEBIDO P/ PRODUTOR,2.42
BANANA,NANICA,4627,RR,NORTE,2026,7,VAREJO,8.09
BANANA,NANICA,4627,TO,NORTE,2026,7,VAREJO,5.34
BANANA,PRATA,4629,TO,NORTE,2026,7,VAREJO,6.57
BANANA,PRATA,4629,TO,NORTE,2026,7,PREÇO RECEBIDO P/ PRODUTOR,2.0
BANANA,PRATA,4629,AC,NORTE,2026,8,PREÇO RECEBIDO P/ PRODUTOR,4.5
BANANA,PRATA,4629,AC,NORTE,2026,8,VAREJO,8.69
BANANA,NANICA,4627,AC,NORTE,2026,8,VAREJO,8.35
BANANA,PRATA,4629,AM,NORTE,2026,8,PREÇO RECEBIDO P/ PRODUTOR,6.0
BANANA,NANICA,4627,AM,NORTE,2026,8,VAREJO,9.13
BANANA,PRATA,4629,AM,NORTE,2026,8,VAREJO,8.01
BANANA,NANICA,4627,AP,NORTE,2026,8,VAREJO,6.89
BANANA,PRATA,4629,AP,NORTE,2026,8,VAREJO,7.28
BANANA,PRATA,4629,AP,NORTE,2026,8,PREÇO RECEBIDO P/ PRODUTOR,3.63
BANANA,PRATA,4629,PA,NORTE,2026,8,VAREJO,8.22
BANANA,NANICA,4627,PA,NORTE,2026,8,VAREJO,7.23
BANANA,PRATA,4629,RO,NORTE,2026,8,VAREJO,9.7
BANANA,NANICA,4627,RO,NORTE,2026,8,VAREJO,8.28
BANANA,PRATA,4629,RO,NORTE,2026,8,PREÇO RECEBIDO P/ PRODUTOR,4.17
BANANA,PRATA,4629,RR,NORTE,2026,8,PREÇO RECEBIDO P/ PRODUTOR,2.99
BANANA,NANICA,4627,RR,NORTE,2026,8,VAREJO,8.66
BANANA,PRATA,4629,RR,NORTE,2026,8,VAREJO,8.23
BANANA,PRATA,4629,TO,NORTE,2026,8,VAREJO,6.64
BANANA,PRATA,4629,TO,NORTE,2026,8,PREÇO RECEBIDO P/ PRODUTOR,2.0
BANANA,NANICA,4627,TO,NORTE,2026,8,VAREJO,6.02
BARBANTE,FIBRA,15326,AM,NORTE,2026,7,PREÇO PAGO PELO PRODUTOR,20.0
BARBANTE NYLON,PACOTE 100 UNIDADES,14236,AC,NORTE,2026,7,PREÇO PAGO PELO PRODUTOR,28.0
BARBANTE NYLON,NÃO INFORMADO,11855,AC,NORTE,2026,7,PREÇO PAGO PELO PRODUTOR,29.25
BARCACA PARA SECAGEM,30 M²,15341,AM,NORTE,2026,7,PREÇO PAGO PELO PRODUTOR,
BARCO,"ALUMÍNIO 8,40 M",14877,PA,NORTE,2026,7,PREÇO PAGO PELO PRODUTOR,18630.0
BASAGRAN,600 600 G/L BENTAZON,4028,TO,NORTE,2026,2,PREÇO PAGO PELO PRODUTOR,135.0
BASAGRAN,600 600 G/L BENTAZON,4028,TO,NORTE,2026,3,PREÇO PAGO PELO PRODUTOR,135.0
BATATA,NÃO INFORMADO,5521,AC,NORTE,2026,5,VAREJO,8.55
BATATA,NÃO INFORMADO,5521,AM,NORTE,2026,5,VAREJO,5.59
BATATA,NÃO INFORMADO,5521,AP,NORTE,2026,5,VAREJO,7.4
BATATA,NÃO INFORMADO,5521,PA,NORTE,2026,5,VAREJO,9.01
BATATA,NÃO INFORMADO,5521,RO,NORTE,2026,5,VAREJO,7.52
BATATA,NÃO INFORMADO,5521,RR,NORTE,2026,5,VAREJO,7.94
BATATA,NÃO INFORMADO,5521,TO,NORTE,2026,5,VAREJO,9.89
BATATA,NÃO INFORMADO,5521,AC,NORTE,2026,6,VAREJO,10.45
BATATA,NÃO INFORMADO,5521,AM,NORTE,2026,6,VAREJO,7.07
BATATA,NÃO INFORMADO,5521,AP,NORTE,2026,6,VAREJO,7.91
BATATA,NÃO INFORMADO,5521,PA,NORTE,2026,6,VAREJO,10.36
BATATA,NÃO INFORMADO,5521,RO,NORTE,2026,6,VAREJO,8.56
BATATA,NÃO INFORMADO,5521,RR,NORTE,2026,6,VAREJO,8.87
BATATA,NÃO INFORMADO,5521,TO,NORTE,2026,6,VAREJO,11.68
BATATA,NÃO INFORMADO,5521,AC,NORTE,2026,7,VAREJO,9.62
BATATA,NÃO INFORMADO,5521,AM,NORTE,2026,7,VAREJO,7.66
BATATA,NÃO INFORMADO,5521,AP,NORTE,2026,7,VAREJO,8.61
BATATA,NÃO INFORMADO,5521,PA,NORTE,2026,7,VAREJO,9.34
BATATA,NÃO INFORMADO,5521,RO,NORTE,2026,7,VAREJO,8.1
BATATA,NÃO INFORMADO,5521,RR,NORTE,2026,7,VAREJO,9.68
BATATA,NÃO INFORMADO,5521,TO,NORTE,2026,7,VAREJO,8.26
BATATA,NÃO INFORMADO,5521,AC,NORTE,2026,8,VAREJO,7.23
BATATA,NÃO INFORMADO,5521,AM,NORTE,2026,8,VAREJO,6.78
BATATA,NÃO INFORMADO,5521,AP,NORTE,2026,8,VAREJO,8.51
BATATA,NÃO INFORMADO,5521,PA,NORTE,2026,8,VAREJO,7.69
BATATA,NÃO INFORMADO,5521,RO,NORTE,2026,8,VAREJO,5.98
BATATA,NÃO INFORMADO,5521,RR,NORTE,2026,8,VAREJO,8.3
BATATA,NÃO INFORMADO,5521,TO,NORTE,2026,8,VAREJO,6.09
BATATA-DOCE,NÃO INFORMADO,9787,AC,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,0.41
BATATA-DOCE,NÃO INFORMADO,9787,AM,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,0.9
BATATA-DOCE,NÃO INFORMADO,9787,AC,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,0.4
BATATA-DOCE,NÃO INFORMADO,9787,AM,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,1.02
BATATA-DOCE,NÃO INFORMADO,9787,AC,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,0.4
BATATA-DOCE,NÃO INFORMADO,9787,AM,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,1.3
BATATA-DOCE,NÃO INFORMADO,9787,AC,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,0.4
BATATA-DOCE,NÃO INFORMADO,9787,AM,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,1.2
BATATA-DOCE,NÃO INFORMADO,9787,AC,NORTE,2026,1,PREÇO RECEBIDO P/ PRODUTOR,0.6
BATATA-DOCE,NÃO INFORMADO,9787,AM,NORTE,2026,1,PREÇO RECEBIDO P/ PRODUTOR,0.74
BATATA-DOCE,NÃO INFORMADO,9787,AC,NORTE,2026,2,PREÇO RECEBIDO P/ PRODUTOR,0.6
BATATA-DOCE,NÃO INFORMADO,9787,AM,NORTE,2026,2,PREÇO RECEBIDO P/ PRODUTOR,0.84
BATATA-DOCE,NÃO INFORMADO,9787,AC,NORTE,2026,3,PREÇO RECEBIDO P/ PRODUTOR,0.6
BATATA-DOCE,NÃO INFORMADO,9787,AM,NORTE,2026,3,PREÇO RECEBIDO P/ PRODUTOR,1.0
BATATA-DOCE,NÃO INFORMADO,9787,AC,NORTE,2026,4,PREÇO RECEBIDO P/ PRODUTOR,0.62
BATATA-DOCE,NÃO INFORMADO,9787,AM,NORTE,2026,4,PREÇO RECEBIDO P/ PRODUTOR,1.13
BATATA-DOCE,NÃO INFORMADO,9787,AC,NORTE,2026,5,PREÇO RECEBIDO P/ PRODUTOR,0.7
BATATA-DOCE,NÃO INFORMADO,9787,AM,NORTE,2026,5,PREÇO RECEBIDO P/ PRODUTOR,1.05
BATATA-DOCE,NÃO INFORMADO,9787,AC,NORTE,2026,6,PREÇO RECEBIDO P/ PRODUTOR,1.13
BATATA-DOCE,NÃO INFORMADO,9787,AM,NORTE,2026,6,PREÇO RECEBIDO P/ PRODUTOR,0.95
BATATA-DOCE,NÃO INFORMADO,9787,AC,NORTE,2026,7,PREÇO RECEBIDO P/ PRODUTOR,1.4
BATATA-DOCE,NÃO INFORMADO,9787,AM,NORTE,2026,7,PREÇO RECEBIDO P/ PRODUTOR,0.85
BATATA-DOCE,NÃO INFORMADO,9787,AC,NORTE,2026,8,PREÇO RECEBIDO P/ PRODUTOR,1.52
BATATA-DOCE,NÃO INFORMADO,9787,AM,NORTE,2026,8,PREÇO RECEBIDO P/ PRODUTOR,0.8
BAZUCA GRANELEIRA,12 TONELADAS,10549,TO,NORTE,2025,11,PREÇO PAGO PELO PRODUTOR,138000.0
BAZUCA GRANELEIRA,16.000 L,14032,TO,NORTE,2025,11,PREÇO PAGO PELO PRODUTOR,128500.0
BAZUCA GRANELEIRA,12 TONELADAS,10549,TO,NORTE,2026,2,PREÇO PAGO PELO PRODUTOR,138000.0
BAZUCA GRANELEIRA,16.000 L,14032,TO,NORTE,2026,3,PREÇO PAGO PELO PRODUTOR,125000.0
BAZUCA GRANELEIRA,12 TONELADAS,10549,TO,NORTE,2026,3,PREÇO PAGO PELO PRODUTOR,138000.0
BENEFICIAMENTO DO CAFE,NÃO INFORMADO,5439,RO,NORTE,2025,10,PREÇO PAGO PELO PRODUTOR,1.25
BENEFICIAMENTO DO CAFE,"SECAGEM, PILAGEM E T",12594,RO,NORTE,2025,10,PREÇO PAGO PELO PRODUTOR,1.42
BENEFICIAMENTO DO CAFE,NÃO INFORMADO,5439,RO,NORTE,2025,11,PREÇO PAGO PELO PRODUTOR,1.25
BENEFICIAMENTO DO CAFE,"SECAGEM, PILAGEM E T",12594,RO,NORTE,2025,11,PREÇO PAGO PELO PRODUTOR,1.42
BICA,COM SUPORTE,13148,AC,NORTE,2026,7,PREÇO PAGO PELO PRODUTOR,1.5
BIM + ALTERNE (KIT),NÃO INFORMADO,10672,TO,NORTE,2025,11,PREÇO PAGO PELO PRODUTOR,2138.0
BIM MAX,SC 200 + 160 G/L BEN,14059,TO,NORTE,2026,2,PREÇO PAGO PELO PRODUTOR,140.0
BIM MAX,SC 200 + 160 G/L BEN,14059,TO,NORTE,2026,3,PREÇO PAGO PELO PRODUTOR,140.0
BIOCROP 10,NÃO INFORMADO,14018,TO,NORTE,2025,11,PREÇO PAGO PELO PRODUTOR,170.0
BIOCROP 10,NÃO INFORMADO,14018,TO,NORTE,2026,3,PREÇO PAGO PELO PRODUTOR,173.4
BOI,GORDO,4193,PA,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,19.49
BOI,GORDO,4193,TO,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,19.11
BOI,GORDO,4193,PA,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,19.76
BOI,GORDO,4193,TO,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,19.16
BOI,GORDO,4193,PA,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,20.36
BOI,GORDO,4193,TO,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,19.84
BOI,GORDO,4193,PA,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,20.07
BOI,GORDO,4193,TO,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,19.87
BOI,GORDO,4193,PA,NORTE,2026,1,PREÇO RECEBIDO P/ PRODUTOR,20.28
BOI,GORDO,4193,TO,NORTE,2026,1,PREÇO RECEBIDO P/ PRODUTOR,19.75
BOI,GORDO,4193,PA,NORTE,2026,2,PREÇO RECEBIDO P/ PRODUTOR,21.0
BOI,GORDO,4193,TO,NORTE,2026,2,PREÇO RECEBIDO P/ PRODUTOR,20.4
BOI,GORDO,4193,PA,NORTE,2026,3,PREÇO RECEBIDO P/ PRODUTOR,21.69
BOI,GORDO,4193,TO,NORTE,2026,3,PREÇO RECEBIDO P/ PRODUTOR,21.39
BOI,GORDO,4193,PA,NORTE,2026,4,PREÇO RECEBIDO P/ PRODUTOR,23.25
BOI,GORDO,4193,TO,NORTE,2026,4,PREÇO RECEBIDO P/ PRODUTOR,22.51
BOI,GORDO,4193,PA,NORTE,2026,5,PREÇO RECEBIDO P/ PRODUTOR,22.97
BOI,GORDO,4193,TO,NORTE,2026,5,PREÇO RECEBIDO P/ PRODUTOR,22.23
BOI,GORDO,4193,PA,NORTE,2026,6,PREÇO RECEBIDO P/ PRODUTOR,23.03
BOI,GORDO,4193,TO,NORTE,2026,6,PREÇO RECEBIDO P/ PRODUTOR,21.97
BOI,GORDO,4193,PA,NORTE,2026,7,PREÇO RECEBIDO P/ PRODUTOR,21.57
BOI,GORDO,4193,TO,NORTE,2026,7,PREÇO RECEBIDO P/ PRODUTOR,21.05
BOI,GORDO,4193,PA,NORTE,2026,8,PREÇO RECEBIDO P/ PRODUTOR,22.75
BOI,GORDO,4193,TO,NORTE,2026,8,PREÇO RECEBIDO P/ PRODUTOR,22.03
BOMBONA,NÃO INFORMADO,7399,AM,NORTE,2026,7,PREÇO PAGO PELO PRODUTOR,191.0
BORO,NÃO INFORMADO,5784,PA,NORTE,2026,3,PREÇO PAGO PELO PRODUTOR,17.0
BORO AGRICHEM,NÃO INFORMADO,13977,TO,NORTE,2025,11,PREÇO PAGO PELO PRODUTOR,36.9
BORO AGRICHEM,NÃO INFORMADO,13977,TO,NORTE,2026,2,PREÇO PAGO PELO PRODUTOR,36.9
BORO AGRICHEM,NÃO INFORMADO,13977,TO,NORTE,2026,3,PREÇO PAGO PELO PRODUTOR,36.9
BORRACHA,CERNAMBI VIRGEM PREN,7931,AC,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,3.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,AM,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,5.76
BORRACHA,CERNAMBI VIRGEM PREN,7931,PA,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,3.06
BORRACHA,CERNAMBI VIRGEM PREN,7931,RO,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,3.88
BORRACHA,CERNAMBI VIRGEM PREN,7931,AC,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,3.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,AM,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,5.88
BORRACHA,CERNAMBI VIRGEM PREN,7931,PA,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,3.06
BORRACHA,CERNAMBI VIRGEM PREN,7931,RO,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,3.94
BORRACHA,CERNAMBI VIRGEM PREN,7931,AC,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,3.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,AM,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,5.94
BORRACHA,CERNAMBI VIRGEM PREN,7931,PA,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,3.06
BORRACHA,CERNAMBI VIRGEM PREN,7931,RO,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,4.33
BORRACHA,CERNAMBI VIRGEM PREN,7931,AC,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,3.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,AM,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,6.27
BORRACHA,CERNAMBI VIRGEM PREN,7931,PA,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,3.06
BORRACHA,CERNAMBI VIRGEM PREN,7931,RO,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,4.3
BORRACHA,CERNAMBI VIRGEM PREN,7931,AC,NORTE,2026,1,PREÇO RECEBIDO P/ PRODUTOR,3.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,AM,NORTE,2026,1,PREÇO RECEBIDO P/ PRODUTOR,6.16
BORRACHA,CERNAMBI VIRGEM PREN,7931,PA,NORTE,2026,1,PREÇO RECEBIDO P/ PRODUTOR,2.99
BORRACHA,CERNAMBI VIRGEM PREN,7931,RO,NORTE,2026,1,PREÇO RECEBIDO P/ PRODUTOR,4.23
BORRACHA,CERNAMBI VIRGEM PREN,7931,AC,NORTE,2026,2,PREÇO RECEBIDO P/ PRODUTOR,3.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,AM,NORTE,2026,2,PREÇO RECEBIDO P/ PRODUTOR,6.34
BORRACHA,CERNAMBI VIRGEM PREN,7931,PA,NORTE,2026,2,PREÇO RECEBIDO P/ PRODUTOR,2.99
BORRACHA,CERNAMBI VIRGEM PREN,7931,RO,NORTE,2026,2,PREÇO RECEBIDO P/ PRODUTOR,4.17
BORRACHA,CERNAMBI VIRGEM PREN,7931,AC,NORTE,2026,3,PREÇO RECEBIDO P/ PRODUTOR,3.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,AM,NORTE,2026,3,PREÇO RECEBIDO P/ PRODUTOR,5.56
BORRACHA,CERNAMBI VIRGEM PREN,7931,PA,NORTE,2026,3,PREÇO RECEBIDO P/ PRODUTOR,2.99
BORRACHA,CERNAMBI VIRGEM PREN,7931,RO,NORTE,2026,3,PREÇO RECEBIDO P/ PRODUTOR,4.19
BORRACHA,CERNAMBI VIRGEM PREN,7931,AC,NORTE,2026,4,PREÇO RECEBIDO P/ PRODUTOR,3.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,AM,NORTE,2026,4,PREÇO RECEBIDO P/ PRODUTOR,8.37
BORRACHA,CERNAMBI VIRGEM PREN,7931,PA,NORTE,2026,4,PREÇO RECEBIDO P/ PRODUTOR,2.99
BORRACHA,CERNAMBI VIRGEM PREN,7931,RO,NORTE,2026,4,PREÇO RECEBIDO P/ PRODUTOR,3.58
BORRACHA,CERNAMBI VIRGEM PREN,7931,AC,NORTE,2026,5,PREÇO RECEBIDO P/ PRODUTOR,3.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,AM,NORTE,2026,5,PREÇO RECEBIDO P/ PRODUTOR,8.08
BORRACHA,CERNAMBI VIRGEM PREN,7931,PA,NORTE,2026,5,PREÇO RECEBIDO P/ PRODUTOR,2.99
BORRACHA,CERNAMBI VIRGEM PREN,7931,RO,NORTE,2026,5,PREÇO RECEBIDO P/ PRODUTOR,3.49
BORRACHA,CERNAMBI VIRGEM PREN,7931,AC,NORTE,2026,6,PREÇO RECEBIDO P/ PRODUTOR,3.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,AM,NORTE,2026,6,PREÇO RECEBIDO P/ PRODUTOR,7.99
BORRACHA,CERNAMBI VIRGEM PREN,7931,PA,NORTE,2026,6,PREÇO RECEBIDO P/ PRODUTOR,2.99
BORRACHA,CERNAMBI VIRGEM PREN,7931,RO,NORTE,2026,6,PREÇO RECEBIDO P/ PRODUTOR,3.73
BORRACHA,CERNAMBI VIRGEM PREN,7931,AC,NORTE,2026,7,PREÇO RECEBIDO P/ PRODUTOR,3.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,AM,NORTE,2026,7,PREÇO RECEBIDO P/ PRODUTOR,8.6
BORRACHA,CERNAMBI VIRGEM PREN,7931,PA,NORTE,2026,7,PREÇO RECEBIDO P/ PRODUTOR,2.99
BORRACHA,CERNAMBI VIRGEM PREN,7931,RO,NORTE,2026,7,PREÇO RECEBIDO P/ PRODUTOR,4.64
BORRACHA,CERNAMBI VIRGEM PREN,7931,AC,NORTE,2026,8,PREÇO RECEBIDO P/ PRODUTOR,3.5
BORRACHA,CERNAMBI VIRGEM PREN,7931,AM,NORTE,2026,8,PREÇO RECEBIDO P/ PRODUTOR,7.0
BORRACHA,CERNAMBI VIRGEM PREN,7931,PA,NORTE,2026,8,PREÇO RECEBIDO P/ PRODUTOR,2.99
BORRACHA,CERNAMBI VIRGEM PREN,7931,RO,NORTE,2026,8,PREÇO RECEBIDO P/ PRODUTOR,8.72
BORRACHA NATURAL,DRC 60%,14156,TO,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,5.7
BORRACHA NATURAL,DRC 60%,14156,TO,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,5.7
BORRACHA NATURAL,DRC 60%,14156,TO,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,5.39
BORRACHA NATURAL,DRC 60%,14156,TO,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,5.07
BORRACHA NATURAL,DRC 60%,14156,TO,NORTE,2026,1,PREÇO RECEBIDO P/ PRODUTOR,5.07
BORRACHA NATURAL,DRC 60%,14156,TO,NORTE,2026,2,PREÇO RECEBIDO P/ PRODUTOR,4.7
BORRACHA NATURAL,DRC 60%,14156,TO,NORTE,2026,3,PREÇO RECEBIDO P/ PRODUTOR,4.7
BORRACHA NATURAL,DRC 60%,14156,TO,NORTE,2026,4,PREÇO RECEBIDO P/ PRODUTOR,4.7
BORRACHA NATURAL,DRC 60%,14156,TO,NORTE,2026,5,PREÇO RECEBIDO P/ PRODUTOR,4.7
BORRACHA NATURAL,DRC 60%,14156,TO,NORTE,2026,6,PREÇO RECEBIDO P/ PRODUTOR,4.77
BORRACHA NATURAL,DRC 60%,14156,TO,NORTE,2026,7,PREÇO RECEBIDO P/ PRODUTOR,4.96
BORRACHA NATURAL,DRC 60%,14156,TO,NORTE,2026,8,PREÇO RECEBIDO P/ PRODUTOR,4.98
BOTA,SETE LÉGUAS,11612,PA,NORTE,2026,3,PREÇO PAGO PELO PRODUTOR,
BOTA,SETE LÉGUAS,11612,AC,NORTE,2026,7,PREÇO PAGO PELO PRODUTOR,75.0
BOTA,SETE LÉGUAS,11612,AC,NORTE,2026,7,PREÇO PAGO PELO PRODUTOR,
BOTA,SETE LÉGUAS,11612,AM,NORTE,2026,7,PREÇO PAGO PELO PRODUTOR,66.33
BOTA,SETE LÉGUAS,11612,AM,NORTE,2026,7,PREÇO PAGO PELO PRODUTOR,
BOTA,SETE LÉGUAS,11612,PA,NORTE,2026,7,PREÇO PAGO PELO PRODUTOR,80.0
BOTA,COURO BRACOL,13890,PA,NORTE,2026,7,PREÇO PAGO PELO PRODUTOR,
BOTA,DE CANO LONGO,12414,PA,NORTE,2026,7,PREÇO PAGO PELO PRODUTOR,80.0
BOTA,SETE LÉGUAS,11612,PA,NORTE,2026,7,PREÇO PAGO PELO PRODUTOR,
BOTIJAO DE GAS 13 KG,NÃO INFORMADO,8021,AM,NORTE,2026,7,PREÇO PAGO PELO PRODUTOR,163.0
BOTINA,NÃO INFORMADO,12285,PA,NORTE,2026,7,PREÇO PAGO PELO PRODUTOR,
BOVINO / EQUINO / MUARES,NÃO INFORMADO,5899,AC,NORTE,2026,7,PREÇO PAGO PELO PRODUTOR,0.45
BURITI,FRUTO,11117,AC,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,0.91
BURITI,FRUTO,11117,AM,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,1.44
BURITI,FRUTO,11117,PA,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,1.1
BURITI,FRUTO,11117,RR,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,1.63
BURITI,FRUTO,11117,AC,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,0.91
BURITI,FRUTO,11117,AM,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,1.45
BURITI,FRUTO,11117,PA,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,1.1
BURITI,FRUTO,11117,RR,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,1.65
BURITI,FRUTO,11117,AC,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,0.91
BURITI,FRUTO,11117,AM,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,1.54
BURITI,FRUTO,11117,PA,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,1.1
BURITI,FRUTO,11117,RR,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,1.65
BURITI,FRUTO,11117,AC,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,0.85
BURITI,FRUTO,11117,AM,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,1.53
BURITI,FRUTO,11117,PA,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,1.13
BURITI,FRUTO,11117,RR,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,1.65
BURITI,FRUTO,11117,AC,NORTE,2026,1,PREÇO RECEBIDO P/ PRODUTOR,0.7
BURITI,FRUTO,11117,AM,NORTE,2026,1,PREÇO RECEBIDO P/ PRODUTOR,2.31
BURITI,FRUTO,11117,PA,NORTE,2026,1,PREÇO RECEBIDO P/ PRODUTOR,1.16
BURITI,FRUTO,11117,RR,NORTE,2026,1,PREÇO RECEBIDO P/ PRODUTOR,1.6
BURITI,FRUTO,11117,AC,NORTE,2026,2,PREÇO RECEBIDO P/ PRODUTOR,0.7
BURITI,FRUTO,11117,AM,NORTE,2026,2,PREÇO RECEBIDO P/ PRODUTOR,3.15
BURITI,FRUTO,11117,PA,NORTE,2026,2,PREÇO RECEBIDO P/ PRODUTOR,1.3
BURITI,FRUTO,11117,RR,NORTE,2026,2,PREÇO RECEBIDO P/ PRODUTOR,1.7
BURITI,FRUTO,11117,AC,NORTE,2026,3,PREÇO RECEBIDO P/ PRODUTOR,0.7
BURITI,FRUTO,11117,AM,NORTE,2026,3,PREÇO RECEBIDO P/ PRODUTOR,3.15
BURITI,FRUTO,11117,PA,NORTE,2026,3,PREÇO RECEBIDO P/ PRODUTOR,1.38
BURITI,FRUTO,11117,RR,NORTE,2026,3,PREÇO RECEBIDO P/ PRODUTOR,1.89
BURITI,FRUTO,11117,AC,NORTE,2026,4,PREÇO RECEBIDO P/ PRODUTOR,0.7
BURITI,FRUTO,11117,AM,NORTE,2026,4,PREÇO RECEBIDO P/ PRODUTOR,2.66
BURITI,FRUTO,11117,PA,NORTE,2026,4,PREÇO RECEBIDO P/ PRODUTOR,1.53
BURITI,FRUTO,11117,RR,NORTE,2026,4,PREÇO RECEBIDO P/ PRODUTOR,1.88
BURITI,FRUTO,11117,AC,NORTE,2026,5,PREÇO RECEBIDO P/ PRODUTOR,0.7
BURITI,FRUTO,11117,AM,NORTE,2026,5,PREÇO RECEBIDO P/ PRODUTOR,2.69
BURITI,FRUTO,11117,PA,NORTE,2026,5,PREÇO RECEBIDO P/ PRODUTOR,1.64
BURITI,FRUTO,11117,RR,NORTE,2026,5,PREÇO RECEBIDO P/ PRODUTOR,2.03
BURITI,FRUTO,11117,AM,NORTE,2026,6,PREÇO RECEBIDO P/ PRODUTOR,2.68
BURITI,FRUTO,11117,PA,NORTE,2026,6,PREÇO RECEBIDO P/ PRODUTOR,1.76
BURITI,FRUTO,11117,RR,NORTE,2026,6,PREÇO RECEBIDO P/ PRODUTOR,2.09
BURITI,FRUTO,11117,AM,NORTE,2026,7,PREÇO RECEBIDO P/ PRODUTOR,2.66
BURITI,FRUTO,11117,PA,NORTE,2026,7,PREÇO RECEBIDO P/ PRODUTOR,1.5
