produto,classificao_produto,id_produto,uf,regiao,ano,mes,dsc_nivel_comercializacao,valor_produto_kg
FEIJAO,COMUM CORES TIPO 1,8779,RR,NORTE,2025,9,VAREJO,6.94
FEIJAO,COMUM CORES TIPO 1,8779,RR,NORTE,2025,9,ATACADO,8.09
FEIJAO,COMUM CORES,8778,TO,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,3.17
FEIJAO,CAUPI,8629,TO,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,2.5
FEIJAO,COMUM PRETO TIPO 1,8781,TO,NORTE,2025,9,ATACADO,6.26
FEIJAO,CAUPI TIPO 1,8786,TO,NORTE,2025,9,ATACADO,6.89
FEIJAO,COMUM CORES TIPO 1,8779,TO,NORTE,2025,9,ATACADO,6.14
FEIJAO,COMUM CORES TIPO 1,8779,TO,NORTE,2025,9,VAREJO,7.78
FEIJAO,COMUM CORES TIPO 1,8779,AC,NORTE,2025,10,VAREJO,6.59
FEIJAO,COMUM CORES TIPO 1,8779,AC,NORTE,2025,10,ATACADO,6.3
FEIJAO,COMUM CORES,8778,AC,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,5.7
FEIJAO,COMUM CORES TIPO 1,8779,AM,NORTE,2025,10,ATACADO,5.63
FEIJAO,COMUM PRETO TIPO 1,8781,AM,NORTE,2025,10,ATACADO,6.19
FEIJAO,CAUPI TIPO 1,8786,AM,NORTE,2025,10,ATACADO,6.49
FEIJAO,COMUM CORES TIPO 1,8779,AM,NORTE,2025,10,VAREJO,6.35
FEIJAO,COMUM CORES TIPO 1,8779,AP,NORTE,2025,10,VAREJO,6.16
FEIJAO,CAUPI,8629,AP,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,1.94
FEIJAO,COMUM CORES TIPO 1,8779,AP,NORTE,2025,10,ATACADO,5.08
FEIJAO,COMUM CORES TIPO 1,8779,PA,NORTE,2025,10,VAREJO,5.37
FEIJAO,CAUPI TIPO 1,8786,PA,NORTE,2025,10,ATACADO,5.72
FEIJAO,COMUM CORES TIPO 1,8779,PA,NORTE,2025,10,ATACADO,4.82
FEIJAO,COMUM PRETO TIPO 1,8781,PA,NORTE,2025,10,ATACADO,5.44
FEIJAO,CAUPI,8629,PA,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,4.85
FEIJAO,COMUM CORES TIPO 1,8779,RO,NORTE,2025,10,ATACADO,4.16
FEIJAO,COMUM CORES TIPO 1,8779,RO,NORTE,2025,10,VAREJO,5.91
FEIJAO,COMUM PRETO TIPO 1,8781,RO,NORTE,2025,10,ATACADO,5.34
FEIJAO,COMUM CORES TIPO 1,8779,RR,NORTE,2025,10,VAREJO,6.85
FEIJAO,COMUM CORES TIPO 1,8779,RR,NORTE,2025,10,ATACADO,8.03
FEIJAO,CAUPI TIPO 1,8786,TO,NORTE,2025,10,ATACADO,6.89
FEIJAO,CAUPI,8629,TO,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,2.32
FEIJAO,COMUM PRETO TIPO 1,8781,TO,NORTE,2025,10,ATACADO,6.22
FEIJAO,COMUM CORES TIPO 1,8779,TO,NORTE,2025,10,VAREJO,7.78
FEIJAO,COMUM CORES TIPO 1,8779,TO,NORTE,2025,10,ATACADO,6.22
FEIJAO,COMUM CORES,8778,TO,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,3.02
FEIJAO,COMUM CORES TIPO 1,8779,AC,NORTE,2025,11,ATACADO,6.3
FEIJAO,COMUM CORES TIPO 1,8779,AC,NORTE,2025,11,VAREJO,6.6
FEIJAO,COMUM CORES,8778,AC,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,5.71
FEIJAO,COMUM CORES TIPO 1,8779,AM,NORTE,2025,11,VAREJO,6.55
FEIJAO,CAUPI TIPO 1,8786,AM,NORTE,2025,11,ATACADO,5.85
FEIJAO,COMUM PRETO TIPO 1,8781,AM,NORTE,2025,11,ATACADO,6.27
FEIJAO,COMUM CORES TIPO 1,8779,AM,NORTE,2025,11,ATACADO,5.72
FEIJAO,COMUM CORES TIPO 1,8779,AP,NORTE,2025,11,VAREJO,5.79
FEIJAO,CAUPI,8629,AP,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,1.97
FEIJAO,COMUM CORES TIPO 1,8779,AP,NORTE,2025,11,ATACADO,5.02
FEIJAO,CAUPI TIPO 1,8786,PA,NORTE,2025,11,ATACADO,5.46
FEIJAO,COMUM PRETO TIPO 1,8781,PA,NORTE,2025,11,ATACADO,5.31
FEIJAO,CAUPI,8629,PA,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,5.03
FEIJAO,COMUM CORES TIPO 1,8779,PA,NORTE,2025,11,ATACADO,4.94
FEIJAO,COMUM CORES TIPO 1,8779,PA,NORTE,2025,11,VAREJO,5.3
FEIJAO,COMUM CORES TIPO 1,8779,RO,NORTE,2025,11,VAREJO,5.89
FEIJAO,COMUM CORES TIPO 1,8779,RO,NORTE,2025,11,ATACADO,4.18
FEIJAO,COMUM PRETO TIPO 1,8781,RO,NORTE,2025,11,ATACADO,4.52
FEIJAO,COMUM CORES TIPO 1,8779,RR,NORTE,2025,11,VAREJO,7.0
FEIJAO,COMUM CORES TIPO 1,8779,RR,NORTE,2025,11,ATACADO,8.11
FEIJAO,COMUM CORES TIPO 1,8779,TO,NORTE,2025,11,ATACADO,6.47
FEIJAO,CAUPI,8629,TO,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,2.25
FEIJAO,CAUPI TIPO 1,8786,TO,NORTE,2025,11,ATACADO,6.94
FEIJAO,COMUM PRETO TIPO 1,8781,TO,NORTE,2025,11,ATACADO,5.89
FEIJAO,COMUM CORES TIPO 1,8779,TO,NORTE,2025,11,VAREJO,7.75
FEIJAO,COMUM CORES,8778,TO,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,3.0
FEIJAO,COMUM CORES TIPO 1,8779,AC,NORTE,2025,12,VAREJO,6.54
FEIJAO,COMUM CORES TIPO 1,8779,AC,NORTE,2025,12,ATACADO,5.45
FEIJAO,COMUM CORES,8778,AC,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,5.71
FEIJAO,COMUM PRETO TIPO 1,8781,AM,NORTE,2025,12,ATACADO,6.01
FEIJAO,COMUM CORES TIPO 1,8779,AM,NORTE,2025,12,VAREJO,6.82
FEIJAO,COMUM CORES TIPO 1,8779,AM,NORTE,2025,12,ATACADO,5.98
FEIJAO,CAUPI TIPO 1,8786,AM,NORTE,2025,12,ATACADO,5.8
FEIJAO,COMUM CORES TIPO 1,8779,AP,NORTE,2025,12,ATACADO,5.18
FEIJAO,COMUM CORES TIPO 1,8779,AP,NORTE,2025,12,VAREJO,5.79
FEIJAO,CAUPI,8629,AP,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,1.88
FEIJAO,CAUPI TIPO 1,8786,PA,NORTE,2025,12,ATACADO,5.06
FEIJAO,CAUPI,8629,PA,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,4.5
FEIJAO,COMUM CORES TIPO 1,8779,PA,NORTE,2025,12,VAREJO,5.5
FEIJAO,COMUM PRETO TIPO 1,8781,PA,NORTE,2025,12,ATACADO,5.05
FEIJAO,COMUM CORES TIPO 1,8779,PA,NORTE,2025,12,ATACADO,5.26
FEIJAO,COMUM CORES TIPO 1,8779,RO,NORTE,2025,12,ATACADO,4.92
FEIJAO,COMUM CORES TIPO 1,8779,RO,NORTE,2025,12,VAREJO,5.87
FEIJAO,COMUM PRETO TIPO 1,8781,RO,NORTE,2025,12,ATACADO,5.44
FEIJAO,COMUM CORES TIPO 1,8779,RR,NORTE,2025,12,ATACADO,8.15
FEIJAO,COMUM CORES TIPO 1,8779,RR,NORTE,2025,12,VAREJO,7.09
FEIJAO,COMUM CORES TIPO 1,8779,TO,NORTE,2025,12,ATACADO,6.32
FEIJAO,COMUM CORES TIPO 1,8779,TO,NORTE,2025,12,VAREJO,7.7
FEIJAO,CAUPI TIPO 1,8786,TO,NORTE,2025,12,ATACADO,6.99
FEIJAO,COMUM PRETO TIPO 1,8781,TO,NORTE,2025,12,ATACADO,5.64
FEIJAO,CAUPI,8629,TO,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,2.25
FEIJAO,COMUM CORES,8778,TO,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,3.0
FEIJAO,COMUM CORES,8778,AC,NORTE,2026,1,PREÇO RECEBIDO P/ PRODUTOR,10.0
FEIJAO,COMUM CORES TIPO 1,8779,AC,NORTE,2026,1,VAREJO,6.31
FEIJAO,COMUM CORES TIPO 1,8779,AM,NORTE,2026,1,VAREJO,6.72
FEIJAO,CAUPI,8629,AP,NORTE,2026,1,PREÇO RECEBIDO P/ PRODUTOR,2.0
FEIJAO,COMUM CORES TIPO 1,8779,AP,NORTE,2026,1,VAREJO,5.76
FEIJAO,COMUM CORES TIPO 1,8779,PA,NORTE,2026,1,VAREJO,5.69
FEIJAO,CAUPI,8629,PA,NORTE,2026,1,PREÇO RECEBIDO P/ PRODUTOR,4.62
FEIJAO,COMUM CORES,8778,RO,NORTE,2026,1,PREÇO RECEBIDO P/ PRODUTOR,5.0
FEIJAO,COMUM CORES TIPO 1,8779,RO,NORTE,2026,1,VAREJO,5.73
FEIJAO,CAUPI,8629,RR,NORTE,2026,1,PREÇO RECEBIDO P/ PRODUTOR,8.37
FEIJAO,COMUM CORES TIPO 1,8779,RR,NORTE,2026,1,VAREJO,7.06
FEIJAO,COMUM CORES,8778,TO,NORTE,2026,1,PREÇO RECEBIDO P/ PRODUTOR,3.17
FEIJAO,CAUPI,8629,TO,NORTE,2026,1,PREÇO RECEBIDO P/ PRODUTOR,2.29
FEIJAO,COMUM CORES TIPO 1,8779,TO,NORTE,2026,1,VAREJO,7.57
FEIJAO,COMUM CORES TIPO 1,8779,AC,NORTE,2026,2,VAREJO,6.47
FEIJAO,COMUM CORES,8778,AC,NORTE,2026,2,PREÇO RECEBIDO P/ PRODUTOR,10.0
FEIJAO,COMUM CORES TIPO 1,8779,AM,NORTE,2026,2,VAREJO,6.84
FEIJAO,COMUM CORES TIPO 1,8779,AP,NORTE,2026,2,VAREJO,5.91
FEIJAO,CAUPI,8629,AP,NORTE,2026,2,PREÇO RECEBIDO P/ PRODUTOR,2.0
FEIJAO,COMUM CORES TIPO 1,8779,PA,NORTE,2026,2,VAREJO,6.75
FEIJAO,CAUPI,8629,PA,NORTE,2026,2,PREÇO RECEBIDO P/ PRODUTOR,4.5
FEIJAO,COMUM CORES,8778,RO,NORTE,2026,2,PREÇO RECEBIDO P/ PRODUTOR,5.21
FEIJAO,COMUM CORES TIPO 1,8779,RO,NORTE,2026,2,VAREJO,6.46
FEIJAO,CAUPI,8629,RR,NORTE,2026,2,PREÇO RECEBIDO P/ PRODUTOR,5.67
FEIJAO,COMUM CORES TIPO 1,8779,RR,NORTE,2026,2,VAREJO,6.89
FEIJAO,CAUPI,8629,TO,NORTE,2026,2,PREÇO RECEBIDO P/ PRODUTOR,2.42
FEIJAO,COMUM CORES,8778,TO,NORTE,2026,2,PREÇO RECEBIDO P/ PRODUTOR,3.17
FEIJAO,COMUM CORES TIPO 1,8779,TO,NORTE,2026,2,VAREJO,7.74
FEIJAO,COMUM CORES,8778,AC,NORTE,2026,3,PREÇO RECEBIDO P/ PRODUTOR,10.0
FEIJAO,COMUM CORES TIPO 1,8779,AC,NORTE,2026,3,VAREJO,7.13
FEIJAO,COMUM CORES TIPO 1,8779,AM,NORTE,2026,3,VAREJO,7.22
FEIJAO,CAUPI,8629,AP,NORTE,2026,3,PREÇO RECEBIDO P/ PRODUTOR,2.0
FEIJAO,COMUM CORES TIPO 1,8779,AP,NORTE,2026,3,VAREJO,6.02
FEIJAO,CAUPI,8629,PA,NORTE,2026,3,PREÇO RECEBIDO P/ PRODUTOR,4.96
FEIJAO,COMUM CORES TIPO 1,8779,PA,NORTE,2026,3,VAREJO,8.2
FEIJAO,COMUM CORES TIPO 1,8779,RO,NORTE,2026,3,VAREJO,7.41
FEIJAO,COMUM CORES,8778,RO,NORTE,2026,3,PREÇO RECEBIDO P/ PRODUTOR,5.63
FEIJAO,CAUPI,8629,RR,NORTE,2026,3,PREÇO RECEBIDO P/ PRODUTOR,5.23
FEIJAO,COMUM CORES TIPO 1,8779,RR,NORTE,2026,3,VAREJO,7.36
FEIJAO,COMUM CORES,8778,TO,NORTE,2026,3,PREÇO RECEBIDO P/ PRODUTOR,3.25
FEIJAO,CAUPI,8629,TO,NORTE,2026,3,PREÇO RECEBIDO P/ PRODUTOR,2.44
FEIJAO,COMUM CORES TIPO 1,8779,TO,NORTE,2026,3,VAREJO,8.12
FEIJAO,COMUM CORES TIPO 1,8779,AC,NORTE,2026,4,VAREJO,7.94
FEIJAO,COMUM CORES,8778,AC,NORTE,2026,4,PREÇO RECEBIDO P/ PRODUTOR,10.0
FEIJAO,COMUM CORES TIPO 1,8779,AM,NORTE,2026,4,VAREJO,7.36
FEIJAO,COMUM CORES TIPO 1,8779,AP,NORTE,2026,4,VAREJO,6.6
FEIJAO,CAUPI,8629,AP,NORTE,2026,4,PREÇO RECEBIDO P/ PRODUTOR,2.05
FEIJAO,COMUM CORES TIPO 1,8779,PA,NORTE,2026,4,VAREJO,8.52
FEIJAO,CAUPI,8629,PA,NORTE,2026,4,PREÇO RECEBIDO P/ PRODUTOR,6.01
FEIJAO,COMUM CORES,8778,RO,NORTE,2026,4,PREÇO RECEBIDO P/ PRODUTOR,5.34
FEIJAO,COMUM CORES TIPO 1,8779,RO,NORTE,2026,4,VAREJO,7.68
FEIJAO,CAUPI,8629,RR,NORTE,2026,4,PREÇO RECEBIDO P/ PRODUTOR,5.07
FEIJAO,COMUM CORES TIPO 1,8779,RR,NORTE,2026,4,VAREJO,7.8
FEIJAO,COMUM CORES,8778,TO,NORTE,2026,4,PREÇO RECEBIDO P/ PRODUTOR,3.5
FEIJAO,CAUPI,8629,TO,NORTE,2026,4,PREÇO RECEBIDO P/ PRODUTOR,2.5
FEIJAO,COMUM CORES TIPO 1,8779,TO,NORTE,2026,4,VAREJO,9.57
FEIJAO,COMUM CORES,8778,AC,NORTE,2026,5,PREÇO RECEBIDO P/ PRODUTOR,10.93
FEIJAO,COMUM CORES TIPO 1,8779,AC,NORTE,2026,5,VAREJO,8.2
FEIJAO,COMUM CORES TIPO 1,8779,AM,NORTE,2026,5,VAREJO,7.77
FEIJAO,CAUPI,8629,AP,NORTE,2026,5,PREÇO RECEBIDO P/ PRODUTOR,2.05
FEIJAO,COMUM CORES TIPO 1,8779,AP,NORTE,2026,5,VAREJO,8.67
FEIJAO,CAUPI,8629,PA,NORTE,2026,5,PREÇO RECEBIDO P/ PRODUTOR,4.98
FEIJAO,COMUM CORES TIPO 1,8779,PA,NORTE,2026,5,VAREJO,8.65
FEIJAO,COMUM CORES,8778,RO,NORTE,2026,5,PREÇO RECEBIDO P/ PRODUTOR,6.19
FEIJAO,COMUM CORES TIPO 1,8779,RO,NORTE,2026,5,VAREJO,8.02
FEIJAO,CAUPI,8629,RR,NORTE,2026,5,PREÇO RECEBIDO P/ PRODUTOR,5.11
FEIJAO,COMUM CORES TIPO 1,8779,RR,NORTE,2026,5,VAREJO,8.31
FEIJAO,COMUM CORES,8778,TO,NORTE,2026,5,PREÇO RECEBIDO P/ PRODUTOR,3.52
FEIJAO,CAUPI,8629,TO,NORTE,2026,5,PREÇO RECEBIDO P/ PRODUTOR,2.5
FEIJAO,COMUM CORES TIPO 1,8779,TO,NORTE,2026,5,VAREJO,9.85
FEIJAO,COMUM CORES,8778,AC,NORTE,2026,6,PREÇO RECEBIDO P/ PRODUTOR,11.0
FEIJAO,COMUM CORES TIPO 1,8779,AC,NORTE,2026,6,VAREJO,8.61
FEIJAO,COMUM CORES TIPO 1,8779,AM,NORTE,2026,6,VAREJO,9.24
FEIJAO,COMUM CORES TIPO 1,8779,AP,NORTE,2026,6,VAREJO,9.05
FEIJAO,CAUPI,8629,PA,NORTE,2026,6,PREÇO RECEBIDO P/ PRODUTOR,4.73
FEIJAO,COMUM CORES TIPO 1,8779,PA,NORTE,2026,6,VAREJO,9.17
FEIJAO,COMUM CORES TIPO 1,8779,RO,NORTE,2026,6,VAREJO,8.85
FEIJAO,COMUM CORES,8778,RO,NORTE,2026,6,PREÇO RECEBIDO P/ PRODUTOR,9.58
FEIJAO,COMUM CORES TIPO 1,8779,RR,NORTE,2026,6,VAREJO,8.96
FEIJAO,CAUPI,8629,RR,NORTE,2026,6,PREÇO RECEBIDO P/ PRODUTOR,4.73
FEIJAO,COMUM CORES TIPO 1,8779,TO,NORTE,2026,6,VAREJO,11.66
FEIJAO,CAUPI,8629,TO,NORTE,2026,6,PREÇO RECEBIDO P/ PRODUTOR,2.5
FEIJAO,COMUM CORES,8778,TO,NORTE,2026,6,PREÇO RECEBIDO P/ PRODUTOR,3.58
FEIJAO,COMUM CORES TIPO 1,8779,AC,NORTE,2026,7,VAREJO,8.9
FEIJAO,COMUM CORES,8778,AC,NORTE,2026,7,PREÇO RECEBIDO P/ PRODUTOR,11.13
FEIJAO,COMUM CORES TIPO 1,8779,AM,NORTE,2026,7,VAREJO,9.63
FEIJAO,COMUM CORES TIPO 1,8779,AP,NORTE,2026,7,VAREJO,9.2
FEIJAO,COMUM CORES TIPO 1,8779,PA,NORTE,2026,7,VAREJO,8.9
FEIJAO,CAUPI,8629,PA,NORTE,2026,7,PREÇO RECEBIDO P/ PRODUTOR,4.82
FEIJAO,COMUM CORES TIPO 1,8779,RO,NORTE,2026,7,VAREJO,8.87
FEIJAO,COMUM CORES,8778,RO,NORTE,2026,7,PREÇO RECEBIDO P/ PRODUTOR,10.0
FEIJAO,CAUPI,8629,RR,NORTE,2026,7,PREÇO RECEBIDO P/ PRODUTOR,5.17
FEIJAO,COMUM CORES TIPO 1,8779,RR,NORTE,2026,7,VAREJO,9.43
FEIJAO,COMUM CORES,8778,TO,NORTE,2026,7,PREÇO RECEBIDO P/ PRODUTOR,3.64
FEIJAO,CAUPI,8629,TO,NORTE,2026,7,PREÇO RECEBIDO P/ PRODUTOR,2.5
FEIJAO,COMUM CORES TIPO 1,8779,TO,NORTE,2026,7,VAREJO,12.3
FEIJAO,COMUM CORES,8778,AC,NORTE,2026,8,PREÇO RECEBIDO P/ PRODUTOR,12.0
FEIJAO,COMUM CORES TIPO 1,8779,AC,NORTE,2026,8,VAREJO,8.85
FEIJAO,COMUM CORES TIPO 1,8779,AM,NORTE,2026,8,VAREJO,8.93
FEIJAO,COMUM CORES TIPO 1,8779,AP,NORTE,2026,8,VAREJO,9.22
FEIJAO,COMUM CORES TIPO 1,8779,PA,NORTE,2026,8,VAREJO,8.66
FEIJAO,CAUPI,8629,PA,NORTE,2026,8,PREÇO RECEBIDO P/ PRODUTOR,5.28
FEIJAO,COMUM CORES TIPO 1,8779,RO,NORTE,2026,8,VAREJO,8.47
FEIJAO,COMUM CORES,8778,RO,NORTE,2026,8,PREÇO RECEBIDO P/ PRODUTOR,10.0
FEIJAO,CAUPI,8629,RR,NORTE,2026,8,PREÇO RECEBIDO P/ PRODUTOR,6.89
FEIJAO,COMUM CORES TIPO 1,8779,RR,NORTE,2026,8,VAREJO,9.52
FEIJAO,CAUPI,8629,TO,NORTE,2026,8,PREÇO RECEBIDO P/ PRODUTOR,2.5
FEIJAO,COMUM CORES,8778,TO,NORTE,2026,8,PREÇO RECEBIDO P/ PRODUTOR,3.67
FEIJAO,COMUM CORES TIPO 1,8779,TO,NORTE,2026,8,VAREJO,11.76
FERTILIZANTE FOLIAR,SANFOL AMICUL,12591,RO,NORTE,2025,10,PREÇO PAGO PELO PRODUTOR,90.0
FERTILIZANTE FOLIAR,VITTASPRAY,15439,RO,NORTE,2025,10,PREÇO PAGO PELO PRODUTOR,110.0
FERTILIZANTE FOLIAR,SANFOL AMICUL,12591,RO,NORTE,2025,11,PREÇO PAGO PELO PRODUTOR,90.0
FERTILIZANTE FOLIAR,VITTASPRAY,15439,RO,NORTE,2025,11,PREÇO PAGO PELO PRODUTOR,110.0
FERTILIZANTE FOLIAR,PRIME CITRUS AGRIPON,14030,TO,NORTE,2025,11,PREÇO PAGO PELO PRODUTOR,56.8
FERTILIZANTE FOLIAR,NPK,15507,TO,NORTE,2026,2,PREÇO PAGO PELO PRODUTOR,2.56
FERTILIZANTE FOLIAR,PRIME CITRUS AGRIPON,14030,TO,NORTE,2026,3,PREÇO PAGO PELO PRODUTOR,47.5
FITA CINTA,PLÁSTICA 16 MM - 2.0,15378,AM,NORTE,2026,7,PREÇO PAGO PELO PRODUTOR,320.0
FLOCOS DE MILHO,FLOCÃO,11241,AC,NORTE,2025,9,ATACADO,3.09
FLOCOS DE MILHO,FLOCÃO,11241,AM,NORTE,2025,9,ATACADO,3.9
FLOCOS DE MILHO,PRE-COZIDO,5390,PA,NORTE,2025,9,ATACADO,3.83
FLOCOS DE MILHO,PRE-COZIDO,5390,RO,NORTE,2025,9,ATACADO,4.71
FLOCOS DE MILHO,PRE-COZIDO,5390,RR,NORTE,2025,9,ATACADO,4.9
FLOCOS DE MILHO,FLOCÃO,11241,RR,NORTE,2025,9,ATACADO,6.18
FLOCOS DE MILHO,PRE-COZIDO,5390,TO,NORTE,2025,9,ATACADO,11.98
FLOCOS DE MILHO,FLOCÃO,11241,AC,NORTE,2025,10,ATACADO,3.03
FLOCOS DE MILHO,FLOCÃO,11241,AM,NORTE,2025,10,ATACADO,4.27
FLOCOS DE MILHO,PRE-COZIDO,5390,PA,NORTE,2025,10,ATACADO,3.48
FLOCOS DE MILHO,PRE-COZIDO,5390,RO,NORTE,2025,10,ATACADO,4.71
FLOCOS DE MILHO,PRE-COZIDO,5390,RR,NORTE,2025,10,ATACADO,4.72
FLOCOS DE MILHO,FLOCÃO,11241,RR,NORTE,2025,10,ATACADO,6.04
FLOCOS DE MILHO,PRE-COZIDO,5390,TO,NORTE,2025,10,ATACADO,11.9
FLOCOS DE MILHO,FLOCÃO,11241,AC,NORTE,2025,11,ATACADO,3.03
FLOCOS DE MILHO,FLOCÃO,11241,AM,NORTE,2025,11,ATACADO,3.85
FLOCOS DE MILHO,PRE-COZIDO,5390,PA,NORTE,2025,11,ATACADO,3.73
FLOCOS DE MILHO,PRE-COZIDO,5390,RO,NORTE,2025,11,ATACADO,4.56
FLOCOS DE MILHO,PRE-COZIDO,5390,RR,NORTE,2025,11,ATACADO,4.18
FLOCOS DE MILHO,FLOCÃO,11241,RR,NORTE,2025,11,ATACADO,6.3
FLOCOS DE MILHO,PRE-COZIDO,5390,TO,NORTE,2025,11,ATACADO,11.9
FLOCOS DE MILHO,FLOCÃO,11241,AC,NORTE,2025,12,ATACADO,2.82
FLOCOS DE MILHO,FLOCÃO,11241,AM,NORTE,2025,12,ATACADO,3.66
FLOCOS DE MILHO,PRE-COZIDO,5390,PA,NORTE,2025,12,ATACADO,4.09
FLOCOS DE MILHO,PRE-COZIDO,5390,RO,NORTE,2025,12,ATACADO,5.11
FLOCOS DE MILHO,PRE-COZIDO,5390,RR,NORTE,2025,12,ATACADO,4.2
FLOCOS DE MILHO,FLOCÃO,11241,RR,NORTE,2025,12,ATACADO,6.3
FLOCOS DE MILHO,PRE-COZIDO,5390,TO,NORTE,2025,12,ATACADO,11.9
FLUIL  BPH - REDUTOR DE P,NÃO INFORMADO,14817,TO,NORTE,2026,2,PREÇO PAGO PELO PRODUTOR,66.0
FLUIL  BPH - REDUTOR DE P,NÃO INFORMADO,14817,TO,NORTE,2026,3,PREÇO PAGO PELO PRODUTOR,66.0
FOICE,NÃO INFORMADO,10650,AC,NORTE,2026,7,PREÇO PAGO PELO PRODUTOR,90.0
FORQUILHA,NÃO INFORMADO,13914,AM,NORTE,2026,3,PREÇO PAGO PELO PRODUTOR,6.1
FUBA DE MILHO,COMUM AMARELO,13334,AC,NORTE,2025,9,ATACADO,6.32
FUBA DE MILHO,COMUM AMARELO,13334,AM,NORTE,2025,9,ATACADO,11.2
FUBA DE MILHO,COMUM MIMOSO,5391,AP,NORTE,2025,9,ATACADO,4.79
FUBA DE MILHO,COMUM AMARELO,13334,PA,NORTE,2025,9,ATACADO,6.39
FUBA DE MILHO,COMUM MIMOSO,5391,RO,NORTE,2025,9,ATACADO,3.66
FUBA DE MILHO,COMUM MIMOSO,5391,TO,NORTE,2025,9,ATACADO,6.99
FUBA DE MILHO,COMUM AMARELO,13334,AC,NORTE,2025,10,ATACADO,6.68
FUBA DE MILHO,COMUM AMARELO,13334,AM,NORTE,2025,10,ATACADO,10.58
FUBA DE MILHO,COMUM MIMOSO,5391,AP,NORTE,2025,10,ATACADO,6.58
FUBA DE MILHO,COMUM AMARELO,13334,PA,NORTE,2025,10,ATACADO,6.35
FUBA DE MILHO,COMUM MIMOSO,5391,RO,NORTE,2025,10,ATACADO,4.02
FUBA DE MILHO,COMUM MIMOSO,5391,TO,NORTE,2025,10,ATACADO,6.99
FUBA DE MILHO,COMUM AMARELO,13334,AC,NORTE,2025,11,ATACADO,6.68
FUBA DE MILHO,COMUM AMARELO,13334,AM,NORTE,2025,11,ATACADO,9.53
FUBA DE MILHO,COMUM MIMOSO,5391,AP,NORTE,2025,11,ATACADO,4.59
FUBA DE MILHO,COMUM AMARELO,13334,PA,NORTE,2025,11,ATACADO,5.98
FUBA DE MILHO,COMUM MIMOSO,5391,RO,NORTE,2025,11,ATACADO,3.92
FUBA DE MILHO,COMUM MIMOSO,5391,TO,NORTE,2025,11,ATACADO,6.99
FUBA DE MILHO,COMUM AMARELO,13334,AC,NORTE,2025,12,ATACADO,6.08
FUBA DE MILHO,COMUM AMARELO,13334,AM,NORTE,2025,12,ATACADO,9.61
FUBA DE MILHO,COMUM MIMOSO,5391,AP,NORTE,2025,12,ATACADO,4.77
FUBA DE MILHO,COMUM AMARELO,13334,PA,NORTE,2025,12,ATACADO,5.98
FUBA DE MILHO,COMUM MIMOSO,5391,RO,NORTE,2025,12,ATACADO,4.34
FUBA DE MILHO,COMUM MIMOSO,5391,TO,NORTE,2025,12,ATACADO,6.87
FUSAO EC,110 + 165 G/L METOMI,14079,TO,NORTE,2026,2,PREÇO PAGO PELO PRODUTOR,93.0
FUSAO EC,110 + 165 G/L METOMI,14079,TO,NORTE,2026,3,PREÇO PAGO PELO PRODUTOR,93.0
GALPAO,"COM PISO DE CIMENTO,",13897,PA,NORTE,2026,7,PREÇO PAGO PELO PRODUTOR,
GALPAO DE MADEIRA,NÃO INFORMADO,4406,PA,NORTE,2025,9,PREÇO PAGO PELO PRODUTOR,
GALPAO DE MADEIRA,NÃO INFORMADO,4406,RO,NORTE,2025,10,PREÇO PAGO PELO PRODUTOR,
GALPAO DE MADEIRA,NÃO INFORMADO,4406,RO,NORTE,2025,11,PREÇO PAGO PELO PRODUTOR,
GALPAO DE MADEIRA,NÃO INFORMADO,4406,PA,NORTE,2026,3,PREÇO PAGO PELO PRODUTOR,
GALPAO DE MADEIRA,COBERTO COM PALHA,13906,PA,NORTE,2026,7,PREÇO PAGO PELO PRODUTOR,
GALPAO EMBALAGENS VAZIAS,NÃO INFORMADO,13725,TO,NORTE,2025,11,PREÇO PAGO PELO PRODUTOR,
GALPAO PARA MAQUINAS E IM,NÃO INFORMADO,10036,PA,NORTE,2025,9,PREÇO PAGO PELO PRODUTOR,
GALPAO PARA MAQUINAS E IM,NÃO INFORMADO,10036,TO,NORTE,2025,11,PREÇO PAGO PELO PRODUTOR,
GALPAO PARA MAQUINAS E IM,NÃO INFORMADO,10036,TO,NORTE,2026,2,PREÇO PAGO PELO PRODUTOR,
