SEMANA,PRODUTO,preco_medio,preco_min,preco_max,n_postos,n_municipios
2024-02-12,ETANOL,4.332916666666667,3.65,5.9,168,30
2024-02-19,ETANOL,4.34,3.7,5.9,173,30
2024-02-26,ETANOL,4.373011363636364,3.69,5.9,176,31
2024-03-04,ETANOL,4.366590909090909,3.45,5.9,176,32
2024-03-11,ETANOL,4.366685393258427,3.65,5.9,178,32
2024-03-18,ETANOL,4.376381578947369,3.65,5.9,152,31
2024-03-25,ETANOL,4.371390728476822,3.65,5.9,151,31
2024-04-01,ETANOL,4.387712418300654,3.7,5.9,153,32
2024-04-08,ETANOL,4.412445652173913,3.7,5.9,184,34
2024-04-15,ETANOL,4.427371428571428,3.8,5.9,175,32
2024-04-22,ETANOL,4.485813953488372,3.7,5.9,172,32
2024-04-29,ETANOL,4.476994219653179,3.7,5.9,173,32
2024-05-06,ETANOL,4.487472527472527,3.7,5.9,182,32
2024-05-13,ETANOL,4.524213483146068,3.7,5.9,178,33
2024-05-20,ETANOL,4.435783132530121,3.7,5.6,166,28
2024-05-27,ETANOL,4.505523255813954,3.7,5.9,172,32
2024-06-03,ETANOL,4.496440677966102,3.7,5.9,177,31
2024-06-10,ETANOL,4.454385964912281,3.79,5.9,171,32
2024-06-17,ETANOL,4.511233766233766,3.79,5.59,154,28
2024-06-24,ETANOL,4.491666666666666,3.89,5.9,150,27
2024-07-01,ETANOL,4.479712230215828,3.89,5.54,139,20
2024-07-08,ETANOL,4.513862068965517,3.89,5.54,145,21
2024-07-15,ETANOL,4.705725190839695,3.9,5.48,131,19
2024-07-22,ETANOL,4.75951048951049,3.9,5.54,143,21
2024-07-29,ETANOL,4.804661654135338,3.9,5.54,133,19
2024-08-05,ETANOL,4.834729729729729,3.99,5.79,148,21
2024-08-12,ETANOL,4.77741935483871,3.99,5.54,155,22
2024-08-19,ETANOL,4.767718120805369,3.98,5.54,149,22
2024-08-26,ETANOL,4.793443708609272,3.99,5.89,151,23
2024-09-02,ETANOL,4.770068493150685,3.99,5.54,146,22
2024-09-09,ETANOL,4.751468531468531,3.98,5.48,143,21
2024-09-16,ETANOL,4.770763888888889,3.99,5.54,144,22
2024-09-23,ETANOL,4.765140845070422,3.99,5.52,142,23
2024-09-30,ETANOL,4.7846,3.99,5.54,150,22
2024-10-07,ETANOL,4.786862745098039,3.99,5.65,153,22
2024-10-14,ETANOL,4.843703703703704,3.99,5.54,135,23
2024-10-21,ETANOL,4.832681159420289,3.99,5.59,138,22
2024-10-28,ETANOL,4.843571428571428,3.99,5.59,154,24
2024-11-04,ETANOL,4.856742424242425,3.99,5.54,132,21
2024-11-11,ETANOL,4.859583333333333,3.98,7.35,144,22
2024-11-18,ETANOL,4.8500781250000005,3.99,5.65,128,20
2024-11-25,ETANOL,4.875,3.98,5.74,138,22
2024-12-02,ETANOL,4.884895104895104,3.99,5.74,143,21
2024-12-09,ETANOL,4.890625,3.99,5.74,144,21
2024-12-16,ETANOL,4.912833333333333,3.99,5.74,120,21
2024-12-23,ETANOL,4.984144144144144,4.27,5.74,111,17
2024-12-30,ETANOL,4.9229032258064525,3.99,5.74,124,18
2025-01-06,ETANOL,4.910153846153847,4.27,5.74,130,20
2025-01-13,ETANOL,4.911716417910448,3.99,5.74,134,21
2025-01-20,ETANOL,4.924331210191083,3.99,5.65,157,25
2025-01-27,ETANOL,4.953655172413793,4.04,5.65,145,24
2025-02-03,ETANOL,5.020789473684211,4.1,5.99,152,24
2025-02-10,ETANOL,5.124802631578947,4.27,6.08,152,23
2025-02-17,ETANOL,5.102168674698795,4.27,6.08,166,27
2025-02-24,ETANOL,5.113803680981595,4.27,6.08,163,27
2025-03-03,ETANOL,5.1492715231788075,4.27,6.08,151,25
2025-03-10,ETANOL,5.111390728476821,4.27,6.08,151,26
2025-03-17,ETANOL,5.1213953488372095,4.27,6.08,172,28
2025-03-24,ETANOL,5.123,4.27,5.99,160,28
2025-03-31,ETANOL,5.127650602409639,4.27,6.08,166,27
2025-04-07,ETANOL,5.117988165680473,4.27,6.08,169,27
2025-04-14,ETANOL,5.1186875,4.27,5.99,160,27
2025-04-21,ETANOL,5.1009032258064515,4.27,6.08,155,25
2025-04-28,ETANOL,5.073741935483872,4.27,6.08,155,26
2025-05-05,ETANOL,5.072208588957055,4.27,6.08,163,26
2025-05-12,ETANOL,5.09006711409396,4.27,5.99,149,25
2025-05-19,ETANOL,5.0807831325301205,4.27,6.08,166,26
2025-05-26,ETANOL,5.066463414634146,4.27,6.08,164,26
2025-06-02,ETANOL,5.084465408805032,4.22,6.08,159,27
2025-06-09,ETANOL,5.0813125,4.22,6.08,160,26
2025-06-16,ETANOL,5.06994011976048,4.22,6.08,167,25
2025-06-23,ETANOL,5.078809523809523,4.27,6.08,168,26
2025-06-30,ETANOL,5.07712643678161,4.27,6.08,174,26
2025-07-07,ETANOL,5.057705882352941,4.27,6.08,170,26
2025-07-14,ETANOL,5.095140845070422,4.28,6.08,142,22
2025-07-21,ETANOL,5.077816901408451,4.28,6.08,142,22
2025-07-28,ETANOL,5.051811594202898,4.29,6.08,138,20
2025-08-04,ETANOL,5.032207792207792,4.19,5.99,154,22
2025-08-11,ETANOL,5.047762237762238,4.19,6.08,143,20
2025-08-18,ETANOL,5.042484076433121,4.29,6.08,157,23
2025-08-25,ETANOL,5.033767123287672,4.29,6.08,146,20
2025-09-01,ETANOL,5.048322147651007,4.37,6.08,149,22
2025-09-08,ETANOL,5.104868421052632,4.27,6.08,152,22
2025-09-15,ETANOL,5.094036144578314,4.29,6.08,166,23
2025-09-22,ETANOL,5.087345679012346,4.27,5.99,162,24
2025-09-29,ETANOL,5.123101265822785,4.27,6.08,158,24
2025-10-06,ETANOL,5.111676646706587,4.27,7.44,167,25
2025-10-13,ETANOL,5.112380952380953,4.27,5.99,168,26
2025-10-20,ETANOL,5.097604790419162,4.27,6.08,167,26
2025-10-27,ETANOL,5.088757763975155,4.27,6.08,161,24
2025-11-03,ETANOL,5.097916666666667,4.27,6.08,168,26
2025-11-10,ETANOL,5.115460122699387,4.27,6.08,163,27
2025-11-17,ETANOL,5.1592666666666664,4.3,6.08,150,24
2025-11-24,ETANOL,5.122515337423313,4.27,5.95,163,26
2025-12-01,ETANOL,5.1115,4.3,6.23,160,25
2025-12-08,ETANOL,5.160833333333334,4.38,6.08,156,25
2025-12-15,ETANOL,5.125620437956204,4.27,5.89,137,22
2025-12-22,ETANOL,5.196230769230769,4.27,6.08,130,21
2025-12-29,ETANOL,5.2284999999999995,4.27,6.08,120,19
2026-01-05,ETANOL,5.197748344370861,4.37,5.9,151,23
2026-01-12,ETANOL,5.22993288590604,4.37,6.08,149,23
2026-01-19,ETANOL,5.242307692307692,4.37,6.08,156,23
2026-01-26,ETANOL,5.243006535947713,4.37,5.99,153,22
2026-02-02,ETANOL,5.260769230769231,3.99,6.08,156,25
2026-02-09,ETANOL,5.271342281879195,4.49,5.99,149,21
2026-02-16,ETANOL,5.308194444444444,4.49,6.08,144,21
2026-02-23,ETANOL,5.289787234042553,4.49,6.08,141,21
2026-03-02,ETANOL,5.31887323943662,4.49,6.08,142,21
2026-03-09,ETANOL,5.413028169014084,4.62,6.3,142,21
2026-03-16,ETANOL,5.469932432432432,4.67,6.3,148,23
2026-03-23,ETANOL,5.491172839506173,4.61,6.3,162,24
2026-03-30,ETANOL,5.506979865771812,4.61,6.6,149,22
2026-04-06,ETANOL,5.514055944055944,4.61,6.6,143,24
2026-04-13,ETANOL,5.478543046357616,4.61,6.09,151,24
2026-04-20,ETANOL,5.441503759398496,4.61,6.6,133,23
2026-04-27,ETANOL,5.395878378378379,4.64,6.6,148,22
2026-05-04,ETANOL,5.398642857142857,4.49,6.09,140,22
2026-05-11,ETANOL,5.389869281045751,4.49,6.09,153,23
2026-05-18,ETANOL,5.344150943396227,4.39,6.39,159,25
2026-05-25,ETANOL,5.306855345911949,4.39,6.21,159,25
2026-06-01,ETANOL,5.303999999999999,4.55,6.6,170,24
2026-06-08,ETANOL,5.258735632183908,4.19,6.21,174,26
2026-06-15,ETANOL,5.248982035928144,3.93,6.6,167,25
2026-06-22,ETANOL,5.245214723926381,4.19,6.6,163,25
2026-06-29,ETANOL,5.204579439252337,4.22,5.99,107,15
2026-08-10,ETANOL,5.085443786982249,3.99,6.6,169,25
2026-08-17,ETANOL,5.043658536585365,3.95,5.99,164,24
2026-08-24,ETANOL,5.109722222222222,4.4,6.6,144,23
2026-08-31,ETANOL,5.036545454545454,3.95,6.39,165,25
2019-12-30,GASOLINA,4.722392523364486,3.9,5.69,214,25
2020-01-06,GASOLINA,4.608130208333333,3.859,5.69,384,38
2020-01-13,GASOLINA,4.6170937499999996,3.85,5.69,384,38
2020-01-20,GASOLINA,4.690309895833333,3.86,5.69,384,38
2020-01-27,GASOLINA,4.672301298701298,3.85,5.69,385,38
2020-02-03,GASOLINA,4.6842279792746115,3.79,5.69,386,38
2020-02-10,GASOLINA,4.678059740259741,3.69,5.69,385,38
2020-02-17,GASOLINA,4.670571428571429,3.67,5.69,385,38
2020-02-24,GASOLINA,4.667783854166667,3.73,5.69,384,38
2020-03-02,GASOLINA,4.6644322916666665,3.73,5.69,384,38
2020-03-09,GASOLINA,4.650419270833333,3.72,5.69,384,38
2020-03-16,GASOLINA,4.6198125,3.62,5.69,384,38
2020-03-23,GASOLINA,4.544784574468085,3.52,5.69,376,38
2020-03-30,GASOLINA,4.469522546419098,3.23,5.69,377,38
2020-04-06,GASOLINA,4.35401072386059,3.2,5.69,373,38
2020-04-13,GASOLINA,4.315056451612903,3.15,5.69,372,38
2020-04-20,GASOLINA,4.196335092348285,2.95,5.69,379,38
2020-04-27,GASOLINA,4.153197889182057,2.92,5.69,379,38
2020-05-04,GASOLINA,4.074501340482573,2.87,5.69,373,38
2020-05-11,GASOLINA,4.075151595744681,2.89,5.69,376,38
2020-05-18,GASOLINA,4.066157754010695,2.94,5.69,374,38
2020-05-25,GASOLINA,4.069328877005348,2.99,5.69,374,38
2020-06-01,GASOLINA,4.115462566844919,2.99,5.69,374,38
2020-06-08,GASOLINA,4.1242399999999995,2.99,5.33,375,38
2020-06-15,GASOLINA,4.15548128342246,3.09,5.69,374,38
2020-06-22,GASOLINA,4.195433155080214,3.099,5.69,374,38
2020-06-29,GASOLINA,4.185477088948787,3.24,5.69,371,38
2020-07-06,GASOLINA,4.284172506738545,3.26,5.69,371,38
2020-07-13,GASOLINA,4.266504043126685,3.269,5.69,371,38
2020-07-20,GASOLINA,4.268494623655914,3.41,5.69,372,38
2020-07-27,GASOLINA,4.2944638069705094,3.39,5.69,373,38
2020-08-03,GASOLINA,4.294247311827957,3.37,5.69,372,38
2020-08-10,GASOLINA,4.319008042895442,3.39,5.69,373,38
2020-08-17,GASOLINA,4.40255376344086,3.41,5.69,372,38
2020-10-19,GASOLINA,4.359883435582821,3.64,5.09,163,7
2020-10-26,GASOLINA,4.322720238095238,3.64,5.099,168,7
2020-11-02,GASOLINA,4.221225806451613,3.62,5.19,155,7
2020-11-09,GASOLINA,4.243221518987341,3.59,5.19,158,7
2020-11-16,GASOLINA,4.293603448275862,3.599,5.19,174,8
2020-11-23,GASOLINA,4.423684210526316,3.62,5.099,171,8
2020-11-30,GASOLINA,4.420701570680628,3.65,5.31,191,8
2020-12-07,GASOLINA,4.412292576419214,3.69,5.15,229,8
2020-12-14,GASOLINA,4.42796449704142,3.67,5.24,169,7
2020-12-21,GASOLINA,4.478858757062147,3.72,5.19,177,8
2020-12-28,GASOLINA,4.531566433566434,3.73,5.24,143,7
2021-01-04,GASOLINA,4.576869318181818,3.82,5.2,176,8
2021-01-11,GASOLINA,4.527576086956522,3.82,5.24,184,8
2021-01-18,GASOLINA,4.691046511627907,3.82,5.95,172,8
2021-01-25,GASOLINA,4.708194285714286,3.89,5.36,175,9
2021-02-01,GASOLINA,4.835666666666667,4.05,5.37,195,10
2021-02-08,GASOLINA,4.92948947368421,4.09,5.61,190,11
2021-02-15,GASOLINA,5.083717131474104,4.19,6.01,251,13
2021-02-22,GASOLINA,5.302090909090909,4.42,6.35,209,12
2021-03-01,GASOLINA,5.362843575418994,4.48,6.19,179,13
2021-03-08,GASOLINA,5.541589861751152,4.63,6.7,217,14
2021-03-15,GASOLINA,5.614487922705314,4.85,6.7,207,13
2021-03-22,GASOLINA,5.6513333333333335,4.79,6.7,210,14
2021-03-29,GASOLINA,5.5142999999999995,4.69,6.6,220,13
2021-04-05,GASOLINA,5.594767441860465,4.72,6.6,215,15
2021-04-12,GASOLINA,5.582705882352941,4.68,6.6,255,14
2021-04-19,GASOLINA,5.678655502392345,4.75,6.6,209,14
2021-04-26,GASOLINA,5.679276422764228,4.83,6.89,246,14
2021-05-03,GASOLINA,5.582074626865672,4.78,6.89,201,13
2021-05-10,GASOLINA,5.619350210970464,4.83,6.89,237,14
2021-05-17,GASOLINA,5.70685576923077,4.85,6.89,208,14
2021-05-24,GASOLINA,5.668286956521738,4.85,6.89,230,14
2021-05-31,GASOLINA,5.652405982905983,4.829,6.89,234,17
2021-06-07,GASOLINA,5.668603921568627,4.85,6.89,255,17
2021-06-14,GASOLINA,5.663017543859649,4.88,6.89,285,17
2021-06-21,GASOLINA,5.745378260869565,4.9,6.89,230,17
2021-06-28,GASOLINA,5.756156378600823,4.9,6.89,243,16
2021-07-05,GASOLINA,5.848891304347826,4.87,6.89,276,20
2021-07-12,GASOLINA,5.9371212121212125,5.02,6.99,264,21
2021-07-19,GASOLINA,5.88278125,4.97,6.99,352,25
2021-07-26,GASOLINA,6.032546875,5.381,6.99,256,20
2021-08-02,GASOLINA,5.970932692307692,5.01,6.99,312,24
2021-08-09,GASOLINA,5.950759581881533,5.06,6.99,287,25
2021-08-16,GASOLINA,6.058445229681979,5.11,7.13,283,24
2021-08-23,GASOLINA,6.080530465949821,5.11,7.13,279,23
2021-08-30,GASOLINA,6.112941379310344,5.11,7.13,290,25
2021-09-06,GASOLINA,6.149478672985782,5.17,7.13,211,20
2021-09-13,GASOLINA,6.2119283154121865,5.19,7.13,279,25
2021-09-20,GASOLINA,6.135982993197279,5.15,7.13,294,24
2021-09-27,GASOLINA,6.151788590604027,5.15,7.13,298,24
2021-10-04,GASOLINA,6.170364912280702,5.2,7.13,285,23
2021-10-11,GASOLINA,6.386508417508417,5.46,7.3,297,23
2021-10-18,GASOLINA,6.405788395904437,5.46,7.3,293,24
2021-10-25,GASOLINA,6.515643097643098,5.54,7.3,297,24
2021-11-01,GASOLINA,6.722223367697595,5.69,7.6,291,24
2021-11-08,GASOLINA,6.771774305555556,5.89,7.6,288,23
2021-11-15,GASOLINA,6.7877798507462686,5.89,7.6,268,23
2021-11-22,GASOLINA,6.792039473684211,5.87,7.6,304,24
2021-11-29,GASOLINA,6.782143859649123,5.85,7.6,285,23
2021-12-06,GASOLINA,6.78261052631579,5.83,7.6,285,24
2021-12-13,GASOLINA,6.790439024390244,5.583,7.6,287,25
2021-12-20,GASOLINA,6.744935943060498,5.83,7.6,281,23
2021-12-27,GASOLINA,6.755159609120521,5.83,7.6,307,26
2022-01-03,GASOLINA,6.74125,5.83,7.6,296,23
2022-01-10,GASOLINA,6.739866666666667,5.79,7.6,300,27
2022-01-17,GASOLINA,6.834780058651026,5.77,7.6,341,30
2022-01-24,GASOLINA,6.827210682492582,5.77,7.6,337,30
2022-01-31,GASOLINA,6.820898550724638,5.77,7.6,345,31
2022-02-07,GASOLINA,6.812776119402986,5.77,7.6,335,31
2022-02-14,GASOLINA,6.800289855072464,5.8,7.6,345,31
2022-02-21,GASOLINA,6.7780446927374305,5.75,7.51,358,32
2022-02-28,GASOLINA,6.7682595870206494,5.75,7.58,339,31
2022-03-07,GASOLINA,6.790524781341108,5.19,7.55,343,31
2022-03-14,GASOLINA,7.444447949526814,6.16,8.1,317,30
2022-03-21,GASOLINA,7.403661538461539,6.25,8.15,325,31
2022-03-28,GASOLINA,7.377798165137615,6.23,8.0,327,31
2022-04-04,GASOLINA,7.390872093023256,6.25,8.19,344,33
2022-04-11,GASOLINA,7.375780821917808,6.23,8.05,365,34
2022-04-18,GASOLINA,7.391412429378531,6.19,8.18,354,33
2022-04-25,GASOLINA,7.388425655976676,6.29,7.99,343,34
2022-05-02,GASOLINA,7.385420054200542,6.29,8.15,369,36
2022-05-09,GASOLINA,7.381675824175824,6.39,8.15,364,35
2022-05-16,GASOLINA,7.400822281167109,6.39,8.25,377,36
2022-05-23,GASOLINA,7.386703601108033,6.39,8.15,361,36
2022-05-30,GASOLINA,7.385173333333333,6.39,8.15,375,36
2022-06-06,GASOLINA,7.337086614173228,6.39,8.1,381,36
2022-06-13,GASOLINA,7.344106666666667,6.39,8.15,375,35
2022-06-20,GASOLINA,7.538626943005181,6.4,8.47,386,37
2022-06-27,GASOLINA,7.397473958333333,5.76,8.28,384,36
2022-07-04,GASOLINA,6.895273209549072,5.22,8.15,377,36
2022-07-11,GASOLINA,6.344389920424403,5.15,8.1,377,37
2022-07-18,GASOLINA,6.119235751295337,5.12,7.75,386,37
2022-07-25,GASOLINA,5.949079487179487,5.06,7.4,390,38
2022-08-01,GASOLINA,5.860035443037974,4.93,7.39,395,38
2022-08-08,GASOLINA,5.7746520618556705,4.93,7.69,388,37
2022-08-15,GASOLINA,5.692373961218837,4.78,8.75,361,35
2022-08-22,GASOLINA,5.577511749347258,4.75,7.0,383,36
2022-08-29,GASOLINA,5.518413157894736,4.69,7.0,380,37
2022-09-05,GASOLINA,5.382981958762887,4.59,7.0,388,36
2022-09-12,GASOLINA,5.336843260188088,4.44,6.59,319,32
2022-09-26,GASOLINA,4.95259842519685,4.42,5.49,127,7
2022-10-03,GASOLINA,4.937032258064516,4.38,5.49,155,7
2022-10-10,GASOLINA,4.858692810457517,4.37,5.69,153,8
2022-10-17,GASOLINA,4.979876543209876,4.38,5.49,162,9
2022-10-24,GASOLINA,5.041866028708134,4.33,5.79,209,14
2022-10-31,GASOLINA,5.095485714285714,4.35,5.89,175,12
2022-11-07,GASOLINA,5.04636815920398,4.59,5.9,201,14
2022-11-14,GASOLINA,5.081594202898551,4.59,5.69,207,13
2022-11-21,GASOLINA,5.082822966507177,4.59,6.19,209,16
2022-11-28,GASOLINA,4.991386554621849,4.4,5.89,238,19
2022-12-05,GASOLINA,5.10058091286307,4.49,5.88,241,18
2022-12-12,GASOLINA,4.98855421686747,4.39,5.99,249,20
2022-12-19,GASOLINA,4.965206611570248,4.43,5.99,242,19
2022-12-26,GASOLINA,4.933939393939394,4.37,5.76,231,18
2023-01-02,GASOLINA,5.1623809523809525,4.44,5.99,273,22
2023-01-09,GASOLINA,5.109142857142857,4.49,5.99,245,21
2023-01-16,GASOLINA,5.077084870848709,4.47,5.99,271,22
2023-01-23,GASOLINA,5.136212624584718,4.47,6.37,301,25
2023-01-30,GASOLINA,5.2837,4.49,6.01,300,27
2023-02-06,GASOLINA,5.28974921630094,4.37,6.76,319,29
2023-02-13,GASOLINA,5.276882716049383,4.48,6.43,324,31
2023-02-20,GASOLINA,5.27,4.45,6.43,328,31
2023-02-27,GASOLINA,5.409355828220859,4.52,6.58,326,32
2023-03-06,GASOLINA,5.88240625,4.82,6.99,320,32
2023-03-13,GASOLINA,5.873074534161491,4.84,6.97,322,32
2023-03-20,GASOLINA,5.850546623794212,4.82,6.59,311,29
2023-03-27,GASOLINA,5.799150943396227,4.88,6.97,318,31
2023-04-03,GASOLINA,5.853655589123867,4.91,6.97,331,32
2023-04-10,GASOLINA,5.91419795221843,5.06,6.99,293,32
2023-04-17,GASOLINA,5.900387096774193,4.99,7.35,310,34
2023-04-24,GASOLINA,5.932899022801303,4.99,7.33,307,35
2023-05-01,GASOLINA,5.925512048192771,4.99,7.35,332,36
2023-05-08,GASOLINA,5.902179104477612,4.99,7.3,335,34
2023-05-15,GASOLINA,5.93559633027523,4.99,7.3,327,36
2023-05-22,GASOLINA,5.718950437317784,4.71,7.0,343,36
2023-05-29,GASOLINA,5.6323380281690145,4.59,7.0,355,35
2023-06-05,GASOLINA,5.74032362459547,4.9,7.0,309,37
2023-06-12,GASOLINA,5.7145882352941175,4.86,7.0,340,37
2023-06-19,GASOLINA,5.729317507418398,4.85,7.0,337,37
2023-06-26,GASOLINA,5.72644376899696,4.86,7.0,329,37
2023-07-03,GASOLINA,6.000867052023122,4.99,7.3,346,37
2023-07-10,GASOLINA,5.972592592592593,5.07,7.29,324,37
2023-07-17,GASOLINA,5.988203592814371,5.19,7.3,334,35
2023-07-24,GASOLINA,5.972915451895044,5.05,7.3,343,36
2023-07-31,GASOLINA,5.9807046070460705,5.16,7.3,369,37
2023-08-07,GASOLINA,6.0000840336134456,5.19,7.3,357,37
2023-08-14,GASOLINA,6.113261455525606,5.22,7.62,371,37
2023-08-21,GASOLINA,6.33198275862069,5.09,7.62,348,37
2023-08-28,GASOLINA,6.34915014164306,5.45,7.62,353,35
2023-09-04,GASOLINA,6.333151515151515,5.19,7.62,330,35
2023-09-11,GASOLINA,6.3425290697674415,5.35,7.62,344,37
2023-09-18,GASOLINA,6.349180790960452,5.42,7.62,354,37
2023-09-25,GASOLINA,6.319538904899136,5.34,7.62,347,37
2023-10-02,GASOLINA,6.2978171091445425,5.29,7.62,339,37
2023-10-09,GASOLINA,6.321994134897361,5.41,7.59,341,35
2023-10-16,GASOLINA,6.24065340909091,5.41,7.48,352,36
2023-10-23,GASOLINA,6.2406705539358605,5.08,7.48,343,37
2023-10-30,GASOLINA,6.234196428571429,5.29,7.48,336,35
2023-11-06,GASOLINA,6.237196261682243,5.29,7.7,321,35
2023-11-13,GASOLINA,6.221047904191616,5.29,7.7,334,35
2023-11-20,GASOLINA,6.200975609756098,5.22,7.7,328,36
2023-11-27,GASOLINA,6.213137829912023,5.22,7.7,341,36
2023-12-04,GASOLINA,6.171713483146068,5.14,7.7,356,36
2023-12-11,GASOLINA,6.16775956284153,5.19,7.7,366,35
2023-12-18,GASOLINA,6.131597633136095,5.15,7.69,338,35
2023-12-25,GASOLINA,6.022742857142857,5.13,7.65,350,37
2024-01-01,GASOLINA,6.024438356164384,5.13,7.69,365,37
2024-01-08,GASOLINA,6.049506849315069,5.03,7.69,365,37
2024-01-15,GASOLINA,5.985528455284553,4.85,7.7,369,37
2024-01-22,GASOLINA,5.967744565217392,4.79,7.7,368,36
2024-01-29,GASOLINA,5.964732620320856,4.79,7.7,374,36
2024-02-05,GASOLINA,6.157520000000001,5.12,7.7,375,36
2024-02-12,GASOLINA,6.0954419889502764,5.23,7.69,362,37
2024-02-19,GASOLINA,6.0939736842105265,5.17,7.7,380,37
2024-02-26,GASOLINA,6.13016,5.17,7.8,375,37
2024-03-04,GASOLINA,6.111983914209115,5.22,7.7,373,37
2024-03-11,GASOLINA,6.152293333333334,5.22,7.7,375,37
2024-03-18,GASOLINA,6.156586826347306,5.32,7.7,334,37
2024-03-25,GASOLINA,6.128206686930091,5.32,7.7,329,36
2024-04-01,GASOLINA,6.1685628742514975,5.32,7.7,334,37
2024-04-08,GASOLINA,6.192176165803108,5.32,7.7,386,37
2024-04-15,GASOLINA,6.1954032258064515,5.37,7.69,372,37
2024-04-22,GASOLINA,6.207513227513227,5.42,7.69,378,37
2024-04-29,GASOLINA,6.198184210526316,5.42,7.79,380,37
2024-05-06,GASOLINA,6.209537275064268,5.37,7.7,389,37
2024-05-13,GASOLINA,6.236094182825485,4.74,7.79,361,37
2024-05-20,GASOLINA,6.208323699421965,5.37,7.59,346,37
2024-05-27,GASOLINA,6.229256198347107,5.37,7.7,363,37
2024-06-03,GASOLINA,6.234702702702703,5.35,7.79,370,36
2024-06-10,GASOLINA,6.241270718232045,5.37,7.79,362,36
2024-06-17,GASOLINA,6.251981981981982,5.37,7.7,333,31
2024-06-24,GASOLINA,6.25111801242236,5.39,7.38,322,29
2024-07-01,GASOLINA,6.241127819548873,5.42,7.4,266,21
2024-07-08,GASOLINA,6.330909090909091,5.49,7.4,286,22
2024-07-15,GASOLINA,6.570348837209303,5.62,7.68,258,21
2024-07-22,GASOLINA,6.568043478260869,5.61,7.68,276,22
2024-07-29,GASOLINA,6.645720164609054,5.62,7.68,243,20
2024-08-05,GASOLINA,6.6132,5.62,7.68,275,22
2024-08-12,GASOLINA,6.575117845117845,5.63,7.68,297,24
2024-08-19,GASOLINA,6.567676767676767,5.57,7.68,297,24
2024-08-26,GASOLINA,6.5625,5.54,7.69,296,24
2024-09-02,GASOLINA,6.562380952380952,5.57,7.68,294,24
2024-09-09,GASOLINA,6.553413793103449,5.56,7.68,290,24
2024-09-16,GASOLINA,6.541888111888112,5.56,7.68,286,23
2024-09-23,GASOLINA,6.516736111111111,5.56,7.68,288,25
2024-09-30,GASOLINA,6.5329411764705885,5.45,7.68,289,24
2024-10-07,GASOLINA,6.542693602693603,5.45,7.68,297,23
2024-10-14,GASOLINA,6.631236749116608,5.45,7.99,283,24
2024-10-21,GASOLINA,6.626433566433566,5.45,7.99,286,23
2024-10-28,GASOLINA,6.673127147766324,5.45,7.99,291,25
2024-11-04,GASOLINA,6.676377358490566,5.65,7.99,265,23
2024-11-11,GASOLINA,6.667535714285715,5.65,7.99,280,24
2024-11-18,GASOLINA,6.654563492063493,5.65,7.99,252,22
2024-11-25,GASOLINA,6.692120141342756,5.58,7.99,283,24
2024-12-02,GASOLINA,6.721484098939929,5.75,7.99,283,24
2024-12-09,GASOLINA,6.7167509025270755,5.75,7.99,277,24
2024-12-16,GASOLINA,6.72062015503876,5.65,7.99,258,23
2024-12-23,GASOLINA,6.750557939914164,5.65,7.99,233,19
2024-12-30,GASOLINA,6.708811475409837,5.65,7.99,244,21
2025-01-06,GASOLINA,6.678384615384616,5.68,7.99,260,22
2025-01-13,GASOLINA,6.691052631578947,5.67,7.99,266,24
2025-01-20,GASOLINA,6.692397476340694,5.67,7.99,317,29
2025-01-27,GASOLINA,6.726195286195287,5.79,7.99,297,28
2025-02-03,GASOLINA,6.827272727272728,5.87,7.99,308,28
2025-02-10,GASOLINA,6.885737704918033,5.87,8.39,305,28
2025-02-17,GASOLINA,6.868053892215569,5.87,8.39,334,30
2025-02-24,GASOLINA,6.848387096774194,5.76,8.39,341,31
2025-03-03,GASOLINA,6.874462540716612,5.73,8.39,307,27
2025-03-10,GASOLINA,6.842373417721519,5.73,8.39,316,30
2025-03-17,GASOLINA,6.824098837209302,5.73,8.39,344,31
2025-03-24,GASOLINA,6.794099378881987,5.69,8.39,322,30
2025-03-31,GASOLINA,6.809640718562875,5.69,8.39,334,31
2025-04-07,GASOLINA,6.785147928994083,5.69,8.39,338,31
2025-04-14,GASOLINA,6.785840978593272,5.69,8.39,327,30
2025-04-21,GASOLINA,6.735185185185185,5.65,8.71,297,28
2025-04-28,GASOLINA,6.7655666666666665,5.68,8.39,300,28
2025-05-05,GASOLINA,6.72993690851735,5.68,8.39,317,28
2025-05-12,GASOLINA,6.709075342465753,5.68,8.39,292,27
2025-05-19,GASOLINA,6.7234482758620695,5.51,8.39,319,28
2025-05-26,GASOLINA,6.72862385321101,5.41,8.39,327,29
2025-06-02,GASOLINA,6.722019543973941,5.37,8.39,307,29
2025-06-09,GASOLINA,6.714488448844884,5.59,8.39,303,28
2025-06-16,GASOLINA,6.6925155279503095,5.49,8.39,322,28
2025-06-23,GASOLINA,6.697838709677419,5.59,8.39,310,29
2025-06-30,GASOLINA,6.721207430340557,5.59,8.39,323,28
2025-07-07,GASOLINA,6.70375796178344,5.59,8.39,314,27
2025-07-14,GASOLINA,6.76109375,5.74,8.39,256,22
2025-07-21,GASOLINA,6.669964412811388,5.59,8.39,281,24
2025-07-28,GASOLINA,6.6469433962264155,5.58,8.39,265,21
2025-08-04,GASOLINA,6.638181818181818,5.59,8.39,286,24
2025-08-11,GASOLINA,6.616795366795367,5.59,8.09,259,21
