id_ano_comercializacao,id_mes_comercializacao,municipio_origem_produto,cod_ibge_municipio_origem_produto,uf_origem_produto,dsc_ceasa,uf_ceasa,municipio_ceasa,cod_ibge_municipio_ceasa,dsc_produto,qtd_comercializada_kg,valor_comercializado,pais_origem
2021,8,SANTA RITA DO TOCANTINS-TO,1718899,TO,CEASA/GO - GOIANIA,GO,GOIÂNIA-GO,5208707,MELANCIA,64000,82133.33,Brasil
2021,8,PALMAS-TO,1721000,TO,CEASA/GO - GOIANIA,GO,GOIÂNIA-GO,5208707,MELANCIA,14000,17966.67,Brasil
2021,8,MIRANORTE-TO,1713304,TO,CEASA/GO - GOIANIA,GO,GOIÂNIA-GO,5208707,MELANCIA,245000,314416.67,Brasil
2021,8,MIRACEMA DO TOCANTINS-TO,1713205,TO,CEASA/GO - GOIANIA,GO,GOIÂNIA-GO,5208707,MELANCIA,115000,147583.33,Brasil
2021,8,CRISTALÂNDIA-TO,1706100,TO,CEASA/GO - GOIANIA,GO,GOIÂNIA-GO,5208707,MELANCIA,132000,169400.0,Brasil
2021,8,MIRANORTE-TO,1713304,TO,CEASA/GO - GOIANIA,GO,GOIÂNIA-GO,5208707,ABACAXI PEROLA,416000,855111.11,Brasil
2021,8,MIRACEMA DO TOCANTINS-TO,1713205,TO,CEASA/GO - GOIANIA,GO,GOIÂNIA-GO,5208707,ABACAXI PEROLA,170000,349444.44,Brasil
2021,8,FLORESTA DO ARAGUAIA-PA,1503044,PA,CEASA/GO - GOIANIA,GO,GOIÂNIA-GO,5208707,ABACAXI PEROLA,14000,28777.78,Brasil
2021,8,SANTA ROSA DO TOCANTINS-TO,1718907,TO,CEASA/DF - BRASILIA,DF,BRASÍLIA-DF,5300108,MELANCIA,18000,25885.71,Brasil
2021,8,SANTA RITA DO TOCANTINS-TO,1718899,TO,CEASA/DF - BRASILIA,DF,BRASÍLIA-DF,5300108,MELANCIA,46000,66152.38,Brasil
2021,8,PALMAS-TO,1721000,TO,CEASA/DF - BRASILIA,DF,BRASÍLIA-DF,5300108,MELANCIA,513000,737742.84,Brasil
2021,8,LAGOA DA CONFUSÃO-TO,1711902,TO,CEASA/DF - BRASILIA,DF,BRASÍLIA-DF,5300108,MELANCIA,60560,87091.05,Brasil
2021,8,CRISTALÂNDIA-TO,1706100,TO,CEASA/DF - BRASILIA,DF,BRASÍLIA-DF,5300108,MELANCIA,166000,238723.8,Brasil
2021,8,ALVORADA-TO,1700707,TO,CEASA/DF - BRASILIA,DF,BRASÍLIA-DF,5300108,MELANCIA,14000,20133.33,Brasil
2021,8,CASTANHAL-PA,1502400,PA,CEASA/DF - BRASILIA,DF,BRASÍLIA-DF,5300108,EMBALAGENS PLASTICAS,99,990.0,Brasil
2021,8,FLORESTA DO ARAGUAIA-PA,1503044,PA,CEASA/DF - BRASILIA,DF,BRASÍLIA-DF,5300108,ABACAXI PEROLA GRAUDO,110000,250569.53,Brasil
2021,8,SANTA RITA DO TOCANTINS-TO,1718899,TO,CEASAMINAS - UBERABA,MG,UBERABA-MG,3170107,MELANCIA,14000,21641.2,Brasil
2021,8,ALVORADA-TO,1700707,TO,CEASAMINAS - UBERABA,MG,UBERABA-MG,3170107,MELANCIA,18000,27824.4,Brasil
2021,8,CHAVES-PA,1502509,PA,CEASA/RJ - RIO DE JANEIRO,RJ,RIO DE JANEIRO-RJ,3304557,BANANA PRATA,30000,77812.84,Brasil
2021,8,BELÉM-PA,1501402,PA,CEASA/RJ - RIO DE JANEIRO,RJ,RIO DE JANEIRO-RJ,3304557,BAGRE,1100,11.0,Brasil
2021,8,XINGUARA-PA,1508407,PA,CEASA/RJ - RIO DE JANEIRO,RJ,RIO DE JANEIRO-RJ,3304557,OUTROS GENEROS,17783,177.83,Brasil
2021,8,SANTANA-AP,1600600,AP,CEASA/RJ - RIO DE JANEIRO,RJ,RIO DE JANEIRO-RJ,3304557,OUTROS GENEROS,35500,355.0,Brasil
2021,8,MACAPÁ-AP,1600303,AP,CEASA/RJ - RIO DE JANEIRO,RJ,RIO DE JANEIRO-RJ,3304557,OUTROS GENEROS,7000,70.0,Brasil
2021,8,IGARAPÉ-MIRI-PA,1503309,PA,CEASA/RJ - RIO DE JANEIRO,RJ,RIO DE JANEIRO-RJ,3304557,OUTROS GENEROS,30000,300.0,Brasil
2021,8,GUARAÍ-TO,1709302,TO,CEASA/RJ - RIO DE JANEIRO,RJ,RIO DE JANEIRO-RJ,3304557,OUTROS GENEROS,19800,198.0,Brasil
2021,8,CASTANHAL-PA,1502400,PA,CEASA/RJ - RIO DE JANEIRO,RJ,RIO DE JANEIRO-RJ,3304557,OUTROS GENEROS,2645,26.45,Brasil
2021,8,BELÉM-PA,1501402,PA,CEASA/RJ - RIO DE JANEIRO,RJ,RIO DE JANEIRO-RJ,3304557,OUTROS GENEROS,39140,391.4,Brasil
2021,8,ARAGUAÍNA-TO,1702109,TO,CEASA/RJ - RIO DE JANEIRO,RJ,RIO DE JANEIRO-RJ,3304557,OUTROS GENEROS,27319,273.19,Brasil
2021,8,ALVORADA-TO,1700707,TO,CEASA/RJ - RIO DE JANEIRO,RJ,RIO DE JANEIRO-RJ,3304557,OUTROS GENEROS,4387,43.87,Brasil
2021,8,PORTO VELHO-RO,1100205,RO,CEASA/RJ - RIO DE JANEIRO,RJ,RIO DE JANEIRO-RJ,3304557,ALHO,215430,4093170.0,Brasil
2021,8,MIRANORTE-TO,1713304,TO,CEASA/RJ - RIO DE JANEIRO,RJ,RIO DE JANEIRO-RJ,3304557,ABACAXI,16000,32000.0,Brasil
2021,8,FLORESTA DO ARAGUAIA-PA,1503044,PA,CEASA/RJ - RIO DE JANEIRO,RJ,RIO DE JANEIRO-RJ,3304557,ABACAXI,24000,48000.0,Brasil
2021,8,DOIS IRMÃOS DO TOCANTINS-TO,1707207,TO,CEASA/RJ - RIO DE JANEIRO,RJ,RIO DE JANEIRO-RJ,3304557,ABACAXI,19900,39800.0,Brasil
2021,8,ARAGUAÍNA-TO,1702109,TO,CEASA/RJ - RIO DE JANEIRO,RJ,RIO DE JANEIRO-RJ,3304557,ABACAXI,38800,77600.0,Brasil
2021,8,PORTO NACIONAL-TO,1718204,TO,CEASA/RJ - RIO DE JANEIRO,RJ,RIO DE JANEIRO-RJ,3304557,ABOBORA,15000,30000.0,Brasil
2021,8,NATIVIDADE-TO,1714203,TO,CEASA/RJ - RIO DE JANEIRO,RJ,RIO DE JANEIRO-RJ,3304557,ABOBORA,42000,84000.0,Brasil
2021,8,BELÉM-PA,1501402,PA,CEASA/RJ - RIO DE JANEIRO,RJ,RIO DE JANEIRO-RJ,3304557,ITENS DIVERSOS,2000,20.0,Brasil
2021,8,PORTO NACIONAL-TO,1718204,TO,CEASA/RJ - RIO DE JANEIRO,RJ,RIO DE JANEIRO-RJ,3304557,MELANCIA,41324,97400.8,Brasil
2021,8,PALMAS-TO,1721000,TO,CEASA/RJ - RIO DE JANEIRO,RJ,RIO DE JANEIRO-RJ,3304557,MELANCIA,17424,41068.42,Brasil
2021,8,MIRANORTE-TO,1713304,TO,CEASA/RJ - RIO DE JANEIRO,RJ,RIO DE JANEIRO-RJ,3304557,MELANCIA,58000,136706.19,Brasil
2021,8,LAGOA DA CONFUSÃO-TO,1711902,TO,CEASA/RJ - RIO DE JANEIRO,RJ,RIO DE JANEIRO-RJ,3304557,MELANCIA,141060,332478.88,Brasil
2021,8,CRISTALÂNDIA-TO,1706100,TO,CEASA/RJ - RIO DE JANEIRO,RJ,RIO DE JANEIRO-RJ,3304557,MELANCIA,46500,109600.65,Brasil
2021,8,ALVORADA-TO,1700707,TO,CEASA/RJ - RIO DE JANEIRO,RJ,RIO DE JANEIRO-RJ,3304557,MELANCIA,70000,164990.23,Brasil
2021,8,BELÉM-PA,1501402,PA,CEASA/RJ - RIO DE JANEIRO,RJ,RIO DE JANEIRO-RJ,3304557,CORVINA,1200,5912.93,Brasil
2021,8,SANTANA-AP,1600600,AP,CEASA/RJ - RIO DE JANEIRO,RJ,RIO DE JANEIRO-RJ,3304557,ITENS DIVERSOS,35700,357.0,Brasil
2021,8,BELÉM-PA,1501402,PA,CEASA/RJ - RIO DE JANEIRO,RJ,RIO DE JANEIRO-RJ,3304557,PESCADA,23350,164002.23,Brasil
2021,8,BRAGANÇA-PA,1501709,PA,CEASA/SP - CAMPINAS,SP,CAMPINAS-SP,3509502,TANGERINA PONKAN,12600,29055.6,Brasil
2021,8,DOIS IRMÃOS DO TOCANTINS-TO,1707207,TO,CEASA/SP - CAMPINAS,SP,CAMPINAS-SP,3509502,ABACAXI PEROLA,19250,45430.0,Brasil
2021,8,DOIS IRMÃOS DO TOCANTINS-TO,1707207,TO,CEASA/SP - CAMPINAS,SP,CAMPINAS-SP,3509502,ABACAXI PEROLA,14000,33041.4,Brasil
2021,8,FLORESTA DO ARAGUAIA-PA,1503044,PA,CEASA/SP - CAMPINAS,SP,CAMPINAS-SP,3509502,ABACAXI PEROLA,12000,28297.2,Brasil
2021,8,FLORESTA DO ARAGUAIA-PA,1503044,PA,CEASA/SP - CAMPINAS,SP,CAMPINAS-SP,3509502,ABACAXI PEROLA,40000,94400.0,Brasil
2021,8,PALMAS-TO,1721000,TO,CEASA/SP - CAMPINAS,SP,CAMPINAS-SP,3509502,ABACAXI PEROLA,32544,76803.84,Brasil
2021,8,DOIS IRMÃOS DO TOCANTINS-TO,1707207,TO,CEASA/SP - CAMPINAS,SP,CAMPINAS-SP,3509502,ABACAXI SMOOTH CAYENE,12000,38372.4,Brasil
2021,8,FLORESTA DO ARAGUAIA-PA,1503044,PA,CEASA/SP - CAMPINAS,SP,CAMPINAS-SP,3509502,ABACAXI SMOOTH CAYENE,16500,48811.95,Brasil
2021,8,PALMAS-TO,1721000,TO,CEASA/SP - CAMPINAS,SP,CAMPINAS-SP,3509502,ABACAXI SMOOTH CAYENE,8000,23666.4,Brasil
2021,8,CRISTALÂNDIA-TO,1706100,TO,CEASA/SP - CAMPINAS,SP,CAMPINAS-SP,3509502,CEBOLA AMARELA,34600,48270.46,Brasil
2021,8,CRISTALÂNDIA-TO,1706100,TO,CEASA/SP - CAMPINAS,SP,CAMPINAS-SP,3509502,CEBOLA AMARELA,20000,27634.0,Brasil
2021,8,AMAPÁ-AP,1600105,AP,CEASA/SP - CAMPINAS,SP,CAMPINAS-SP,3509502,CHUCHU,2000,3949.0,Brasil
2021,8,AMAPÁ-AP,1600105,AP,CEASA/SP - CAMPINAS,SP,CAMPINAS-SP,3509502,CHUCHU,2000,3756.2,Brasil
2021,8,BRAGANÇA-PA,1501709,PA,CEASA/SP - CAMPINAS,SP,CAMPINAS-SP,3509502,LARANJA PERA,8000,13930.4,Brasil
2021,8,LAGOA DA CONFUSÃO-TO,1711902,TO,CEASA/SP - CAMPINAS,SP,CAMPINAS-SP,3509502,MELANCIA BABY,11500,32861.25,Brasil
2021,8,PALMAS-TO,1721000,TO,CEASA/SP - CAMPINAS,SP,CAMPINAS-SP,3509502,MELANCIA COMPRIDA,1600,2320.0,Brasil
2021,8,LAGOA DA CONFUSÃO-TO,1711902,TO,CEASA/SP - CAMPINAS,SP,CAMPINAS-SP,3509502,MELANCIA REDONDA,18460,23890.93,Brasil
2021,8,LAGOA DA CONFUSÃO-TO,1711902,TO,CEASA/SP - CAMPINAS,SP,CAMPINAS-SP,3509502,MELANCIA REDONDA,104240,134521.72,Brasil
2021,8,MIRANORTE-TO,1713304,TO,CEASA/SP - CAMPINAS,SP,CAMPINAS-SP,3509502,MELANCIA REDONDA,14000,18060.0,Brasil
2021,8,MIRANORTE-TO,1713304,TO,CEASA/SP - CAMPINAS,SP,CAMPINAS-SP,3509502,MELANCIA REDONDA,75000,96787.5,Brasil
2021,8,PALMAS-TO,1721000,TO,CEASA/SP - CAMPINAS,SP,CAMPINAS-SP,3509502,MELANCIA REDONDA,111600,144019.8,Brasil
2021,8,PEIXE-TO,1716604,TO,CEASA/SP - CAMPINAS,SP,CAMPINAS-SP,3509502,MELANCIA REDONDA,17790,22958.0,Brasil
2021,8,SANTA RITA DO TOCANTINS-TO,1718899,TO,CEASA/SP - CAMPINAS,SP,CAMPINAS-SP,3509502,MELANCIA REDONDA,14000,18067.0,Brasil
2021,8,LAGOA DA CONFUSÃO-TO,1711902,TO,CEASA/SP - CAMPINAS,SP,CAMPINAS-SP,3509502,MELANCIA SEM SEMENTE,15000,33375.0,Brasil
2021,8,PEIXE-TO,1716604,TO,CEASA/SP - CAMPINAS,SP,CAMPINAS-SP,3509502,MELANCIA SEM SEMENTE,17800,39605.0,Brasil
2021,8,ACARÁ-PA,1500206,PA,CEASA/SP - CAMPINAS,SP,CAMPINAS-SP,3509502,PITAYA,600,13594.38,Brasil
2021,8,TOMÉ-AÇU-PA,1508001,PA,CEASA/SP - CAMPINAS,SP,CAMPINAS-SP,3509502,PITAYA,1160,26282.47,Brasil
2021,8,TOMÉ-AÇU-PA,1508001,PA,CEASA/SP - CAMPINAS,SP,CAMPINAS-SP,3509502,PITAYA,5000,121275.0,Brasil
2021,8,LIMOEIRO DO AJURU-PA,1504000,PA,CEASA/CE - FORTALEZA,CE,MARACANAÚ-CE,2307650,BANANA PACOVAN,14000,18620.0,Brasil
2021,8,NOVA OLINDA DO NORTE-AM,1303106,AM,CEASA/PE - RECIFE,PE,RECIFE-PE,2611606,SABAO PO,12500,115000.0,Brasil
2021,8,BURITIS-RO,1100452,RO,CEASA/PE - RECIFE,PE,RECIFE-PE,2611606,OVOS GRANJA BCO EMBALADO,1950,12343.5,Brasil
2021,8,SANTO ANTÔNIO DO TAUÁ-PA,1507003,PA,CEASA/PE - RECIFE,PE,RECIFE-PE,2611606,OLEO DE SOJA,3496,30380.24,Brasil
2021,8,VITÓRIA DO XINGU-PA,1508357,PA,CEASA/PE - RECIFE,PE,RECIFE-PE,2611606,ITENS DIVERSOS,144,5544.0,Brasil
2021,8,MAGALHÃES BARATA-PA,1504109,PA,CEASA/PE - RECIFE,PE,RECIFE-PE,2611606,ITENS DIVERSOS,96,2539.2,Brasil
2021,8,CASTANHAL-PA,1502400,PA,CEASA/PE - RECIFE,PE,RECIFE-PE,2611606,ITENS DIVERSOS,39,234.0,Brasil
2021,8,ALTA FLORESTA D'OESTE-RO,1100015,RO,CEASA/PE - RECIFE,PE,RECIFE-PE,2611606,ITENS DIVERSOS,6027,21094.5,Brasil
2021,8,MAGALHÃES BARATA-PA,1504109,PA,CEASA/PE - RECIFE,PE,RECIFE-PE,2611606,MANTEIGA,65,2263.95,Brasil
2021,8,VITÓRIA DO XINGU-PA,1508357,PA,CEASA/PE - RECIFE,PE,RECIFE-PE,2611606,MARGARINA,26426,219335.8,Brasil
2021,8,CEREJEIRAS-RO,1100056,RO,CEASA/PE - RECIFE,PE,RECIFE-PE,2611606,MOSTARDA,10914,95497.5,Brasil
2021,8,GUAJARÁ-MIRIM-RO,1100106,RO,CEASA/PE - RECIFE,PE,RECIFE-PE,2611606,MILHO VERDE,6940,12214.4,Brasil
2021,8,ALTO ALEGRE DOS PARECIS-RO,1100379,RO,CEASA/PE - RECIFE,PE,RECIFE-PE,2611606,MEL,50,1050.0,Brasil
2021,8,BOA VISTA DO RAMOS-AM,1300680,AM,CEASA/PE - RECIFE,PE,RECIFE-PE,2611606,MANDIOCA COMUM,1250,2212.5,Brasil
2021,8,MARACANÃ-PA,1504307,PA,CEASA/PE - RECIFE,PE,RECIFE-PE,2611606,MARACUJA,4000,10920.0,Brasil
2021,8,CAPITÃO POÇO-PA,1502301,PA,CEASA/PE - RECIFE,PE,RECIFE-PE,2611606,MARACUJA,10500,28665.0,Brasil
2021,8,XINGUARA-PA,1508407,PA,CEASA/PE - RECIFE,PE,RECIFE-PE,2611606,LINGUICA,83,1473.25,Brasil
2021,8,ALVORADA D'OESTE-RO,1100346,RO,CEASA/PE - RECIFE,PE,RECIFE-PE,2611606,LEITE EM PO,3794,93901.5,Brasil
2021,8,SÃO FRANCISCO DO GUAPORÉ-RO,1101492,RO,CEASA/PE - RECIFE,PE,RECIFE-PE,2611606,INHAME,38000,158840.0,Brasil
2021,8,PARECIS-RO,1101450,RO,CEASA/PE - RECIFE,PE,RECIFE-PE,2611606,GALINHA,1235,11633.7,Brasil
2021,8,RECURSOLÂNDIA-TO,1718501,TO,CEASA/PE - RECIFE,PE,RECIFE-PE,2611606,FUBA,6626,26371.48,Brasil
2021,8,BOA VISTA DO RAMOS-AM,1300680,AM,CEASA/PE - RECIFE,PE,RECIFE-PE,2611606,FEIJAO VERDE,120,414.0,Brasil
2021,8,NOVA OLINDA DO NORTE-AM,1303106,AM,CEASA/PE - RECIFE,PE,RECIFE-PE,2611606,DOCE,522,4045.5,Brasil
2021,8,ALTO ALEGRE DOS PARECIS-RO,1100379,RO,CEASA/PE - RECIFE,PE,RECIFE-PE,2611606,DOCE,100,775.0,Brasil
2021,8,MACHADINHO D'OESTE-RO,1100130,RO,CEASA/PE - RECIFE,PE,RECIFE-PE,2611606,COENTRO,1120,4368.0,Brasil
2021,8,XINGUARA-PA,1508407,PA,CEASA/PE - RECIFE,PE,RECIFE-PE,2611606,CARNE FRESCA,612,13158.0,Brasil
2021,8,SANTANA DO ARAGUAIA-PA,1506708,PA,CEASA/PE - RECIFE,PE,RECIFE-PE,2611606,CARNE FRESCA,671,14426.5,Brasil
2021,8,RIO MARIA-PA,1506161,PA,CEASA/PE - RECIFE,PE,RECIFE-PE,2611606,CARNE FRESCA,1115,23972.5,Brasil
2021,8,REDENÇÃO-PA,1506138,PA,CEASA/PE - RECIFE,PE,RECIFE-PE,2611606,CARNE FRESCA,4857,104425.5,Brasil
2021,8,PONTA DE PEDRAS-PA,1505700,PA,CEASA/PE - RECIFE,PE,RECIFE-PE,2611606,CARNE FRESCA,323,6944.5,Brasil
2021,8,CANAÃ DOS CARAJÁS-PA,1502152,PA,CEASA/PE - RECIFE,PE,RECIFE-PE,2611606,CARNE FRESCA,5857,125925.5,Brasil
2021,8,REDENÇÃO-PA,1506138,PA,CEASA/PE - RECIFE,PE,RECIFE-PE,2611606,CARNE CHARQUE,2388,75890.64,Brasil
2021,8,ALTA FLORESTA D'OESTE-RO,1100015,RO,CEASA/PE - RECIFE,PE,RECIFE-PE,2611606,CAFE,1512,33264.0,Brasil
2021,8,BOA VISTA DO RAMOS-AM,1300680,AM,CEASA/PE - RECIFE,PE,RECIFE-PE,2611606,BATATA DOCE,6000,15540.0,Brasil
2021,8,NOVA OLINDA DO NORTE-AM,1303106,AM,CEASA/PE - RECIFE,PE,RECIFE-PE,2611606,BISCOITO,2500,23700.0,Brasil
2021,8,BONITO-PA,1501600,PA,CEASA/PE - RECIFE,PE,RECIFE-PE,2611606,BANANA COMPRIDA,6500,19825.0,Brasil
2021,8,PONTA DE PEDRAS-PA,1505700,PA,CEASA/PE - RECIFE,PE,RECIFE-PE,2611606,ACUCAR,9000,26910.0,Brasil
2021,8,PORTO VELHO-RO,1100205,RO,CEASA/PE - RECIFE,PE,RECIFE-PE,2611606,ALHO BRASILEIRO,20000,296400.0,Brasil
2021,8,BELÉM-PA,1501402,PA,CEASA/PE - RECIFE,PE,RECIFE-PE,2611606,OUTROS GENEROS,2000,17340.0,Brasil
2021,8,CEREJEIRAS-RO,1100056,RO,CEASA/PE - RECIFE,PE,RECIFE-PE,2611606,OUTROS GENEROS,11000,95370.0,Brasil
2021,8,MARECHAL THAUMATURGO-AC,1200351,AC,CEASA/PE - RECIFE,PE,RECIFE-PE,2611606,OUTROS GENEROS,1495,26087.75,Brasil
2021,8,ALTA FLORESTA D'OESTE-RO,1100015,RO,CEASA/PE - RECIFE,PE,RECIFE-PE,2611606,BANANA PACOVAN,6000,7800.0,Brasil
2021,8,BONITO-PA,1501600,PA,CEASA/PE - RECIFE,PE,RECIFE-PE,2611606,BANANA PACOVAN,1540,2002.0,Brasil
2021,8,FLORESTA DO ARAGUAIA-PA,1503044,PA,CEASA/PR - CURITIBA,PR,CURITIBA-PR,4106902,ABACAXI PEROLA GRAUDO,233000,428260.0,Brasil
2021,8,BANNACH-PA,1501253,PA,CEASA/PR - CURITIBA,PR,CURITIBA-PR,4106902,ABACAXI PEROLA GRAUDO,110000,211000.0,Brasil
2021,8,FLORESTA DO ARAGUAIA-PA,1503044,PA,CEASA/PR - CURITIBA,PR,CURITIBA-PR,4106902,ABACAXI,77500,148700.0,Brasil
2021,8,ALVORADA-TO,1700707,TO,CEASA/PR - CURITIBA,PR,CURITIBA-PR,4106902,MELANCIA REDONDA,35700,49980.0,Brasil
2021,8,CRISTALÂNDIA-TO,1706100,TO,CEASA/PR - CURITIBA,PR,CURITIBA-PR,4106902,MELANCIA REDONDA,65140,91196.0,Brasil
2021,8,FORMOSO DO ARAGUAIA-TO,1708205,TO,CEASA/PR - CURITIBA,PR,CURITIBA-PR,4106902,MELANCIA REDONDA,15000,21000.0,Brasil
2021,8,LAGOA DA CONFUSÃO-TO,1711902,TO,CEASA/PR - CURITIBA,PR,CURITIBA-PR,4106902,MELANCIA REDONDA,84800,122200.0,Brasil
2021,8,SANTA RITA DO TOCANTINS-TO,1718899,TO,CEASA/PR - CURITIBA,PR,CURITIBA-PR,4106902,MELANCIA REDONDA,114000,165000.0,Brasil
2021,8,FLORESTA DO ARAGUAIA-PA,1503044,PA,CEASA/RS - PORTO ALEGRE,RS,PORTO ALEGRE-RS,4314902,ABACAXI PEROLA,469900,1117576.83,Brasil
2021,8,MONTE NEGRO-RO,1101401,RO,CEASA/RS - PORTO ALEGRE,RS,PORTO ALEGRE-RS,4314902,LARANJA LIMA,32272,71115.76,Brasil
2021,8,LAGOA DA CONFUSÃO-TO,1711902,TO,CEASA/RS - PORTO ALEGRE,RS,PORTO ALEGRE-RS,4314902,MELANCIA KODAMA,62752,289984.0,Brasil
2021,8,LAGOA DA CONFUSÃO-TO,1711902,TO,CEASA/RS - PORTO ALEGRE,RS,PORTO ALEGRE-RS,4314902,MELANCIA REDONDA,248748,392835.2,Brasil
2021,8,PALMAS-TO,1721000,TO,CEASA/RS - PORTO ALEGRE,RS,PORTO ALEGRE-RS,4314902,MELANCIA REDONDA,18000,27000.0,Brasil
2021,8,SÃO PAULO-SP,3550308,SP,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,CENOURA,1200,3888.0,Brasil
2021,8,SÃO PAULO-SP,3550308,SP,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,VAGEM MACARRAO,26,165.62,Brasil
2021,8,SÃO PAULO-SP,3550308,SP,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,UVA RED GLOBE,9276,113445.48,Brasil
2021,8,PETROLINA-PE,2611101,PE,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,UVA RED GLOBE,3570,43661.1,Brasil
2021,8,CAMPINAS-SP,3509502,SP,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,UVA RED GLOBE,600,7338.0,Brasil
2021,8,SÃO PAULO-SP,3550308,SP,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,UVA BENITAKA,250,3667.5,Brasil
2021,8,SÃO PAULO-SP,3550308,SP,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,TOMATE SANTA CRUZ,630,3213.0,Brasil
2021,8,SÃO PAULO-SP,3550308,SP,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,TOMATE SANTA CRUZ,540,2754.0,Brasil
2021,8,CURITIBA-PR,4106902,PR,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,TOMATE SANTA CRUZ,3600,18360.0,Brasil
2021,8,CURITIBA-PR,4106902,PR,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,TOMATE SANTA CRUZ,3600,18360.0,Brasil
2021,8,CAMPINAS-SP,3509502,SP,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,TOMATE SANTA CRUZ,11592,59119.2,Brasil
2021,8,ARAGUARI-MG,3103504,MG,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,TOMATE SANTA CRUZ,25200,128520.0,Brasil
2021,8,SÃO PAULO-SP,3550308,SP,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,TANGERINA PONKAN,1944,4850.09,Brasil
2021,8,RIO BRANCO-AC,1200401,AC,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,TANGERINA PONKAN,20,49.9,Brasil
2021,8,SÃO PAULO-SP,3550308,SP,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,TANGERINA MURCOTT,6480,29354.4,Brasil
2021,8,AGUAÍ-SP,3500303,SP,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,TANGERINA MURCOTT,1080,4892.4,Brasil
2021,8,SENADOR GUIOMARD-AC,1200450,AC,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,SALSA,14,200.06,Brasil
2021,8,RIO BRANCO-AC,1200401,AC,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,SALSA,55,785.95,Brasil
2021,8,PORTO ACRE-AC,1200807,AC,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,SALSA,21,300.09,Brasil
2021,8,SENADOR GUIOMARD-AC,1200450,AC,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,RUCULA,327,2181.09,Brasil
2021,8,RIO BRANCO-AC,1200401,AC,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,RUCULA,613,4088.71,Brasil
2021,8,PORTO ACRE-AC,1200807,AC,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,RUCULA,82,546.94,Brasil
2021,8,SÃO PAULO-SP,3550308,SP,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,REPOLHO ROXO,450,3951.0,Brasil
2021,8,SÃO PAULO-SP,3550308,SP,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,REPOLHO HIBRIDO,6625,46441.25,Brasil
2021,8,IBIÚNA-SP,3519709,SP,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,REPOLHO HIBRIDO,19400,135994.0,Brasil
2021,8,IBIÚNA-SP,3519709,SP,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,REPOLHO HIBRIDO,5550,38905.5,Brasil
2021,8,CAMPO LARGO-PR,4104204,PR,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,REPOLHO HIBRIDO,750,5257.5,Brasil
2021,8,ARAUCÁRIA-PR,4101804,PR,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,REPOLHO HIBRIDO,3750,26287.5,Brasil
2021,8,RIO BRANCO-AC,1200401,AC,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,QUIABO,1475,6150.01,Brasil
2021,8,RIO BRANCO-AC,1200401,AC,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,QUEIJO,1504,4512.0,Brasil
2021,8,CAPIXABA-AC,1200179,AC,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,POLPA DE FRUTAS,14,140.0,Brasil
2021,8,CAPIXABA-AC,1200179,AC,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,POLPA DE FRUTAS,18,180.0,Brasil
2021,8,SENADOR GUIOMARD-AC,1200450,AC,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,PIMENTA DE CHEIRO,62,708.86,Brasil
2021,8,RIO BRANCO-AC,1200401,AC,CEASA/AC - RIO BRANCO,AC,RIO BRANCO-AC,1200401,PIMENTA DE CHEIRO,6525,74602.28,Brasil
