municipio_ceasa,cod_ibge_municipio,uf_ceasa,dsc_ceasa,dsc_produto,sig_unidade_medida,data_preco,preco_diario
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2024/01/17 00:00:00.000,3.62
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2022/08/23 00:00:00.000,3.62
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2022/08/09 00:00:00.000,3.33
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2022/10/11 00:00:00.000,3.71
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2022/10/13 00:00:00.000,3.36
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2022/10/05 00:00:00.000,3.67
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2022/09/27 00:00:00.000,3.37
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2022/09/30 00:00:00.000,3.47
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2022/06/28 00:00:00.000,3.25
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2022/06/30 00:00:00.000,3.62
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2022/07/07 00:00:00.000,4.09
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2022/08/26 00:00:00.000,3.77
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2022/09/15 00:00:00.000,3.65
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2022/09/06 00:00:00.000,3.13
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2022/06/01 00:00:00.000,3.46
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2022/06/21 00:00:00.000,3.75
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2022/06/10 00:00:00.000,3.13
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2022/06/03 00:00:00.000,3.22
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2022/06/08 00:00:00.000,3.37
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2023/03/22 00:00:00.000,3.33
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2023/03/30 00:00:00.000,3.25
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2023/04/05 00:00:00.000,3.53
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2023/04/13 00:00:00.000,3.25
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2023/06/01 00:00:00.000,3.62
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2023/06/22 00:00:00.000,3.58
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2023/07/03 00:00:00.000,3.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2023/06/27 00:00:00.000,3.53
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2023/05/18 00:00:00.000,3.33
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2023/05/23 00:00:00.000,4.59
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2023/05/17 00:00:00.000,3.33
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2023/03/08 00:00:00.000,2.95
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2023/03/15 00:00:00.000,3.28
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2023/03/01 00:00:00.000,3.12
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2023/05/10 00:00:00.000,5.12
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2023/10/19 00:00:00.000,3.53
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2023/10/03 00:00:00.000,3.4
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2023/10/17 00:00:00.000,3.67
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2023/09/26 00:00:00.000,3.4
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2023/10/10 00:00:00.000,3.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2023/09/21 00:00:00.000,3.2
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2023/09/14 00:00:00.000,3.2
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2023/09/12 00:00:00.000,3.2
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2023/07/14 00:00:00.000,3.55
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2023/07/18 00:00:00.000,3.4
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2023/07/07 00:00:00.000,3.48
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2023/09/07 00:00:00.000,3.42
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2023/07/20 00:00:00.000,3.4
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2023/08/24 00:00:00.000,3.75
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2023/08/31 00:00:00.000,3.25
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2023/08/03 00:00:00.000,3.12
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2023/08/15 00:00:00.000,3.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2023/08/22 00:00:00.000,3.71
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2023/07/25 00:00:00.000,3.67
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2023/08/29 00:00:00.000,3.08
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2023/07/27 00:00:00.000,3.17
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2023/08/10 00:00:00.000,3.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2023/08/01 00:00:00.000,3.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2023/08/17 00:00:00.000,3.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2023/09/05 00:00:00.000,3.61
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2024/11/26 00:00:00.000,3.88
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2024/11/28 00:00:00.000,4.04
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2024/12/05 00:00:00.000,4.31
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2024/12/03 00:00:00.000,3.28
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2024/11/21 00:00:00.000,4.55
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2024/11/05 00:00:00.000,4.55
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2024/11/07 00:00:00.000,4.55
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2024/10/31 00:00:00.000,3.58
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2024/10/29 00:00:00.000,4.3
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2025/01/21 00:00:00.000,4.31
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2025/01/09 00:00:00.000,4.31
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2025/01/27 00:00:00.000,4.29
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2025/12/11 00:00:00.000,3.25
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2025/12/16 00:00:00.000,3.25
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2026/01/06 00:00:00.000,4.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2025/11/27 00:00:00.000,3.25
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2025/12/04 00:00:00.000,3.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2025/12/23 00:00:00.000,3.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2026/02/03 00:00:00.000,4.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2026/03/12 00:00:00.000,4.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2025/12/30 00:00:00.000,3.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2025/12/02 00:00:00.000,3.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2025/12/18 00:00:00.000,3.25
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2024/07/30 00:00:00.000,3.67
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2024/07/23 00:00:00.000,3.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2024/07/25 00:00:00.000,3.75
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2024/10/08 00:00:00.000,3.55
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2024/10/10 00:00:00.000,3.55
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2024/09/30 00:00:00.000,3.55
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2024/08/27 00:00:00.000,3.97
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2024/08/06 00:00:00.000,4.09
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2024/08/22 00:00:00.000,3.62
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2024/08/01 00:00:00.000,3.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2024/08/29 00:00:00.000,3.55
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2024/08/08 00:00:00.000,3.25
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2024/08/20 00:00:00.000,4.21
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2024/08/15 00:00:00.000,3.95
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2024/08/13 00:00:00.000,3.9
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2025/04/10 00:00:00.000,3.83
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2025/03/27 00:00:00.000,3.88
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2025/04/08 00:00:00.000,4.13
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2025/03/31 00:00:00.000,3.88
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2025/04/03 00:00:00.000,3.88
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2025/03/25 00:00:00.000,3.75
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2025/03/18 00:00:00.000,4.17
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2025/03/20 00:00:00.000,3.75
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2025/03/11 00:00:00.000,4.13
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2025/04/17 00:00:00.000,3.97
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2025/04/15 00:00:00.000,4.42
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2025/11/25 00:00:00.000,3.97
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MELAO AMARELO,KG,2025/11/26 00:00:00.000,3.97
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2023/08/17 00:00:00.000,2.75
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2023/07/25 00:00:00.000,4.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2023/08/29 00:00:00.000,2.8
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2023/07/27 00:00:00.000,2.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2023/08/01 00:00:00.000,4.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2023/08/03 00:00:00.000,2.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2023/08/22 00:00:00.000,2.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2023/08/31 00:00:00.000,4.4
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2023/08/24 00:00:00.000,2.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2023/08/10 00:00:00.000,2.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2023/10/03 00:00:00.000,2.75
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2023/09/26 00:00:00.000,2.75
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2023/07/20 00:00:00.000,2.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2023/07/14 00:00:00.000,2.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2023/07/07 00:00:00.000,2.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2024/01/04 00:00:00.000,3.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2024/01/23 00:00:00.000,3.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2024/01/11 00:00:00.000,11.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2024/01/18 00:00:00.000,3.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2024/02/06 00:00:00.000,2.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2024/02/13 00:00:00.000,2.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2024/01/25 00:00:00.000,3.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2024/01/30 00:00:00.000,3.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2023/11/23 00:00:00.000,2.25
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2023/11/30 00:00:00.000,1.75
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2024/02/15 00:00:00.000,1.75
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2024/02/27 00:00:00.000,2.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2023/12/07 00:00:00.000,1.75
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2023/10/24 00:00:00.000,3.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2022/12/22 00:00:00.000,3.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2023/02/03 00:00:00.000,4.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2023/02/01 00:00:00.000,4.4
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2023/01/27 00:00:00.000,4.8
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2022/11/18 00:00:00.000,3.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2023/02/08 00:00:00.000,4.8
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2023/02/14 00:00:00.000,3.2
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2023/02/24 00:00:00.000,4.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2023/02/10 00:00:00.000,4.8
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2022/12/14 00:00:00.000,3.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2022/12/13 00:00:00.000,3.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2022/12/16 00:00:00.000,4.15
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2022/12/05 00:00:00.000,3.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2024/05/22 00:00:00.000,1.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2024/05/14 00:00:00.000,1.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2024/05/16 00:00:00.000,2.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2024/05/23 00:00:00.000,1.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2024/05/28 00:00:00.000,2.25
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2024/05/30 00:00:00.000,2.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2024/06/13 00:00:00.000,2.48
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2024/06/04 00:00:00.000,2.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2024/06/06 00:00:00.000,2.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2024/03/28 00:00:00.000,1.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2024/05/10 00:00:00.000,2.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2024/03/26 00:00:00.000,1.75
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2024/06/18 00:00:00.000,2.48
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2024/06/25 00:00:00.000,15.73
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2024/07/04 00:00:00.000,15.73
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2024/06/27 00:00:00.000,15.73
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2024/06/20 00:00:00.000,2.75
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2024/04/11 00:00:00.000,1.73
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2024/04/16 00:00:00.000,1.75
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2024/04/09 00:00:00.000,2.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2024/04/30 00:00:00.000,1.75
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2024/05/02 00:00:00.000,1.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2024/04/02 00:00:00.000,1.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2024/05/09 00:00:00.000,2.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2024/04/23 00:00:00.000,2.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2024/05/07 00:00:00.000,1.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2024/04/25 00:00:00.000,2.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2024/03/14 00:00:00.000,2.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2024/03/12 00:00:00.000,2.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2024/03/05 00:00:00.000,2.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2024/03/07 00:00:00.000,1.75
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2023/05/10 00:00:00.000,2.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2023/05/18 00:00:00.000,2.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2023/05/23 00:00:00.000,1.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2023/05/17 00:00:00.000,2.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2023/03/30 00:00:00.000,2.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2023/03/22 00:00:00.000,1.75
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2023/04/13 00:00:00.000,1.75
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2023/04/05 00:00:00.000,2.33
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2023/07/03 00:00:00.000,2.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2023/06/22 00:00:00.000,2.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2023/06/27 00:00:00.000,2.25
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2023/06/01 00:00:00.000,2.25
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2023/03/01 00:00:00.000,3.2
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2023/03/08 00:00:00.000,3.2
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2023/03/15 00:00:00.000,2.25
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2022/06/21 00:00:00.000,2.75
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2022/06/03 00:00:00.000,5.59
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2022/06/08 00:00:00.000,3.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2022/06/01 00:00:00.000,3.01
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2022/06/10 00:00:00.000,4.17
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2022/06/28 00:00:00.000,4.02
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2022/06/30 00:00:00.000,4.02
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2022/08/09 00:00:00.000,2.75
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2022/09/27 00:00:00.000,4.44
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2022/09/30 00:00:00.000,3.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2022/08/26 00:00:00.000,2.75
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2022/09/06 00:00:00.000,3.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2022/09/15 00:00:00.000,3.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2022/07/07 00:00:00.000,2.75
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2025/11/25 00:00:00.000,1.25
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2025/11/26 00:00:00.000,1.25
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2025/12/30 00:00:00.000,3.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2025/12/18 00:00:00.000,3.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2025/12/23 00:00:00.000,3.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2026/02/03 00:00:00.000,3.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2025/12/02 00:00:00.000,3.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2026/03/12 00:00:00.000,3.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2025/12/16 00:00:00.000,3.25
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2025/12/11 00:00:00.000,3.25
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2026/01/06 00:00:00.000,3.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2025/12/04 00:00:00.000,3.25
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2025/11/27 00:00:00.000,3.25
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2025/01/09 00:00:00.000,3.75
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2025/01/21 00:00:00.000,3.75
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2025/01/27 00:00:00.000,3.25
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2024/12/05 00:00:00.000,3.75
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,MILHO VERDE,KG,2024/12/03 00:00:00.000,14.29
