municipio_ceasa,cod_ibge_municipio,uf_ceasa,dsc_ceasa,dsc_produto,sig_unidade_medida,data_preco,preco_diario
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2024/04/09 00:00:00.000,7.25
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2024/04/30 00:00:00.000,9.15
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2024/04/02 00:00:00.000,7.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2024/06/06 00:00:00.000,8.63
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2024/06/04 00:00:00.000,8.88
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2024/05/30 00:00:00.000,9.13
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2024/06/11 00:00:00.000,8.25
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2024/06/13 00:00:00.000,6.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/10/10 00:00:00.000,3.38
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/09/26 00:00:00.000,3.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/10/03 00:00:00.000,3.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/10/19 00:00:00.000,3.37
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/10/17 00:00:00.000,3.37
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/08/08 00:00:00.000,4.33
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/08/24 00:00:00.000,4.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/09/05 00:00:00.000,4.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/08/15 00:00:00.000,4.4
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/08/03 00:00:00.000,4.47
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/08/22 00:00:00.000,4.25
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/07/25 00:00:00.000,4.33
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/08/17 00:00:00.000,4.25
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/08/31 00:00:00.000,4.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/08/29 00:00:00.000,4.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/08/01 00:00:00.000,4.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/07/27 00:00:00.000,4.47
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/08/10 00:00:00.000,4.37
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/07/07 00:00:00.000,3.95
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/07/14 00:00:00.000,4.13
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/07/18 00:00:00.000,4.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/09/07 00:00:00.000,4.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/07/20 00:00:00.000,4.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/09/14 00:00:00.000,3.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/09/21 00:00:00.000,3.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/09/12 00:00:00.000,3.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2022/09/30 00:00:00.000,3.63
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2022/10/05 00:00:00.000,3.75
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2022/10/13 00:00:00.000,3.75
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2022/09/27 00:00:00.000,3.75
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2022/10/11 00:00:00.000,3.75
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2022/06/03 00:00:00.000,3.75
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2022/06/21 00:00:00.000,3.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2022/06/08 00:00:00.000,3.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2022/06/10 00:00:00.000,3.25
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2022/07/07 00:00:00.000,3.48
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2022/08/23 00:00:00.000,3.83
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2022/08/09 00:00:00.000,3.75
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2022/09/15 00:00:00.000,3.38
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2022/08/26 00:00:00.000,3.75
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2022/09/06 00:00:00.000,3.75
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2022/06/01 00:00:00.000,3.75
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2022/06/28 00:00:00.000,3.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2022/06/30 00:00:00.000,3.4
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/02/24 00:00:00.000,3.83
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/02/14 00:00:00.000,3.95
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/02/10 00:00:00.000,3.83
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/02/08 00:00:00.000,3.63
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/01/04 00:00:00.000,3.83
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2022/12/28 00:00:00.000,3.95
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/01/12 00:00:00.000,3.88
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2022/12/22 00:00:00.000,3.38
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2022/10/19 00:00:00.000,3.75
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2022/10/21 00:00:00.000,3.75
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2022/10/26 00:00:00.000,3.6
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2022/10/28 00:00:00.000,3.6
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2022/11/17 00:00:00.000,3.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2022/11/08 00:00:00.000,3.68
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2022/11/18 00:00:00.000,3.4
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2022/11/23 00:00:00.000,3.25
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2022/12/05 00:00:00.000,3.55
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2022/12/14 00:00:00.000,3.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2022/12/13 00:00:00.000,3.4
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2022/12/16 00:00:00.000,3.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2022/12/09 00:00:00.000,3.45
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/02/03 00:00:00.000,3.75
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/02/01 00:00:00.000,3.83
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/01/27 00:00:00.000,3.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/06/01 00:00:00.000,3.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/06/27 00:00:00.000,3.75
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/07/03 00:00:00.000,3.75
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/06/22 00:00:00.000,3.88
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/05/10 00:00:00.000,5.05
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/03/15 00:00:00.000,4.35
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/03/08 00:00:00.000,3.75
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/04/13 00:00:00.000,4.33
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/03/01 00:00:00.000,3.85
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/04/05 00:00:00.000,4.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/03/30 00:00:00.000,4.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/03/22 00:00:00.000,4.08
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/05/23 00:00:00.000,3.58
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/05/18 00:00:00.000,3.75
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/05/17 00:00:00.000,3.75
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2024/02/27 00:00:00.000,5.75
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2024/02/15 00:00:00.000,5.25
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2024/01/09 00:00:00.000,5.37
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2024/01/04 00:00:00.000,5.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2024/01/23 00:00:00.000,5.7
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2024/01/17 00:00:00.000,5.37
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2024/01/11 00:00:00.000,5.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2024/01/18 00:00:00.000,5.37
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/11/07 00:00:00.000,3.37
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/10/24 00:00:00.000,3.37
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/10/26 00:00:00.000,3.37
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/11/09 00:00:00.000,3.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/11/23 00:00:00.000,3.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/11/21 00:00:00.000,3.37
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/11/30 00:00:00.000,3.66
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/12/07 00:00:00.000,3.66
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/12/05 00:00:00.000,3.95
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/12/21 00:00:00.000,4.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2023/12/14 00:00:00.000,4.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2024/01/30 00:00:00.000,5.77
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2024/02/13 00:00:00.000,5.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2024/02/06 00:00:00.000,5.38
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BETERRABA,KG,2024/01/25 00:00:00.000,5.45
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2024/01/25 00:00:00.000,21.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2024/02/13 00:00:00.000,29.11
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2024/01/30 00:00:00.000,24.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2024/02/06 00:00:00.000,24.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/11/09 00:00:00.000,19.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/11/07 00:00:00.000,18.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/10/24 00:00:00.000,19.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/10/26 00:00:00.000,18.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2024/02/15 00:00:00.000,26.66
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2024/02/27 00:00:00.000,23.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2024/01/09 00:00:00.000,24.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2024/01/23 00:00:00.000,23.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2024/01/17 00:00:00.000,24.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2024/01/04 00:00:00.000,24.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2024/01/11 00:00:00.000,24.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2024/01/18 00:00:00.000,23.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/12/14 00:00:00.000,20.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/12/21 00:00:00.000,20.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/12/05 00:00:00.000,22.44
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/12/07 00:00:00.000,19.33
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/11/30 00:00:00.000,19.33
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/11/21 00:00:00.000,21.71
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2022/06/30 00:00:00.000,22.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2022/06/28 00:00:00.000,21.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2022/07/07 00:00:00.000,17.2
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2022/09/27 00:00:00.000,20.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2022/10/13 00:00:00.000,16.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2022/09/30 00:00:00.000,17.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2022/10/05 00:00:00.000,15.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2022/10/11 00:00:00.000,16.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2022/06/21 00:00:00.000,14.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2022/06/08 00:00:00.000,20.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2022/06/10 00:00:00.000,20.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2022/06/03 00:00:00.000,20.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2022/08/26 00:00:00.000,22.67
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2022/06/01 00:00:00.000,20.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2022/09/15 00:00:00.000,18.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2022/09/06 00:00:00.000,18.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2022/08/23 00:00:00.000,19.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2022/08/09 00:00:00.000,19.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2024/06/13 00:00:00.000,26.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2024/06/06 00:00:00.000,28.67
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2024/06/11 00:00:00.000,24.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2024/05/30 00:00:00.000,22.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2024/06/04 00:00:00.000,22.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2024/03/05 00:00:00.000,23.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2024/03/07 00:00:00.000,18.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2024/03/12 00:00:00.000,22.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2024/03/14 00:00:00.000,21.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2024/06/20 00:00:00.000,22.67
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2024/07/04 00:00:00.000,26.22
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2024/06/27 00:00:00.000,26.22
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2024/06/25 00:00:00.000,28.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2024/06/18 00:00:00.000,24.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2024/05/23 00:00:00.000,24.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2024/05/22 00:00:00.000,21.33
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2024/05/16 00:00:00.000,24.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2024/05/28 00:00:00.000,24.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2024/05/14 00:00:00.000,20.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2024/04/30 00:00:00.000,22.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2024/05/07 00:00:00.000,22.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2024/04/16 00:00:00.000,22.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2024/05/02 00:00:00.000,22.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2024/04/11 00:00:00.000,24.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2024/05/10 00:00:00.000,24.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2024/04/25 00:00:00.000,22.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2024/04/09 00:00:00.000,26.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2024/04/02 00:00:00.000,20.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2024/04/23 00:00:00.000,25.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2024/03/26 00:00:00.000,20.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2024/03/28 00:00:00.000,20.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2024/05/09 00:00:00.000,24.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/09/12 00:00:00.000,14.66
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/09/21 00:00:00.000,14.66
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/09/14 00:00:00.000,14.66
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/07/14 00:00:00.000,20.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/07/18 00:00:00.000,21.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/07/07 00:00:00.000,20.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/10/19 00:00:00.000,20.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/10/17 00:00:00.000,15.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/09/26 00:00:00.000,25.55
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/10/10 00:00:00.000,17.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/10/03 00:00:00.000,25.55
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/07/25 00:00:00.000,20.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/07/27 00:00:00.000,19.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/08/01 00:00:00.000,20.66
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/08/03 00:00:00.000,16.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/09/05 00:00:00.000,17.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/08/08 00:00:00.000,18.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/08/15 00:00:00.000,17.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/08/10 00:00:00.000,13.99
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/08/17 00:00:00.000,20.44
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/08/22 00:00:00.000,19.77
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/08/24 00:00:00.000,16.58
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/08/31 00:00:00.000,13.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/08/29 00:00:00.000,19.77
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/09/07 00:00:00.000,16.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/07/20 00:00:00.000,18.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/05/18 00:00:00.000,22.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/05/23 00:00:00.000,26.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/05/17 00:00:00.000,22.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/03/15 00:00:00.000,20.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/03/01 00:00:00.000,19.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/04/13 00:00:00.000,20.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/03/08 00:00:00.000,22.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/06/27 00:00:00.000,20.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/07/03 00:00:00.000,22.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/06/22 00:00:00.000,24.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/06/01 00:00:00.000,26.67
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/05/10 00:00:00.000,23.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/03/22 00:00:00.000,24.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/04/05 00:00:00.000,21.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/03/30 00:00:00.000,20.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/01/27 00:00:00.000,20.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/02/03 00:00:00.000,19.5
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/02/01 00:00:00.000,9.6
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2022/10/19 00:00:00.000,16.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2022/10/26 00:00:00.000,16.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2022/10/28 00:00:00.000,16.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2022/10/21 00:00:00.000,16.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/02/24 00:00:00.000,17.22
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/02/14 00:00:00.000,20.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/02/08 00:00:00.000,16.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/02/10 00:00:00.000,22.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2022/12/22 00:00:00.000,16.0
BELÉM-PA,1501402,PA,CEASA/PA - BELEM,BROCOLO,KG,2023/01/12 00:00:00.000,18.0
