descricao_produto_preco_minimo,id_produto,uf,regionalizacao,ano_inicio_vigencia,mes_incio_vigencia,ano_termino_vigencia,mes_termino_vigencia,preco,dsc_unidade_comercializacao,nome_normativo,url
ARROZ LONGO EM CASCA,4686,RO,RO,2020,2,2021,1,26.9,60 kg,"PORTARIA Nº 190, DE 9 DE JUNHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_190.pdf
ARROZ LONGO EM CASCA,4686,RO,RO,2021,2,2022,1,26.9,60 kg,"PORTARIA Nº 190, DE 9 DE JUNHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_190.pdf
ARROZ LONGO EM CASCA,4686,RO,RO,2022,2,2023,1,26.9,60 kg,"PORTARIA Nº 201, DE 1º DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_201.pdf
ARROZ LONGO EM CASCA,4686,RO,RO,2023,2,2024,1,26.9,60 kg,"PORTARIA MAPA Nº 452, DE 4 DE",https://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_452.pdf
ARROZ LONGO EM CASCA,4686,RO,RO,2024,2,2025,1,26.9,60 kg,"PORTARIA MAPA Nº 612, DE 31 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-612-de-31-de-agosto-de-2023-507003445
ARROZ LONGO EM CASCA,4686,RO,RO,2025,2,2026,1,29.59,60 kg,"PORTARIA MAPA Nº 700, DE 15 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-700-de-15-de-julho-de-2024-572339980
ARROZ LONGO FINO EM CASCA,4685,AC,AC,2014,2,2015,1,31.86,60 kg,"PORTARIA  Nº  190,  DE  9  DE",NI
ARROZ LONGO FINO EM CASCA,4685,AC,AC,2015,2,2016,1,32.7,60 kg,"PORTARIA  Nº  190,  DE  9  DE",NI
ARROZ LONGO FINO EM CASCA,4685,AC,AC,2016,2,2017,1,35.6,60 kg,"PORTARIA Nº 142, DE 8 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2015_PRT_142.pdf
ARROZ LONGO FINO EM CASCA,4685,AC,AC,2017,2,2018,1,41.97,60 kg,"PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
ARROZ LONGO FINO EM CASCA,4685,AC,AC,2018,2,2019,1,43.21,60 kg,"PORTARIA Nº 1.577, DE 17 DE JU",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
ARROZ LONGO FINO EM CASCA,4685,AC,AC,2019,2,2020,1,43.21,60 kg,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_935.pdf
ARROZ LONGO FINO EM CASCA,4685,AC,AC,2020,2,2021,1,47.55,60 kg,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_135.pdf
ARROZ LONGO FINO EM CASCA,4685,AC,AC,2021,2,2022,1,50.55,60 kg,"PORTARIA Nº 190, DE 9 DE JUNHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_190.pdf
ARROZ LONGO FINO EM CASCA,4685,AC,AC,2022,2,2023,1,62.34,60 kg,"PORTARIA Nº 201, DE 1º DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_201.pdf
ARROZ LONGO FINO EM CASCA,4685,AC,AC,2023,2,2024,1,78.57,60 kg,,
ARROZ LONGO FINO EM CASCA,4685,AC,AC,2024,2,2025,1,72.73,60 kg,"PORTARIA MAPA Nº 612, DE 31 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-612-de-31-de-agosto-de-2023-507003445
ARROZ LONGO FINO EM CASCA,4685,AC,AC,2025,2,2026,1,80.0,60 kg,"PORTARIA MAPA Nº 700, DE 15 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-700-de-15-de-julho-de-2024-572339980
ARROZ LONGO FINO EM CASCA,4685,AC,AC,2026,2,2027,1,80.0,60 kg,"PORTARIA MAPA Nº 812, DE 7 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-812-de-7-de-julho-de-2025-640776008
ARROZ LONGO FINO EM CASCA,4685,AC,AC,2027,2,2028,1,88.44,60 kg,"PORTARIA MAPA Nº 934, DE 09 DE",https://www.in.gov.br/web/dou/-/portaria-mapa-n-934-de-9-de-julho-de-2026-718439459
ARROZ LONGO FINO EM CASCA,4685,AM,AM,2014,2,2015,1,31.86,60 kg,"PORTARIA  Nº  190,  DE  9  DE",NI
ARROZ LONGO FINO EM CASCA,4685,AM,AM,2015,2,2016,1,32.7,60 kg,"PORTARIA  Nº  190,  DE  9  DE",NI
ARROZ LONGO FINO EM CASCA,4685,AM,AM,2016,2,2017,1,35.6,60 kg,"PORTARIA Nº 142, DE 8 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2015_PRT_142.pdf
ARROZ LONGO FINO EM CASCA,4685,AM,AM,2017,2,2018,1,41.97,60 kg,"PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
ARROZ LONGO FINO EM CASCA,4685,AM,AM,2018,2,2019,1,43.21,60 kg,"PORTARIA Nº 1.577, DE 17 DE JU",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
ARROZ LONGO FINO EM CASCA,4685,AM,AM,2019,2,2020,1,43.21,60 kg,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_935.pdf
ARROZ LONGO FINO EM CASCA,4685,AM,AM,2020,2,2021,1,47.55,60 kg,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_135.pdf
ARROZ LONGO FINO EM CASCA,4685,AM,AM,2021,2,2022,1,50.55,60 kg,"PORTARIA Nº 190, DE 9 DE JUNHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_190.pdf
ARROZ LONGO FINO EM CASCA,4685,AM,AM,2022,2,2023,1,62.34,60 kg,"PORTARIA Nº 201, DE 1º DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_201.pdf
ARROZ LONGO FINO EM CASCA,4685,AM,AM,2023,2,2024,1,78.57,60 kg,,
ARROZ LONGO FINO EM CASCA,4685,AM,AM,2024,2,2025,1,72.73,60 kg,"PORTARIA MAPA Nº 612, DE 31 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-612-de-31-de-agosto-de-2023-507003445
ARROZ LONGO FINO EM CASCA,4685,AM,AM,2025,2,2026,1,80.0,60 kg,"PORTARIA MAPA Nº 700, DE 15 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-700-de-15-de-julho-de-2024-572339980
ARROZ LONGO FINO EM CASCA,4685,AM,AM,2026,2,2027,1,80.0,60 kg,"PORTARIA MAPA Nº 812, DE 7 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-812-de-7-de-julho-de-2025-640776008
ARROZ LONGO FINO EM CASCA,4685,AM,AM,2027,2,2028,1,88.44,60 kg,"PORTARIA MAPA Nº 934, DE 09 DE",https://www.in.gov.br/web/dou/-/portaria-mapa-n-934-de-9-de-julho-de-2026-718439459
ARROZ LONGO FINO EM CASCA,4685,AP,AP,2014,2,2015,1,31.86,60 kg,"PORTARIA  Nº  190,  DE  9  DE",NI
ARROZ LONGO FINO EM CASCA,4685,AP,AP,2015,2,2016,1,32.7,60 kg,"PORTARIA  Nº  190,  DE  9  DE",NI
ARROZ LONGO FINO EM CASCA,4685,AP,AP,2016,2,2017,1,35.6,60 kg,"PORTARIA Nº 142, DE 8 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2015_PRT_142.pdf
ARROZ LONGO FINO EM CASCA,4685,AP,AP,2017,2,2018,1,41.97,60 kg,"PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
ARROZ LONGO FINO EM CASCA,4685,AP,AP,2018,2,2019,1,43.21,60 kg,"PORTARIA Nº 1.577, DE 17 DE JU",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
ARROZ LONGO FINO EM CASCA,4685,AP,AP,2019,2,2020,1,43.21,60 kg,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_935.pdf
ARROZ LONGO FINO EM CASCA,4685,AP,AP,2020,2,2021,1,47.55,60 kg,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_135.pdf
ARROZ LONGO FINO EM CASCA,4685,AP,AP,2021,2,2022,1,50.55,60 kg,"PORTARIA Nº 190, DE 9 DE JUNHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_190.pdf
ARROZ LONGO FINO EM CASCA,4685,AP,AP,2022,2,2023,1,62.34,60 kg,"PORTARIA Nº 201, DE 1º DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_201.pdf
ARROZ LONGO FINO EM CASCA,4685,AP,AP,2023,2,2024,1,78.57,60 kg,,
ARROZ LONGO FINO EM CASCA,4685,AP,AP,2024,2,2025,1,72.73,60 kg,"PORTARIA MAPA Nº 612, DE 31 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-612-de-31-de-agosto-de-2023-507003445
ARROZ LONGO FINO EM CASCA,4685,AP,AP,2025,2,2026,1,80.0,60 kg,"PORTARIA MAPA Nº 700, DE 15 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-700-de-15-de-julho-de-2024-572339980
ARROZ LONGO FINO EM CASCA,4685,AP,AP,2026,2,2027,1,80.0,60 kg,"PORTARIA MAPA Nº 812, DE 7 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-812-de-7-de-julho-de-2025-640776008
ARROZ LONGO FINO EM CASCA,4685,AP,AP,2027,2,2028,1,88.44,60 kg,"PORTARIA MAPA Nº 934, DE 09 DE",https://www.in.gov.br/web/dou/-/portaria-mapa-n-934-de-9-de-julho-de-2026-718439459
ARROZ LONGO FINO EM CASCA,4685,PA,PA,2014,2,2015,1,31.86,60 kg,"PORTARIA  Nº  190,  DE  9  DE",NI
ARROZ LONGO FINO EM CASCA,4685,PA,PA,2015,2,2016,1,32.7,60 kg,"PORTARIA  Nº  190,  DE  9  DE",NI
ARROZ LONGO FINO EM CASCA,4685,PA,PA,2016,2,2017,1,35.6,60 kg,"PORTARIA Nº 142, DE 8 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2015_PRT_142.pdf
ARROZ LONGO FINO EM CASCA,4685,PA,PA,2017,2,2018,1,41.97,60 kg,"PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
ARROZ LONGO FINO EM CASCA,4685,PA,PA,2018,2,2019,1,43.21,60 kg,"PORTARIA Nº 1.577, DE 17 DE JU",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
ARROZ LONGO FINO EM CASCA,4685,PA,PA,2019,2,2020,1,43.21,60 kg,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_935.pdf
ARROZ LONGO FINO EM CASCA,4685,PA,PA,2020,2,2021,1,47.55,60 kg,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_135.pdf
ARROZ LONGO FINO EM CASCA,4685,PA,PA,2021,2,2022,1,50.55,60 kg,"PORTARIA Nº 190, DE 9 DE JUNHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_190.pdf
ARROZ LONGO FINO EM CASCA,4685,PA,PA,2022,2,2023,1,62.34,60 kg,"PORTARIA Nº 201, DE 1º DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_201.pdf
ARROZ LONGO FINO EM CASCA,4685,PA,PA,2023,2,2024,1,78.57,60 kg,,
ARROZ LONGO FINO EM CASCA,4685,PA,PA,2024,2,2025,1,72.73,60 kg,"PORTARIA MAPA Nº 612, DE 31 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-612-de-31-de-agosto-de-2023-507003445
ARROZ LONGO FINO EM CASCA,4685,PA,PA,2025,2,2026,1,80.0,60 kg,"PORTARIA MAPA Nº 700, DE 15 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-700-de-15-de-julho-de-2024-572339980
ARROZ LONGO FINO EM CASCA,4685,PA,PA,2026,2,2027,1,80.0,60 kg,"PORTARIA MAPA Nº 812, DE 7 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-812-de-7-de-julho-de-2025-640776008
ARROZ LONGO FINO EM CASCA,4685,PA,PA,2027,2,2028,1,88.44,60 kg,"PORTARIA MAPA Nº 934, DE 09 DE",https://www.in.gov.br/web/dou/-/portaria-mapa-n-934-de-9-de-julho-de-2026-718439459
ARROZ LONGO FINO EM CASCA,4685,RO,RO,2014,2,2015,1,31.86,60 kg,"PORTARIA  Nº  190,  DE  9  DE",NI
ARROZ LONGO FINO EM CASCA,4685,RO,RO,2015,2,2016,1,32.7,60 kg,"PORTARIA  Nº  190,  DE  9  DE",NI
ARROZ LONGO FINO EM CASCA,4685,RO,RO,2016,2,2017,1,35.6,60 kg,"PORTARIA Nº 142, DE 8 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2015_PRT_142.pdf
ARROZ LONGO FINO EM CASCA,4685,RO,RO,2017,2,2018,1,41.97,60 kg,"PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
ARROZ LONGO FINO EM CASCA,4685,RO,RO,2018,2,2019,1,43.21,60 kg,"PORTARIA Nº 1.577, DE 17 DE JU",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
ARROZ LONGO FINO EM CASCA,4685,RO,RO,2019,2,2020,1,43.21,60 kg,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_935.pdf
ARROZ LONGO FINO EM CASCA,4685,RO,RO,2020,2,2021,1,47.55,60 kg,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_135.pdf
ARROZ LONGO FINO EM CASCA,4685,RO,RO,2021,2,2022,1,50.55,60 kg,"PORTARIA Nº 190, DE 9 DE JUNHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_190.pdf
ARROZ LONGO FINO EM CASCA,4685,RO,RO,2022,2,2023,1,62.34,60 kg,"PORTARIA Nº 201, DE 1º DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_201.pdf
ARROZ LONGO FINO EM CASCA,4685,RO,RO,2023,2,2024,1,78.57,60 kg,,
ARROZ LONGO FINO EM CASCA,4685,RO,RO,2024,2,2025,1,72.73,60 kg,"PORTARIA MAPA Nº 612, DE 31 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-612-de-31-de-agosto-de-2023-507003445
ARROZ LONGO FINO EM CASCA,4685,RO,RO,2025,2,2026,1,80.0,60 kg,"PORTARIA MAPA Nº 700, DE 15 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-700-de-15-de-julho-de-2024-572339980
ARROZ LONGO FINO EM CASCA,4685,RO,RO,2026,2,2027,1,80.0,60 kg,"PORTARIA MAPA Nº 812, DE 7 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-812-de-7-de-julho-de-2025-640776008
ARROZ LONGO FINO EM CASCA,4685,RO,RO,2027,2,2028,1,88.44,60 kg,"PORTARIA MAPA Nº 934, DE 09 DE",https://www.in.gov.br/web/dou/-/portaria-mapa-n-934-de-9-de-julho-de-2026-718439459
ARROZ LONGO FINO EM CASCA,4685,RR,RR,2014,2,2015,1,31.86,60 kg,"PORTARIA  Nº  190,  DE  9  DE",NI
ARROZ LONGO FINO EM CASCA,4685,RR,RR,2015,2,2016,1,32.7,60 kg,"PORTARIA  Nº  190,  DE  9  DE",NI
ARROZ LONGO FINO EM CASCA,4685,RR,RR,2016,2,2017,1,35.6,60 kg,"PORTARIA Nº 142, DE 8 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2015_PRT_142.pdf
ARROZ LONGO FINO EM CASCA,4685,RR,RR,2017,2,2018,1,41.97,60 kg,"PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
ARROZ LONGO FINO EM CASCA,4685,RR,RR,2018,2,2019,1,43.21,60 kg,"PORTARIA Nº 1.577, DE 17 DE JU",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
ARROZ LONGO FINO EM CASCA,4685,RR,RR,2019,2,2020,1,43.21,60 kg,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_935.pdf
ARROZ LONGO FINO EM CASCA,4685,RR,RR,2020,2,2021,1,47.55,60 kg,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_135.pdf
ARROZ LONGO FINO EM CASCA,4685,RR,RR,2021,2,2022,1,50.55,60 kg,"PORTARIA Nº 190, DE 9 DE JUNHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_190.pdf
ARROZ LONGO FINO EM CASCA,4685,RR,RR,2022,2,2023,1,62.34,60 kg,"PORTARIA Nº 201, DE 1º DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_201.pdf
ARROZ LONGO FINO EM CASCA,4685,RR,RR,2023,2,2024,1,78.57,60 kg,,
ARROZ LONGO FINO EM CASCA,4685,RR,RR,2024,2,2025,1,72.73,60 kg,"PORTARIA MAPA Nº 612, DE 31 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-612-de-31-de-agosto-de-2023-507003445
ARROZ LONGO FINO EM CASCA,4685,RR,RR,2025,2,2026,1,80.0,60 kg,"PORTARIA MAPA Nº 700, DE 15 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-700-de-15-de-julho-de-2024-572339980
ARROZ LONGO FINO EM CASCA,4685,RR,RR,2026,2,2027,1,80.0,60 kg,"PORTARIA MAPA Nº 812, DE 7 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-812-de-7-de-julho-de-2025-640776008
ARROZ LONGO FINO EM CASCA,4685,RR,RR,2027,2,2028,1,88.44,60 kg,"PORTARIA MAPA Nº 934, DE 09 DE",https://www.in.gov.br/web/dou/-/portaria-mapa-n-934-de-9-de-julho-de-2026-718439459
ARROZ LONGO FINO EM CASCA,4685,TO,TO,2014,2,2015,1,31.86,60 kg,"PORTARIA  Nº  190,  DE  9  DE",NI
ARROZ LONGO FINO EM CASCA,4685,TO,TO,2015,2,2016,1,32.7,60 kg,"PORTARIA  Nº  190,  DE  9  DE",NI
ARROZ LONGO FINO EM CASCA,4685,TO,TO,2016,2,2017,1,35.6,60 kg,"PORTARIA Nº 142, DE 8 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2015_PRT_142.pdf
ARROZ LONGO FINO EM CASCA,4685,TO,TO,2017,2,2018,1,41.97,60 kg,"PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
ARROZ LONGO FINO EM CASCA,4685,TO,TO,2018,2,2019,1,43.21,60 kg,"PORTARIA Nº 1.577, DE 17 DE JU",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
ARROZ LONGO FINO EM CASCA,4685,TO,TO,2019,2,2020,1,43.21,60 kg,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_935.pdf
ARROZ LONGO FINO EM CASCA,4685,TO,TO,2020,2,2021,1,47.55,60 kg,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_135.pdf
ARROZ LONGO FINO EM CASCA,4685,TO,TO,2021,2,2022,1,50.55,60 kg,"PORTARIA Nº 190, DE 9 DE JUNHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_190.pdf
ARROZ LONGO FINO EM CASCA,4685,TO,TO,2022,2,2023,1,62.34,60 kg,"PORTARIA Nº 201, DE 1º DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_201.pdf
ARROZ LONGO FINO EM CASCA,4685,TO,TO,2023,2,2024,1,78.57,60 kg,,
ARROZ LONGO FINO EM CASCA,4685,TO,TO,2024,2,2025,1,72.73,60 kg,"PORTARIA MAPA Nº 612, DE 31 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-612-de-31-de-agosto-de-2023-507003445
ARROZ LONGO FINO EM CASCA,4685,TO,TO,2025,2,2026,1,80.0,60 kg,"PORTARIA MAPA Nº 700, DE 15 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-700-de-15-de-julho-de-2024-572339980
ARROZ LONGO FINO EM CASCA,4685,TO,TO,2026,2,2027,1,80.0,60 kg,"PORTARIA MAPA Nº 812, DE 7 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-812-de-7-de-julho-de-2025-640776008
ARROZ LONGO FINO EM CASCA,4685,TO,TO,2027,2,2028,1,88.44,60 kg,"PORTARIA MAPA Nº 934, DE 09 DE",https://www.in.gov.br/web/dou/-/portaria-mapa-n-934-de-9-de-julho-de-2026-718439459
BABAÇU (AMÊNDOA) - PRODUTO EXTRATIVO,7995,AC,AC,2014,7,2015,6,2.49,kg,"PORTARIA  Nº  190,  DE  9  DE",NI
BABAÇU (AMÊNDOA) - PRODUTO EXTRATIVO,7995,AC,AC,2015,7,2016,6,2.49,kg,"PORTARIA  Nº  190,  DE  9  DE",NI
BABAÇU (AMÊNDOA) - PRODUTO EXTRATIVO,7995,AC,AC,2016,7,2017,6,2.87,kg,"PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
BABAÇU (AMÊNDOA) - PRODUTO EXTRATIVO,7995,AC,AC,2017,7,2017,12,2.87,kg,"PORTARIA Nº 1.577, DE 17 DE JU",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
BABAÇU (AMÊNDOA) - PRODUTO EXTRATIVO,7995,AC,AC,2018,1,2018,12,3.04,kg,"PORTARIA Nº 14, DE 3 DE JANEIR",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_14.pdf
BABAÇU (AMÊNDOA) - PRODUTO EXTRATIVO,7995,AC,AC,2019,1,2019,12,3.04,kg,"PORTARIA Nº 141, DE 8 DE JANEI",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_141.pdf
BABAÇU (AMÊNDOA) - PRODUTO EXTRATIVO,7995,AC,AC,2020,1,2020,12,3.82,kg,"PORTARIA Nº 313, DE 30 DE DEZE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_313.pdf
BABAÇU (AMÊNDOA) - PRODUTO EXTRATIVO,7995,AC,AC,2021,1,2021,12,3.82,kg,PREÇOS MÍNIMOS DOS PRODUTOS DE,http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_18.pdf
BABAÇU (AMÊNDOA) - PRODUTO EXTRATIVO,7995,AC,AC,2022,1,2022,12,4.28,kg,"PORTARIA MAPA Nº 376, DE 22 DE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_376.pdf
BABAÇU (AMÊNDOA) - PRODUTO EXTRATIVO,7995,AC,AC,2023,1,2023,12,5.34,kg,"PORTARIA MAPA Nº 534, DE 19 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-534-de-19-de-dezembro-de-2022-452020932
BABAÇU (AMÊNDOA) - PRODUTO EXTRATIVO,7995,AC,AC,2024,1,2024,12,6.35,kg,"PORTARIA MDA N° 41, DE 29 DE D",https://www.in.gov.br/web/dou/-/portaria-mda-n-41-de-29-de-dezembro-de-2023-535311884
BABAÇU (AMÊNDOA) - PRODUTO EXTRATIVO,7995,AC,AC,2025,1,2025,12,6.35,kg,"PORTARIA MAPA Nº 750, DE 24 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-750-de-24-de-dezembro-de-2024-604348255
BABAÇU (AMÊNDOA) - PRODUTO EXTRATIVO,7995,AC,AC,2026,1,2026,12,7.0,kg,"PORTARIA MAPA Nº 868, DE 1º DE",https://in.gov.br/en/web/dou/-/portaria-mapa-n-868-de-1-de-dezembro-de-2025-672624071
BABAÇU (AMÊNDOA) - PRODUTO EXTRATIVO,7995,AM,AM,2014,7,2015,6,2.49,kg,"PORTARIA  Nº  190,  DE  9  DE",NI
BABAÇU (AMÊNDOA) - PRODUTO EXTRATIVO,7995,AM,AM,2015,7,2016,6,2.49,kg,"PORTARIA  Nº  190,  DE  9  DE",NI
BABAÇU (AMÊNDOA) - PRODUTO EXTRATIVO,7995,AM,AM,2016,7,2017,6,2.87,kg,"PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
BABAÇU (AMÊNDOA) - PRODUTO EXTRATIVO,7995,AM,AM,2017,7,2017,12,2.87,kg,"PORTARIA Nº 1.577, DE 17 DE JU",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
BABAÇU (AMÊNDOA) - PRODUTO EXTRATIVO,7995,AM,AM,2018,1,2018,12,3.04,kg,"PORTARIA Nº 14, DE 3 DE JANEIR",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_14.pdf
BABAÇU (AMÊNDOA) - PRODUTO EXTRATIVO,7995,AM,AM,2019,1,2019,12,3.04,kg,"PORTARIA Nº 141, DE 8 DE JANEI",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_141.pdf
BABAÇU (AMÊNDOA) - PRODUTO EXTRATIVO,7995,AM,AM,2020,1,2020,12,3.82,kg,"PORTARIA Nº 313, DE 30 DE DEZE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_313.pdf
BABAÇU (AMÊNDOA) - PRODUTO EXTRATIVO,7995,AM,AM,2021,1,2021,12,3.82,kg,PREÇOS MÍNIMOS DOS PRODUTOS DE,http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_18.pdf
BABAÇU (AMÊNDOA) - PRODUTO EXTRATIVO,7995,AM,AM,2022,1,2022,12,4.28,kg,"PORTARIA MAPA Nº 376, DE 22 DE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_376.pdf
BABAÇU (AMÊNDOA) - PRODUTO EXTRATIVO,7995,AM,AM,2023,1,2023,12,5.34,kg,"PORTARIA MAPA Nº 534, DE 19 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-534-de-19-de-dezembro-de-2022-452020932
