produto,classificao_produto,id_produto,uf,regiao,ano,mes,data_inicial_final_semana,semana,dsc_nivel_comercializacao,valor_produto_kg
BANANA,NANICA,4627,AM,NORTE,2026,2,09-02-2026 - 13-02-2026,2,VAREJO,1.72
BANANA,NANICA,4627,AM,NORTE,2026,2,09-02-2026 - 13-02-2026,2,VAREJO,11.49
BANANA,NANICA,4627,AM,NORTE,2026,2,02-02-2026 - 06-02-2026,1,VAREJO,11.49
BANANA,NANICA,4627,AM,NORTE,2026,2,23-02-2026 - 27-02-2026,4,VAREJO,1.72
BANANA,NANICA,4627,AM,NORTE,2026,2,23-02-2026 - 27-02-2026,4,VAREJO,11.49
BANANA,NANICA,4627,AM,NORTE,2026,2,16-02-2026 - 20-02-2026,3,VAREJO,11.49
BANANA,NANICA,4627,AM,NORTE,2026,2,02-02-2026 - 06-02-2026,1,VAREJO,1.72
BANANA,NANICA,4627,AP,NORTE,2026,2,09-02-2026 - 13-02-2026,2,VAREJO,1.06
BANANA,NANICA,4627,AP,NORTE,2026,2,02-02-2026 - 06-02-2026,1,VAREJO,7.07
BANANA,NANICA,4627,AP,NORTE,2026,2,23-02-2026 - 27-02-2026,4,VAREJO,1.06
BANANA,NANICA,4627,AP,NORTE,2026,2,09-02-2026 - 13-02-2026,2,VAREJO,7.07
BANANA,NANICA,4627,AP,NORTE,2026,2,16-02-2026 - 20-02-2026,3,VAREJO,1.06
BANANA,NANICA,4627,AP,NORTE,2026,2,02-02-2026 - 06-02-2026,1,VAREJO,1.06
BANANA,NANICA,4627,AP,NORTE,2026,2,16-02-2026 - 20-02-2026,3,VAREJO,7.07
BANANA,NANICA,4627,AP,NORTE,2026,2,23-02-2026 - 27-02-2026,4,VAREJO,7.07
BANANA,PRATA,4629,AP,NORTE,2026,2,09-02-2026 - 13-02-2026,2,PREÇO RECEBIDO P/ PR,4.5
BANANA,PRATA,4629,AP,NORTE,2026,2,16-02-2026 - 20-02-2026,3,PREÇO RECEBIDO P/ PR,4.5
BANANA,PRATA,4629,AP,NORTE,2026,2,23-02-2026 - 27-02-2026,4,PREÇO RECEBIDO P/ PR,4.2
BANANA,PRATA,4629,AP,NORTE,2026,2,02-02-2026 - 06-02-2026,1,PREÇO RECEBIDO P/ PR,4.5
BANANA,PRATA,4629,AP,NORTE,2026,2,23-02-2026 - 27-02-2026,4,VAREJO,7.19
BANANA,PRATA,4629,AP,NORTE,2026,2,02-02-2026 - 06-02-2026,1,VAREJO,7.19
BANANA,PRATA,4629,AP,NORTE,2026,2,16-02-2026 - 20-02-2026,3,VAREJO,7.19
BANANA,PRATA,4629,AP,NORTE,2026,2,09-02-2026 - 13-02-2026,2,VAREJO,7.19
BANANA,PRATA,4629,AP,NORTE,2026,2,16-02-2026 - 20-02-2026,3,VAREJO,0.72
BANANA,PRATA,4629,AP,NORTE,2026,2,23-02-2026 - 27-02-2026,4,VAREJO,0.72
BANANA,PRATA,4629,AP,NORTE,2026,2,02-02-2026 - 06-02-2026,1,VAREJO,0.72
BANANA,PRATA,4629,AP,NORTE,2026,2,09-02-2026 - 13-02-2026,2,VAREJO,0.72
BANANA,PRATA,4629,PA,NORTE,2026,2,09-02-2026 - 13-02-2026,2,VAREJO,0.81
BANANA,PRATA,4629,PA,NORTE,2026,2,23-02-2026 - 27-02-2026,4,VAREJO,8.05
BANANA,NANICA,4627,PA,NORTE,2026,2,16-02-2026 - 20-02-2026,3,VAREJO,1.04
BANANA,NANICA,4627,PA,NORTE,2026,2,09-02-2026 - 13-02-2026,2,VAREJO,1.04
BANANA,NANICA,4627,PA,NORTE,2026,2,02-02-2026 - 06-02-2026,1,VAREJO,6.96
BANANA,NANICA,4627,PA,NORTE,2026,2,02-02-2026 - 06-02-2026,1,VAREJO,1.04
BANANA,NANICA,4627,PA,NORTE,2026,2,23-02-2026 - 27-02-2026,4,VAREJO,1.04
BANANA,NANICA,4627,PA,NORTE,2026,2,09-02-2026 - 13-02-2026,2,VAREJO,6.96
BANANA,NANICA,4627,PA,NORTE,2026,2,23-02-2026 - 27-02-2026,4,VAREJO,6.96
BANANA,PRATA,4629,PA,NORTE,2026,2,23-02-2026 - 27-02-2026,4,VAREJO,0.81
BANANA,PRATA,4629,PA,NORTE,2026,2,02-02-2026 - 06-02-2026,1,VAREJO,0.81
BANANA,PRATA,4629,PA,NORTE,2026,2,16-02-2026 - 20-02-2026,3,VAREJO,8.05
BANANA,NANICA,4627,PA,NORTE,2026,2,16-02-2026 - 20-02-2026,3,VAREJO,6.96
BANANA,PRATA,4629,PA,NORTE,2026,2,16-02-2026 - 20-02-2026,3,VAREJO,0.81
BANANA,PRATA,4629,PA,NORTE,2026,2,09-02-2026 - 13-02-2026,2,VAREJO,8.05
BANANA,PRATA,4629,PA,NORTE,2026,2,02-02-2026 - 06-02-2026,1,VAREJO,8.05
BANANA,NANICA,4627,RO,NORTE,2026,2,09-02-2026 - 13-02-2026,2,VAREJO,7.51
BANANA,NANICA,4627,RO,NORTE,2026,2,02-02-2026 - 06-02-2026,1,VAREJO,1.13
BANANA,NANICA,4627,RO,NORTE,2026,2,23-02-2026 - 27-02-2026,4,VAREJO,7.51
BANANA,NANICA,4627,RO,NORTE,2026,2,02-02-2026 - 06-02-2026,1,VAREJO,7.51
BANANA,NANICA,4627,RO,NORTE,2026,2,16-02-2026 - 20-02-2026,3,VAREJO,1.13
BANANA,NANICA,4627,RO,NORTE,2026,2,23-02-2026 - 27-02-2026,4,VAREJO,1.13
BANANA,NANICA,4627,RO,NORTE,2026,2,09-02-2026 - 13-02-2026,2,VAREJO,1.13
BANANA,NANICA,4627,RO,NORTE,2026,2,16-02-2026 - 20-02-2026,3,VAREJO,7.51
BANANA,PRATA,4629,RO,NORTE,2026,2,16-02-2026 - 20-02-2026,3,VAREJO,0.96
BANANA,PRATA,4629,RO,NORTE,2026,2,16-02-2026 - 20-02-2026,3,VAREJO,9.58
BANANA,PRATA,4629,RO,NORTE,2026,2,23-02-2026 - 27-02-2026,4,VAREJO,0.96
BANANA,PRATA,4629,RO,NORTE,2026,2,23-02-2026 - 27-02-2026,4,VAREJO,9.58
BANANA,PRATA,4629,RO,NORTE,2026,2,09-02-2026 - 13-02-2026,2,VAREJO,0.96
BANANA,PRATA,4629,RO,NORTE,2026,2,02-02-2026 - 06-02-2026,1,VAREJO,9.58
BANANA,PRATA,4629,RO,NORTE,2026,2,09-02-2026 - 13-02-2026,2,VAREJO,9.58
BANANA,PRATA,4629,RO,NORTE,2026,2,02-02-2026 - 06-02-2026,1,PREÇO RECEBIDO P/ PR,5.34
BANANA,PRATA,4629,RO,NORTE,2026,2,16-02-2026 - 20-02-2026,3,PREÇO RECEBIDO P/ PR,5.98
BANANA,PRATA,4629,RO,NORTE,2026,2,23-02-2026 - 27-02-2026,4,PREÇO RECEBIDO P/ PR,6.07
BANANA,PRATA,4629,RO,NORTE,2026,2,02-02-2026 - 06-02-2026,1,VAREJO,0.96
BANANA,PRATA,4629,RO,NORTE,2026,2,09-02-2026 - 13-02-2026,2,PREÇO RECEBIDO P/ PR,5.57
BANANA,PRATA,4629,RR,NORTE,2026,2,23-02-2026 - 27-02-2026,4,VAREJO,7.45
BANANA,PRATA,4629,RR,NORTE,2026,2,02-02-2026 - 06-02-2026,1,VAREJO,7.45
BANANA,PRATA,4629,RR,NORTE,2026,2,23-02-2026 - 27-02-2026,4,PREÇO RECEBIDO P/ PR,2.25
BANANA,PRATA,4629,RR,NORTE,2026,2,09-02-2026 - 13-02-2026,2,VAREJO,7.45
BANANA,PRATA,4629,RR,NORTE,2026,2,09-02-2026 - 13-02-2026,2,PREÇO RECEBIDO P/ PR,3.0
BANANA,PRATA,4629,RR,NORTE,2026,2,02-02-2026 - 06-02-2026,1,VAREJO,0.74
BANANA,PRATA,4629,RR,NORTE,2026,2,16-02-2026 - 20-02-2026,3,VAREJO,7.45
BANANA,PRATA,4629,RR,NORTE,2026,2,09-02-2026 - 13-02-2026,2,VAREJO,0.74
BANANA,PRATA,4629,RR,NORTE,2026,2,16-02-2026 - 20-02-2026,3,VAREJO,0.74
BANANA,PRATA,4629,RR,NORTE,2026,2,23-02-2026 - 27-02-2026,4,VAREJO,0.74
BANANA,PRATA,4629,RR,NORTE,2026,2,02-02-2026 - 06-02-2026,1,PREÇO RECEBIDO P/ PR,3.0
BANANA,PRATA,4629,RR,NORTE,2026,2,16-02-2026 - 20-02-2026,3,PREÇO RECEBIDO P/ PR,3.0
BANANA,NANICA,4627,RR,NORTE,2026,2,09-02-2026 - 13-02-2026,2,VAREJO,8.63
BANANA,NANICA,4627,RR,NORTE,2026,2,16-02-2026 - 20-02-2026,3,VAREJO,8.63
BANANA,NANICA,4627,RR,NORTE,2026,2,23-02-2026 - 27-02-2026,4,VAREJO,8.63
BANANA,NANICA,4627,RR,NORTE,2026,2,16-02-2026 - 20-02-2026,3,VAREJO,1.29
BANANA,NANICA,4627,RR,NORTE,2026,2,23-02-2026 - 27-02-2026,4,VAREJO,1.29
BANANA,NANICA,4627,RR,NORTE,2026,2,02-02-2026 - 06-02-2026,1,VAREJO,1.29
BANANA,NANICA,4627,RR,NORTE,2026,2,09-02-2026 - 13-02-2026,2,VAREJO,1.29
BANANA,NANICA,4627,RR,NORTE,2026,2,02-02-2026 - 06-02-2026,1,VAREJO,8.63
BANANA,NANICA,4627,TO,NORTE,2026,2,23-02-2026 - 27-02-2026,4,VAREJO,5.69
BANANA,NANICA,4627,TO,NORTE,2026,2,09-02-2026 - 13-02-2026,2,VAREJO,0.85
BANANA,NANICA,4627,TO,NORTE,2026,2,02-02-2026 - 06-02-2026,1,VAREJO,5.69
BANANA,NANICA,4627,TO,NORTE,2026,2,16-02-2026 - 20-02-2026,3,VAREJO,5.69
BANANA,NANICA,4627,TO,NORTE,2026,2,16-02-2026 - 20-02-2026,3,VAREJO,0.85
BANANA,NANICA,4627,TO,NORTE,2026,2,09-02-2026 - 13-02-2026,2,VAREJO,5.69
BANANA,NANICA,4627,TO,NORTE,2026,2,23-02-2026 - 27-02-2026,4,VAREJO,0.85
BANANA,NANICA,4627,TO,NORTE,2026,2,02-02-2026 - 06-02-2026,1,VAREJO,0.85
BANANA,PRATA,4629,TO,NORTE,2026,2,09-02-2026 - 13-02-2026,2,VAREJO,6.98
BANANA,PRATA,4629,TO,NORTE,2026,2,16-02-2026 - 20-02-2026,3,VAREJO,0.7
BANANA,PRATA,4629,TO,NORTE,2026,2,09-02-2026 - 13-02-2026,2,VAREJO,0.7
BANANA,PRATA,4629,TO,NORTE,2026,2,23-02-2026 - 27-02-2026,4,PREÇO RECEBIDO P/ PR,1.8
BANANA,PRATA,4629,TO,NORTE,2026,2,09-02-2026 - 13-02-2026,2,PREÇO RECEBIDO P/ PR,1.8
BANANA,PRATA,4629,TO,NORTE,2026,2,02-02-2026 - 06-02-2026,1,VAREJO,0.7
BANANA,PRATA,4629,TO,NORTE,2026,2,16-02-2026 - 20-02-2026,3,VAREJO,6.98
BANANA,PRATA,4629,TO,NORTE,2026,2,02-02-2026 - 06-02-2026,1,VAREJO,6.98
BANANA,PRATA,4629,TO,NORTE,2026,2,02-02-2026 - 06-02-2026,1,PREÇO RECEBIDO P/ PR,1.8
BANANA,PRATA,4629,TO,NORTE,2026,2,16-02-2026 - 20-02-2026,3,PREÇO RECEBIDO P/ PR,1.8
BANANA,PRATA,4629,TO,NORTE,2026,2,23-02-2026 - 27-02-2026,4,VAREJO,6.98
BANANA,PRATA,4629,TO,NORTE,2026,2,23-02-2026 - 27-02-2026,4,VAREJO,0.7
BANANA,PRATA,4629,AC,NORTE,2026,3,09-03-2026 - 13-03-2026,2,PREÇO RECEBIDO P/ PR,6.0
BANANA,PRATA,4629,AC,NORTE,2026,3,16-03-2026 - 20-03-2026,3,VAREJO,0.87
BANANA,PRATA,4629,AC,NORTE,2026,3,02-03-2026 - 06-03-2026,1,VAREJO,8.67
BANANA,PRATA,4629,AC,NORTE,2026,3,09-03-2026 - 13-03-2026,2,VAREJO,0.87
BANANA,PRATA,4629,AC,NORTE,2026,3,09-03-2026 - 13-03-2026,2,VAREJO,8.67
BANANA,PRATA,4629,AC,NORTE,2026,3,23-03-2026 - 27-03-2026,4,PREÇO RECEBIDO P/ PR,6.0
BANANA,PRATA,4629,AC,NORTE,2026,3,02-03-2026 - 06-03-2026,1,VAREJO,0.87
BANANA,PRATA,4629,AC,NORTE,2026,3,16-03-2026 - 20-03-2026,3,VAREJO,8.67
BANANA,PRATA,4629,AC,NORTE,2026,3,02-03-2026 - 06-03-2026,1,PREÇO RECEBIDO P/ PR,6.0
BANANA,PRATA,4629,AC,NORTE,2026,3,23-03-2026 - 27-03-2026,4,VAREJO,0.87
BANANA,PRATA,4629,AC,NORTE,2026,3,16-03-2026 - 20-03-2026,3,PREÇO RECEBIDO P/ PR,6.0
BANANA,PRATA,4629,AC,NORTE,2026,3,23-03-2026 - 27-03-2026,4,VAREJO,8.67
BANANA,NANICA,4627,AC,NORTE,2026,3,09-03-2026 - 13-03-2026,2,VAREJO,9.15
BANANA,NANICA,4627,AC,NORTE,2026,3,16-03-2026 - 20-03-2026,3,VAREJO,1.37
BANANA,NANICA,4627,AC,NORTE,2026,3,02-03-2026 - 06-03-2026,1,VAREJO,1.37
BANANA,NANICA,4627,AC,NORTE,2026,3,23-03-2026 - 27-03-2026,4,VAREJO,9.15
BANANA,NANICA,4627,AC,NORTE,2026,3,16-03-2026 - 20-03-2026,3,VAREJO,9.15
BANANA,NANICA,4627,AC,NORTE,2026,3,23-03-2026 - 27-03-2026,4,VAREJO,1.37
BANANA,NANICA,4627,AC,NORTE,2026,3,09-03-2026 - 13-03-2026,2,VAREJO,1.37
BANANA,NANICA,4627,AC,NORTE,2026,3,02-03-2026 - 06-03-2026,1,VAREJO,9.15
BANANA,PRATA,4629,AM,NORTE,2026,3,09-03-2026 - 13-03-2026,2,VAREJO,0.83
BANANA,PRATA,4629,AM,NORTE,2026,3,16-03-2026 - 20-03-2026,3,PREÇO RECEBIDO P/ PR,7.19
BANANA,PRATA,4629,AM,NORTE,2026,3,09-03-2026 - 13-03-2026,2,PREÇO RECEBIDO P/ PR,7.19
BANANA,PRATA,4629,AM,NORTE,2026,3,23-03-2026 - 27-03-2026,4,PREÇO RECEBIDO P/ PR,7.2
BANANA,PRATA,4629,AM,NORTE,2026,3,23-03-2026 - 27-03-2026,4,VAREJO,0.83
BANANA,PRATA,4629,AM,NORTE,2026,3,16-03-2026 - 20-03-2026,3,VAREJO,0.83
BANANA,PRATA,4629,AM,NORTE,2026,3,02-03-2026 - 06-03-2026,1,VAREJO,0.83
BANANA,PRATA,4629,AM,NORTE,2026,3,16-03-2026 - 20-03-2026,3,VAREJO,8.33
BANANA,PRATA,4629,AM,NORTE,2026,3,09-03-2026 - 13-03-2026,2,VAREJO,8.33
BANANA,PRATA,4629,AM,NORTE,2026,3,23-03-2026 - 27-03-2026,4,VAREJO,8.33
BANANA,PRATA,4629,AM,NORTE,2026,3,02-03-2026 - 06-03-2026,1,VAREJO,8.33
BANANA,PRATA,4629,AM,NORTE,2026,3,02-03-2026 - 06-03-2026,1,PREÇO RECEBIDO P/ PR,7.19
BANANA,NANICA,4627,AM,NORTE,2026,3,02-03-2026 - 06-03-2026,1,VAREJO,7.9
BANANA,NANICA,4627,AM,NORTE,2026,3,09-03-2026 - 13-03-2026,2,VAREJO,1.18
BANANA,NANICA,4627,AM,NORTE,2026,3,23-03-2026 - 27-03-2026,4,VAREJO,1.18
BANANA,NANICA,4627,AM,NORTE,2026,3,16-03-2026 - 20-03-2026,3,VAREJO,1.18
BANANA,NANICA,4627,AM,NORTE,2026,3,16-03-2026 - 20-03-2026,3,VAREJO,7.9
BANANA,NANICA,4627,AM,NORTE,2026,3,02-03-2026 - 06-03-2026,1,VAREJO,1.18
BANANA,NANICA,4627,AM,NORTE,2026,3,09-03-2026 - 13-03-2026,2,VAREJO,7.9
BANANA,NANICA,4627,AM,NORTE,2026,3,23-03-2026 - 27-03-2026,4,VAREJO,7.9
BANANA,NANICA,4627,AP,NORTE,2026,3,09-03-2026 - 13-03-2026,2,VAREJO,1.05
BANANA,NANICA,4627,AP,NORTE,2026,3,16-03-2026 - 20-03-2026,3,VAREJO,1.05
BANANA,NANICA,4627,AP,NORTE,2026,3,02-03-2026 - 06-03-2026,1,VAREJO,1.05
BANANA,NANICA,4627,AP,NORTE,2026,3,23-03-2026 - 27-03-2026,4,VAREJO,1.05
BANANA,NANICA,4627,AP,NORTE,2026,3,09-03-2026 - 13-03-2026,2,VAREJO,7.02
BANANA,NANICA,4627,AP,NORTE,2026,3,02-03-2026 - 06-03-2026,1,VAREJO,7.02
BANANA,NANICA,4627,AP,NORTE,2026,3,16-03-2026 - 20-03-2026,3,VAREJO,7.02
BANANA,NANICA,4627,AP,NORTE,2026,3,23-03-2026 - 27-03-2026,4,VAREJO,7.02
BANANA,PRATA,4629,AP,NORTE,2026,3,23-03-2026 - 27-03-2026,4,VAREJO,0.74
BANANA,PRATA,4629,AP,NORTE,2026,3,23-03-2026 - 27-03-2026,4,VAREJO,7.37
BANANA,PRATA,4629,AP,NORTE,2026,3,02-03-2026 - 06-03-2026,1,VAREJO,0.74
BANANA,PRATA,4629,AP,NORTE,2026,3,09-03-2026 - 13-03-2026,2,VAREJO,7.37
BANANA,PRATA,4629,AP,NORTE,2026,3,16-03-2026 - 20-03-2026,3,VAREJO,7.37
BANANA,PRATA,4629,AP,NORTE,2026,3,09-03-2026 - 13-03-2026,2,VAREJO,0.74
BANANA,PRATA,4629,AP,NORTE,2026,3,02-03-2026 - 06-03-2026,1,PREÇO RECEBIDO P/ PR,4.0
BANANA,PRATA,4629,AP,NORTE,2026,3,09-03-2026 - 13-03-2026,2,PREÇO RECEBIDO P/ PR,4.0
BANANA,PRATA,4629,AP,NORTE,2026,3,02-03-2026 - 06-03-2026,1,VAREJO,7.37
BANANA,PRATA,4629,AP,NORTE,2026,3,16-03-2026 - 20-03-2026,3,PREÇO RECEBIDO P/ PR,4.0
BANANA,PRATA,4629,AP,NORTE,2026,3,16-03-2026 - 20-03-2026,3,VAREJO,0.74
BANANA,PRATA,4629,AP,NORTE,2026,3,23-03-2026 - 27-03-2026,4,PREÇO RECEBIDO P/ PR,4.0
BANANA,NANICA,4627,PA,NORTE,2026,3,16-03-2026 - 20-03-2026,3,VAREJO,1.07
BANANA,NANICA,4627,PA,NORTE,2026,3,23-03-2026 - 27-03-2026,4,VAREJO,7.1
BANANA,PRATA,4629,PA,NORTE,2026,3,09-03-2026 - 13-03-2026,2,VAREJO,8.39
BANANA,PRATA,4629,PA,NORTE,2026,3,23-03-2026 - 27-03-2026,4,VAREJO,0.84
BANANA,PRATA,4629,PA,NORTE,2026,3,16-03-2026 - 20-03-2026,3,VAREJO,0.84
BANANA,PRATA,4629,PA,NORTE,2026,3,09-03-2026 - 13-03-2026,2,VAREJO,0.84
BANANA,NANICA,4627,PA,NORTE,2026,3,02-03-2026 - 06-03-2026,1,VAREJO,7.1
BANANA,PRATA,4629,PA,NORTE,2026,3,16-03-2026 - 20-03-2026,3,VAREJO,8.39
BANANA,NANICA,4627,PA,NORTE,2026,3,16-03-2026 - 20-03-2026,3,VAREJO,7.1
BANANA,NANICA,4627,PA,NORTE,2026,3,02-03-2026 - 06-03-2026,1,VAREJO,1.07
BANANA,PRATA,4629,PA,NORTE,2026,3,02-03-2026 - 06-03-2026,1,VAREJO,8.39
BANANA,PRATA,4629,PA,NORTE,2026,3,02-03-2026 - 06-03-2026,1,VAREJO,0.84
BANANA,NANICA,4627,PA,NORTE,2026,3,09-03-2026 - 13-03-2026,2,VAREJO,1.07
BANANA,NANICA,4627,PA,NORTE,2026,3,09-03-2026 - 13-03-2026,2,VAREJO,7.1
BANANA,PRATA,4629,PA,NORTE,2026,3,23-03-2026 - 27-03-2026,4,VAREJO,8.39
BANANA,NANICA,4627,PA,NORTE,2026,3,23-03-2026 - 27-03-2026,4,VAREJO,1.07
BANANA,NANICA,4627,RO,NORTE,2026,3,16-03-2026 - 20-03-2026,3,VAREJO,1.16
BANANA,NANICA,4627,RO,NORTE,2026,3,09-03-2026 - 13-03-2026,2,VAREJO,1.16
BANANA,NANICA,4627,RO,NORTE,2026,3,02-03-2026 - 06-03-2026,1,VAREJO,7.73
BANANA,NANICA,4627,RO,NORTE,2026,3,02-03-2026 - 06-03-2026,1,VAREJO,1.16
BANANA,NANICA,4627,RO,NORTE,2026,3,09-03-2026 - 13-03-2026,2,VAREJO,7.73
BANANA,NANICA,4627,RO,NORTE,2026,3,23-03-2026 - 27-03-2026,4,VAREJO,7.73
BANANA,NANICA,4627,RO,NORTE,2026,3,16-03-2026 - 20-03-2026,3,VAREJO,7.73
BANANA,NANICA,4627,RO,NORTE,2026,3,23-03-2026 - 27-03-2026,4,VAREJO,1.16
BANANA,PRATA,4629,RO,NORTE,2026,3,16-03-2026 - 20-03-2026,3,PREÇO RECEBIDO P/ PR,6.07
BANANA,PRATA,4629,RO,NORTE,2026,3,09-03-2026 - 13-03-2026,2,PREÇO RECEBIDO P/ PR,6.07
BANANA,PRATA,4629,RO,NORTE,2026,3,23-03-2026 - 27-03-2026,4,PREÇO RECEBIDO P/ PR,6.96
BANANA,PRATA,4629,RO,NORTE,2026,3,02-03-2026 - 06-03-2026,1,VAREJO,9.47
BANANA,PRATA,4629,RO,NORTE,2026,3,09-03-2026 - 13-03-2026,2,VAREJO,9.47
BANANA,PRATA,4629,RO,NORTE,2026,3,02-03-2026 - 06-03-2026,1,VAREJO,0.95
BANANA,PRATA,4629,RO,NORTE,2026,3,16-03-2026 - 20-03-2026,3,VAREJO,9.47
BANANA,PRATA,4629,RO,NORTE,2026,3,23-03-2026 - 27-03-2026,4,VAREJO,9.47
BANANA,PRATA,4629,RO,NORTE,2026,3,09-03-2026 - 13-03-2026,2,VAREJO,0.95
BANANA,PRATA,4629,RO,NORTE,2026,3,23-03-2026 - 27-03-2026,4,VAREJO,0.95
BANANA,PRATA,4629,RO,NORTE,2026,3,16-03-2026 - 20-03-2026,3,VAREJO,0.95
BANANA,PRATA,4629,RO,NORTE,2026,3,02-03-2026 - 06-03-2026,1,PREÇO RECEBIDO P/ PR,6.07
BANANA,PRATA,4629,RR,NORTE,2026,3,23-03-2026 - 27-03-2026,4,VAREJO,7.71
BANANA,PRATA,4629,RR,NORTE,2026,3,09-03-2026 - 13-03-2026,2,PREÇO RECEBIDO P/ PR,2.5
BANANA,PRATA,4629,RR,NORTE,2026,3,16-03-2026 - 20-03-2026,3,PREÇO RECEBIDO P/ PR,2.5
BANANA,PRATA,4629,RR,NORTE,2026,3,02-03-2026 - 06-03-2026,1,PREÇO RECEBIDO P/ PR,3.0
BANANA,PRATA,4629,RR,NORTE,2026,3,02-03-2026 - 06-03-2026,1,VAREJO,7.71
BANANA,PRATA,4629,RR,NORTE,2026,3,09-03-2026 - 13-03-2026,2,VAREJO,0.77
BANANA,PRATA,4629,RR,NORTE,2026,3,23-03-2026 - 27-03-2026,4,PREÇO RECEBIDO P/ PR,2.5
BANANA,PRATA,4629,RR,NORTE,2026,3,16-03-2026 - 20-03-2026,3,VAREJO,0.77
BANANA,PRATA,4629,RR,NORTE,2026,3,02-03-2026 - 06-03-2026,1,VAREJO,0.77
BANANA,PRATA,4629,RR,NORTE,2026,3,16-03-2026 - 20-03-2026,3,VAREJO,7.71
BANANA,PRATA,4629,RR,NORTE,2026,3,09-03-2026 - 13-03-2026,2,VAREJO,7.71
BANANA,PRATA,4629,RR,NORTE,2026,3,23-03-2026 - 27-03-2026,4,VAREJO,0.77
BANANA,NANICA,4627,RR,NORTE,2026,3,09-03-2026 - 13-03-2026,2,VAREJO,1.27
BANANA,NANICA,4627,RR,NORTE,2026,3,02-03-2026 - 06-03-2026,1,VAREJO,1.27
BANANA,NANICA,4627,RR,NORTE,2026,3,02-03-2026 - 06-03-2026,1,VAREJO,8.97
BANANA,NANICA,4627,RR,NORTE,2026,3,09-03-2026 - 13-03-2026,2,VAREJO,8.97
BANANA,NANICA,4627,RR,NORTE,2026,3,23-03-2026 - 27-03-2026,4,VAREJO,1.27
BANANA,NANICA,4627,RR,NORTE,2026,3,16-03-2026 - 20-03-2026,3,VAREJO,8.97
BANANA,NANICA,4627,RR,NORTE,2026,3,16-03-2026 - 20-03-2026,3,VAREJO,1.27
BANANA,NANICA,4627,RR,NORTE,2026,3,23-03-2026 - 27-03-2026,4,VAREJO,8.97
BANANA,NANICA,4627,TO,NORTE,2026,3,16-03-2026 - 20-03-2026,3,VAREJO,5.69
BANANA,NANICA,4627,TO,NORTE,2026,3,09-03-2026 - 13-03-2026,2,VAREJO,5.69
BANANA,NANICA,4627,TO,NORTE,2026,3,02-03-2026 - 06-03-2026,1,VAREJO,0.85
BANANA,NANICA,4627,TO,NORTE,2026,3,16-03-2026 - 20-03-2026,3,VAREJO,0.85
BANANA,NANICA,4627,TO,NORTE,2026,3,23-03-2026 - 27-03-2026,4,VAREJO,5.69
BANANA,NANICA,4627,TO,NORTE,2026,3,23-03-2026 - 27-03-2026,4,VAREJO,0.85
BANANA,NANICA,4627,TO,NORTE,2026,3,02-03-2026 - 06-03-2026,1,VAREJO,5.69
BANANA,NANICA,4627,TO,NORTE,2026,3,09-03-2026 - 13-03-2026,2,VAREJO,0.85
BANANA,PRATA,4629,TO,NORTE,2026,3,23-03-2026 - 27-03-2026,4,VAREJO,0.71
BANANA,PRATA,4629,TO,NORTE,2026,3,23-03-2026 - 27-03-2026,4,VAREJO,7.12
BANANA,PRATA,4629,TO,NORTE,2026,3,16-03-2026 - 20-03-2026,3,VAREJO,7.12
BANANA,PRATA,4629,TO,NORTE,2026,3,09-03-2026 - 13-03-2026,2,VAREJO,7.12
BANANA,PRATA,4629,TO,NORTE,2026,3,09-03-2026 - 13-03-2026,2,PREÇO RECEBIDO P/ PR,1.8
BANANA,PRATA,4629,TO,NORTE,2026,3,16-03-2026 - 20-03-2026,3,PREÇO RECEBIDO P/ PR,1.8
BANANA,PRATA,4629,TO,NORTE,2026,3,23-03-2026 - 27-03-2026,4,PREÇO RECEBIDO P/ PR,1.95
BANANA,PRATA,4629,TO,NORTE,2026,3,02-03-2026 - 06-03-2026,1,PREÇO RECEBIDO P/ PR,1.8
BANANA,PRATA,4629,TO,NORTE,2026,3,02-03-2026 - 06-03-2026,1,VAREJO,0.71
BANANA,PRATA,4629,TO,NORTE,2026,3,02-03-2026 - 06-03-2026,1,VAREJO,7.12
BANANA,PRATA,4629,TO,NORTE,2026,3,16-03-2026 - 20-03-2026,3,VAREJO,0.71
BANANA,PRATA,4629,TO,NORTE,2026,3,09-03-2026 - 13-03-2026,2,VAREJO,0.71
BANANA,PRATA,4629,AC,NORTE,2026,4,06-04-2026 - 10-04-2026,2,VAREJO,8.78
BANANA,PRATA,4629,AC,NORTE,2026,4,13-04-2026 - 17-04-2026,3,PREÇO RECEBIDO P/ PR,6.0
BANANA,PRATA,4629,AC,NORTE,2026,4,06-04-2026 - 10-04-2026,2,VAREJO,0.88
BANANA,PRATA,4629,AC,NORTE,2026,4,30-03-2026 - 03-04-2026,1,PREÇO RECEBIDO P/ PR,6.0
BANANA,PRATA,4629,AC,NORTE,2026,4,13-04-2026 - 17-04-2026,3,VAREJO,8.78
BANANA,PRATA,4629,AC,NORTE,2026,4,20-04-2026 - 24-04-2026,4,VAREJO,8.78
BANANA,PRATA,4629,AC,NORTE,2026,4,20-04-2026 - 24-04-2026,4,VAREJO,0.88
BANANA,PRATA,4629,AC,NORTE,2026,4,27-04-2026 - 01-05-2026,5,PREÇO RECEBIDO P/ PR,3.0
BANANA,PRATA,4629,AC,NORTE,2026,4,13-04-2026 - 17-04-2026,3,VAREJO,0.88
