produto,classificao_produto,id_produto,nom_municipio,cod_ibge,uf,regiao,ano,mes,dsc_nivel_comercializacao,valor_produto_kg
FARINHA DE MANDIOCA,SECA AMARELA,15347,MACAPÁ-AP,1600303,AP,NORTE,2026,2,VAREJO,7.02
FARINHA DE MANDIOCA,TORRADA BRANCA,15344,BELÉM-PA,1501402,PA,NORTE,2026,2,VAREJO,8.45
FARINHA DE MANDIOCA,SECA AMARELA,15347,PORTO VELHO-RO,1100205,RO,NORTE,2026,2,VAREJO,6.27
FARINHA DE MANDIOCA,D'ÁGUA AMARELA,15346,BOA VISTA-RR,1400100,RR,NORTE,2026,2,VAREJO,8.91
FARINHA DE MANDIOCA,CRUA BRANCA,15345,PALMAS-TO,1721000,TO,NORTE,2026,2,VAREJO,9.47
FARINHA DE MANDIOCA,SECA AMARELA,15347,RIO BRANCO-AC,1200401,AC,NORTE,2026,3,VAREJO,5.54
FARINHA DE MANDIOCA,D'ÁGUA AMARELA,15346,MANAUS-AM,1302603,AM,NORTE,2026,3,VAREJO,4.89
FARINHA DE MANDIOCA,SECA AMARELA,15347,MACAPÁ-AP,1600303,AP,NORTE,2026,3,VAREJO,7.11
FARINHA DE MANDIOCA,TORRADA BRANCA,15344,BELÉM-PA,1501402,PA,NORTE,2026,3,VAREJO,8.43
FARINHA DE MANDIOCA,SECA AMARELA,15347,PORTO VELHO-RO,1100205,RO,NORTE,2026,3,VAREJO,6.35
FARINHA DE MANDIOCA,D'ÁGUA AMARELA,15346,BOA VISTA-RR,1400100,RR,NORTE,2026,3,VAREJO,9.37
FARINHA DE MANDIOCA,CRUA BRANCA,15345,PALMAS-TO,1721000,TO,NORTE,2026,3,VAREJO,9.46
FARINHA DE MANDIOCA,SECA AMARELA,15347,RIO BRANCO-AC,1200401,AC,NORTE,2026,4,VAREJO,5.51
FARINHA DE MANDIOCA,D'ÁGUA AMARELA,15346,MANAUS-AM,1302603,AM,NORTE,2026,4,VAREJO,5.09
FARINHA DE MANDIOCA,SECA AMARELA,15347,MACAPÁ-AP,1600303,AP,NORTE,2026,4,VAREJO,7.29
FARINHA DE MANDIOCA,TORRADA BRANCA,15344,BELÉM-PA,1501402,PA,NORTE,2026,4,VAREJO,8.41
FARINHA DE MANDIOCA,SECA AMARELA,15347,PORTO VELHO-RO,1100205,RO,NORTE,2026,4,VAREJO,6.32
FARINHA DE MANDIOCA,D'ÁGUA AMARELA,15346,BOA VISTA-RR,1400100,RR,NORTE,2026,4,VAREJO,9.18
FARINHA DE MANDIOCA,CRUA BRANCA,15345,PALMAS-TO,1721000,TO,NORTE,2026,4,VAREJO,9.36
FARINHA DE MANDIOCA,SECA AMARELA,15347,RIO BRANCO-AC,1200401,AC,NORTE,2026,5,VAREJO,5.53
FARINHA DE MANDIOCA,D'ÁGUA AMARELA,15346,MANAUS-AM,1302603,AM,NORTE,2026,5,VAREJO,5.41
FARINHA DE MANDIOCA,SECA AMARELA,15347,MACAPÁ-AP,1600303,AP,NORTE,2026,5,VAREJO,7.51
FARINHA DE MANDIOCA,TORRADA BRANCA,15344,BELÉM-PA,1501402,PA,NORTE,2026,5,VAREJO,8.41
FARINHA DE MANDIOCA,SECA AMARELA,15347,PORTO VELHO-RO,1100205,RO,NORTE,2026,5,VAREJO,6.42
FARINHA DE MANDIOCA,D'ÁGUA AMARELA,15346,BOA VISTA-RR,1400100,RR,NORTE,2026,5,VAREJO,8.55
FARINHA DE MANDIOCA,CRUA BRANCA,15345,PALMAS-TO,1721000,TO,NORTE,2026,5,VAREJO,9.47
FARINHA DE MANDIOCA,SECA AMARELA,15347,RIO BRANCO-AC,1200401,AC,NORTE,2026,6,VAREJO,5.66
FARINHA DE MANDIOCA,D'ÁGUA AMARELA,15346,MANAUS-AM,1302603,AM,NORTE,2026,6,VAREJO,5.62
FARINHA DE MANDIOCA,SECA AMARELA,15347,MACAPÁ-AP,1600303,AP,NORTE,2026,6,VAREJO,7.73
FARINHA DE MANDIOCA,TORRADA BRANCA,15344,BELÉM-PA,1501402,PA,NORTE,2026,6,VAREJO,8.38
FARINHA DE MANDIOCA,SECA AMARELA,15347,PORTO VELHO-RO,1100205,RO,NORTE,2026,6,VAREJO,6.32
FARINHA DE MANDIOCA,D'ÁGUA AMARELA,15346,BOA VISTA-RR,1400100,RR,NORTE,2026,6,VAREJO,9.25
FARINHA DE MANDIOCA,CRUA BRANCA,15345,PALMAS-TO,1721000,TO,NORTE,2026,6,VAREJO,9.24
FARINHA DE MANDIOCA,SECA AMARELA,15347,RIO BRANCO-AC,1200401,AC,NORTE,2026,7,VAREJO,5.71
FARINHA DE MANDIOCA,D'ÁGUA AMARELA,15346,MANAUS-AM,1302603,AM,NORTE,2026,7,VAREJO,5.73
FARINHA DE MANDIOCA,SECA AMARELA,15347,MACAPÁ-AP,1600303,AP,NORTE,2026,7,VAREJO,7.68
FARINHA DE MANDIOCA,TORRADA BRANCA,15344,BELÉM-PA,1501402,PA,NORTE,2026,7,VAREJO,8.3
FARINHA DE MANDIOCA,SECA AMARELA,15347,PORTO VELHO-RO,1100205,RO,NORTE,2026,7,VAREJO,6.34
FARINHA DE MANDIOCA,D'ÁGUA AMARELA,15346,BOA VISTA-RR,1400100,RR,NORTE,2026,7,VAREJO,9.12
FARINHA DE MANDIOCA,CRUA BRANCA,15345,PALMAS-TO,1721000,TO,NORTE,2026,7,VAREJO,9.24
FARINHA DE MANDIOCA,SECA AMARELA,15347,RIO BRANCO-AC,1200401,AC,NORTE,2026,8,VAREJO,6.22
FARINHA DE MANDIOCA,D'ÁGUA AMARELA,15346,MANAUS-AM,1302603,AM,NORTE,2026,8,VAREJO,5.59
FARINHA DE MANDIOCA,SECA AMARELA,15347,MACAPÁ-AP,1600303,AP,NORTE,2026,8,VAREJO,7.85
FARINHA DE MANDIOCA,TORRADA BRANCA,15344,BELÉM-PA,1501402,PA,NORTE,2026,8,VAREJO,8.21
FARINHA DE MANDIOCA,SECA AMARELA,15347,PORTO VELHO-RO,1100205,RO,NORTE,2026,8,VAREJO,6.5
FARINHA DE MANDIOCA,D'ÁGUA AMARELA,15346,BOA VISTA-RR,1400100,RR,NORTE,2026,8,VAREJO,9.16
FARINHA DE MANDIOCA,CRUA BRANCA,15345,PALMAS-TO,1721000,TO,NORTE,2026,8,VAREJO,9.19
FARINHA DE TRIGO,SEM FERMENTO,14895,RIO BRANCO-AC,1200401,AC,NORTE,2025,9,ATACADO,5.1
FARINHA DE TRIGO,SEM FERMENTO,14895,MANAUS-AM,1302603,AM,NORTE,2025,9,ATACADO,4.95
FARINHA DE TRIGO,SEM FERMENTO,14895,MACAPÁ-AP,1600303,AP,NORTE,2025,9,ATACADO,4.42
FARINHA DE TRIGO,SEM FERMENTO,14895,BELÉM-PA,1501402,PA,NORTE,2025,9,ATACADO,4.57
FARINHA DE TRIGO,SEM FERMENTO,14895,PORTO VELHO-RO,1100205,RO,NORTE,2025,9,ATACADO,4.4
FARINHA DE TRIGO,SEM FERMENTO,14895,BOA VISTA-RR,1400100,RR,NORTE,2025,9,ATACADO,3.99
FARINHA DE TRIGO,SEM FERMENTO,14895,PALMAS-TO,1721000,TO,NORTE,2025,9,ATACADO,4.98
FARINHA DE TRIGO,SEM FERMENTO,14895,RIO BRANCO-AC,1200401,AC,NORTE,2025,10,ATACADO,5.22
FARINHA DE TRIGO,SEM FERMENTO,14895,MANAUS-AM,1302603,AM,NORTE,2025,10,ATACADO,4.83
FARINHA DE TRIGO,SEM FERMENTO,14895,MACAPÁ-AP,1600303,AP,NORTE,2025,10,ATACADO,4.38
FARINHA DE TRIGO,SEM FERMENTO,14895,BELÉM-PA,1501402,PA,NORTE,2025,10,ATACADO,4.39
FARINHA DE TRIGO,SEM FERMENTO,14895,PORTO VELHO-RO,1100205,RO,NORTE,2025,10,ATACADO,4.12
FARINHA DE TRIGO,SEM FERMENTO,14895,BOA VISTA-RR,1400100,RR,NORTE,2025,10,ATACADO,3.47
FARINHA DE TRIGO,SEM FERMENTO,14895,PALMAS-TO,1721000,TO,NORTE,2025,10,ATACADO,5.22
FARINHA DE TRIGO,SEM FERMENTO,14895,RIO BRANCO-AC,1200401,AC,NORTE,2025,11,ATACADO,5.22
FARINHA DE TRIGO,SEM FERMENTO,14895,MANAUS-AM,1302603,AM,NORTE,2025,11,ATACADO,5.09
FARINHA DE TRIGO,SEM FERMENTO,14895,MACAPÁ-AP,1600303,AP,NORTE,2025,11,ATACADO,4.45
FARINHA DE TRIGO,SEM FERMENTO,14895,BELÉM-PA,1501402,PA,NORTE,2025,11,ATACADO,4.36
FARINHA DE TRIGO,SEM FERMENTO,14895,PORTO VELHO-RO,1100205,RO,NORTE,2025,11,ATACADO,3.57
FARINHA DE TRIGO,SEM FERMENTO,14895,BOA VISTA-RR,1400100,RR,NORTE,2025,11,ATACADO,3.65
FARINHA DE TRIGO,SEM FERMENTO,14895,PALMAS-TO,1721000,TO,NORTE,2025,11,ATACADO,4.99
FARINHA DE TRIGO,SEM FERMENTO,14895,RIO BRANCO-AC,1200401,AC,NORTE,2025,12,ATACADO,4.63
FARINHA DE TRIGO,SEM FERMENTO,14895,MANAUS-AM,1302603,AM,NORTE,2025,12,ATACADO,4.69
FARINHA DE TRIGO,SEM FERMENTO,14895,MACAPÁ-AP,1600303,AP,NORTE,2025,12,ATACADO,4.62
FARINHA DE TRIGO,SEM FERMENTO,14895,BELÉM-PA,1501402,PA,NORTE,2025,12,ATACADO,4.4
FARINHA DE TRIGO,SEM FERMENTO,14895,PORTO VELHO-RO,1100205,RO,NORTE,2025,12,ATACADO,4.38
FARINHA DE TRIGO,SEM FERMENTO,14895,BOA VISTA-RR,1400100,RR,NORTE,2025,12,ATACADO,3.7
FARINHA DE TRIGO,SEM FERMENTO,14895,PALMAS-TO,1721000,TO,NORTE,2025,12,ATACADO,5.11
FARINHA DE TRIGO,NÃO INFORMADO,4455,RIO BRANCO-AC,1200401,AC,NORTE,2026,5,VAREJO,6.23
FARINHA DE TRIGO,NÃO INFORMADO,4455,MANAUS-AM,1302603,AM,NORTE,2026,5,VAREJO,5.11
FARINHA DE TRIGO,NÃO INFORMADO,4455,MACAPÁ-AP,1600303,AP,NORTE,2026,5,VAREJO,5.12
FARINHA DE TRIGO,NÃO INFORMADO,4455,BELÉM-PA,1501402,PA,NORTE,2026,5,VAREJO,4.97
FARINHA DE TRIGO,NÃO INFORMADO,4455,PORTO VELHO-RO,1100205,RO,NORTE,2026,5,VAREJO,4.71
FARINHA DE TRIGO,NÃO INFORMADO,4455,BOA VISTA-RR,1400100,RR,NORTE,2026,5,VAREJO,6.39
FARINHA DE TRIGO,NÃO INFORMADO,4455,PALMAS-TO,1721000,TO,NORTE,2026,5,VAREJO,6.51
FARINHA DE TRIGO,NÃO INFORMADO,4455,RIO BRANCO-AC,1200401,AC,NORTE,2026,6,VAREJO,6.1
FARINHA DE TRIGO,NÃO INFORMADO,4455,MANAUS-AM,1302603,AM,NORTE,2026,6,VAREJO,5.17
FARINHA DE TRIGO,NÃO INFORMADO,4455,MACAPÁ-AP,1600303,AP,NORTE,2026,6,VAREJO,5.15
FARINHA DE TRIGO,NÃO INFORMADO,4455,BELÉM-PA,1501402,PA,NORTE,2026,6,VAREJO,5.1
FARINHA DE TRIGO,NÃO INFORMADO,4455,PORTO VELHO-RO,1100205,RO,NORTE,2026,6,VAREJO,4.81
FARINHA DE TRIGO,NÃO INFORMADO,4455,BOA VISTA-RR,1400100,RR,NORTE,2026,6,VAREJO,6.29
FARINHA DE TRIGO,NÃO INFORMADO,4455,PALMAS-TO,1721000,TO,NORTE,2026,6,VAREJO,6.54
FARINHA DE TRIGO,NÃO INFORMADO,4455,RIO BRANCO-AC,1200401,AC,NORTE,2026,7,VAREJO,6.03
FARINHA DE TRIGO,NÃO INFORMADO,4455,MANAUS-AM,1302603,AM,NORTE,2026,7,VAREJO,5.25
FARINHA DE TRIGO,NÃO INFORMADO,4455,MACAPÁ-AP,1600303,AP,NORTE,2026,7,VAREJO,5.27
FARINHA DE TRIGO,NÃO INFORMADO,4455,BELÉM-PA,1501402,PA,NORTE,2026,7,VAREJO,5.04
FARINHA DE TRIGO,NÃO INFORMADO,4455,PORTO VELHO-RO,1100205,RO,NORTE,2026,7,VAREJO,4.71
FARINHA DE TRIGO,NÃO INFORMADO,4455,BOA VISTA-RR,1400100,RR,NORTE,2026,7,VAREJO,6.24
FARINHA DE TRIGO,NÃO INFORMADO,4455,PALMAS-TO,1721000,TO,NORTE,2026,7,VAREJO,6.6
FARINHA DE TRIGO,NÃO INFORMADO,4455,RIO BRANCO-AC,1200401,AC,NORTE,2026,8,VAREJO,6.11
FARINHA DE TRIGO,NÃO INFORMADO,4455,MANAUS-AM,1302603,AM,NORTE,2026,8,VAREJO,5.24
FARINHA DE TRIGO,NÃO INFORMADO,4455,MACAPÁ-AP,1600303,AP,NORTE,2026,8,VAREJO,5.17
FARINHA DE TRIGO,NÃO INFORMADO,4455,BELÉM-PA,1501402,PA,NORTE,2026,8,VAREJO,5.04
FARINHA DE TRIGO,NÃO INFORMADO,4455,PORTO VELHO-RO,1100205,RO,NORTE,2026,8,VAREJO,4.71
FARINHA DE TRIGO,NÃO INFORMADO,4455,BOA VISTA-RR,1400100,RR,NORTE,2026,8,VAREJO,6.2
FARINHA DE TRIGO,NÃO INFORMADO,4455,PALMAS-TO,1721000,TO,NORTE,2026,8,VAREJO,6.66
FECULA DE MANDIOCA,TIPO 1,10715,PALMAS-TO,1721000,TO,NORTE,2025,9,ATACADO,5.4
FECULA DE MANDIOCA,TIPO 1,10715,PALMAS-TO,1721000,TO,NORTE,2025,10,ATACADO,5.4
FECULA DE MANDIOCA,TIPO 1,10715,PALMAS-TO,1721000,TO,NORTE,2025,11,ATACADO,5.4
FECULA DE MANDIOCA,TIPO 1,10715,PALMAS-TO,1721000,TO,NORTE,2025,12,ATACADO,5.4
FEIJAO,COMUM CORES,8778,CRUZEIRO DO SUL-AC,1200203,AC,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,5.69
FEIJAO,COMUM CORES TIPO 1,8779,CRUZEIRO DO SUL-AC,1200203,AC,NORTE,2025,9,ATACADO,5.92
FEIJAO,COMUM CORES TIPO 1,8779,RIO BRANCO-AC,1200401,AC,NORTE,2025,9,VAREJO,6.62
FEIJAO,COMUM CORES,8778,RIO BRANCO-AC,1200401,AC,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,5.69
FEIJAO,COMUM CORES TIPO 1,8779,MANAUS-AM,1302603,AM,NORTE,2025,9,VAREJO,6.15
FEIJAO,COMUM CORES TIPO 1,8779,MANAUS-AM,1302603,AM,NORTE,2025,9,ATACADO,5.47
FEIJAO,COMUM PRETO TIPO 1,8781,MANAUS-AM,1302603,AM,NORTE,2025,9,ATACADO,6.5
FEIJAO,CAUPI TIPO 1,8786,MANAUS-AM,1302603,AM,NORTE,2025,9,ATACADO,6.83
FEIJAO,CAUPI,8629,ITAUBAL-AP,1600253,AP,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,1.67
FEIJAO,COMUM CORES TIPO 1,8779,MACAPÁ-AP,1600303,AP,NORTE,2025,9,VAREJO,5.76
FEIJAO,COMUM CORES TIPO 1,8779,MACAPÁ-AP,1600303,AP,NORTE,2025,9,ATACADO,4.89
FEIJAO,CAUPI TIPO 1,8786,BELÉM-PA,1501402,PA,NORTE,2025,9,ATACADO,5.65
FEIJAO,COMUM PRETO TIPO 1,8781,BELÉM-PA,1501402,PA,NORTE,2025,9,ATACADO,5.52
FEIJAO,COMUM CORES TIPO 1,8779,BELÉM-PA,1501402,PA,NORTE,2025,9,ATACADO,4.79
FEIJAO,COMUM CORES TIPO 1,8779,BELÉM-PA,1501402,PA,NORTE,2025,9,VAREJO,5.3
FEIJAO,CAUPI,8629,MONTE ALEGRE-PA,1504802,PA,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,4.75
FEIJAO,CAUPI,8629,SANTA LUZIA DO PARÁ-PA,1506559,PA,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,4.17
FEIJAO,CAUPI,8629,SANTARÉM-PA,1506807,PA,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,7.19
FEIJAO,COMUM CORES TIPO 1,8779,PORTO VELHO-RO,1100205,RO,NORTE,2025,9,ATACADO,4.16
FEIJAO,COMUM PRETO TIPO 1,8781,PORTO VELHO-RO,1100205,RO,NORTE,2025,9,ATACADO,5.34
FEIJAO,COMUM CORES TIPO 1,8779,PORTO VELHO-RO,1100205,RO,NORTE,2025,9,VAREJO,5.68
FEIJAO,COMUM CORES TIPO 1,8779,BOA VISTA-RR,1400100,RR,NORTE,2025,9,VAREJO,6.94
FEIJAO,COMUM CORES TIPO 1,8779,BOA VISTA-RR,1400100,RR,NORTE,2025,9,ATACADO,8.09
FEIJAO,CAUPI,8629,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,2.5
FEIJAO,COMUM PRETO TIPO 1,8781,PALMAS-TO,1721000,TO,NORTE,2025,9,ATACADO,6.26
FEIJAO,CAUPI TIPO 1,8786,PALMAS-TO,1721000,TO,NORTE,2025,9,ATACADO,6.89
FEIJAO,COMUM CORES TIPO 1,8779,PALMAS-TO,1721000,TO,NORTE,2025,9,ATACADO,6.14
FEIJAO,COMUM CORES TIPO 1,8779,PALMAS-TO,1721000,TO,NORTE,2025,9,VAREJO,7.78
FEIJAO,COMUM CORES,8778,PORTO NACIONAL-TO,1718204,TO,NORTE,2025,9,PREÇO RECEBIDO P/ PRODUTOR,3.17
FEIJAO,COMUM CORES,8778,CRUZEIRO DO SUL-AC,1200203,AC,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,5.69
FEIJAO,COMUM CORES TIPO 1,8779,CRUZEIRO DO SUL-AC,1200203,AC,NORTE,2025,10,ATACADO,6.3
FEIJAO,COMUM CORES TIPO 1,8779,RIO BRANCO-AC,1200401,AC,NORTE,2025,10,VAREJO,6.59
FEIJAO,COMUM CORES,8778,RIO BRANCO-AC,1200401,AC,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,5.71
FEIJAO,CAUPI TIPO 1,8786,MANAUS-AM,1302603,AM,NORTE,2025,10,ATACADO,6.49
FEIJAO,COMUM CORES TIPO 1,8779,MANAUS-AM,1302603,AM,NORTE,2025,10,ATACADO,5.63
FEIJAO,COMUM PRETO TIPO 1,8781,MANAUS-AM,1302603,AM,NORTE,2025,10,ATACADO,6.19
FEIJAO,COMUM CORES TIPO 1,8779,MANAUS-AM,1302603,AM,NORTE,2025,10,VAREJO,6.35
FEIJAO,CAUPI,8629,ITAUBAL-AP,1600253,AP,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,1.79
FEIJAO,COMUM CORES TIPO 1,8779,MACAPÁ-AP,1600303,AP,NORTE,2025,10,VAREJO,6.16
FEIJAO,COMUM CORES TIPO 1,8779,MACAPÁ-AP,1600303,AP,NORTE,2025,10,ATACADO,5.08
FEIJAO,CAUPI,8629,MACAPÁ-AP,1600303,AP,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,2.08
FEIJAO,COMUM CORES TIPO 1,8779,BELÉM-PA,1501402,PA,NORTE,2025,10,VAREJO,5.37
FEIJAO,CAUPI TIPO 1,8786,BELÉM-PA,1501402,PA,NORTE,2025,10,ATACADO,5.72
FEIJAO,COMUM PRETO TIPO 1,8781,BELÉM-PA,1501402,PA,NORTE,2025,10,ATACADO,5.44
FEIJAO,COMUM CORES TIPO 1,8779,BELÉM-PA,1501402,PA,NORTE,2025,10,ATACADO,4.82
FEIJAO,CAUPI,8629,MONTE ALEGRE-PA,1504802,PA,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,4.11
FEIJAO,CAUPI,8629,SANTA LUZIA DO PARÁ-PA,1506559,PA,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,4.51
FEIJAO,CAUPI,8629,SANTARÉM-PA,1506807,PA,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,7.88
FEIJAO,COMUM PRETO TIPO 1,8781,PORTO VELHO-RO,1100205,RO,NORTE,2025,10,ATACADO,5.34
FEIJAO,COMUM CORES TIPO 1,8779,PORTO VELHO-RO,1100205,RO,NORTE,2025,10,ATACADO,4.16
FEIJAO,COMUM CORES TIPO 1,8779,PORTO VELHO-RO,1100205,RO,NORTE,2025,10,VAREJO,5.91
FEIJAO,COMUM CORES TIPO 1,8779,BOA VISTA-RR,1400100,RR,NORTE,2025,10,VAREJO,6.85
FEIJAO,COMUM CORES TIPO 1,8779,BOA VISTA-RR,1400100,RR,NORTE,2025,10,ATACADO,8.03
FEIJAO,CAUPI,8629,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,2.32
FEIJAO,CAUPI TIPO 1,8786,PALMAS-TO,1721000,TO,NORTE,2025,10,ATACADO,6.89
FEIJAO,COMUM PRETO TIPO 1,8781,PALMAS-TO,1721000,TO,NORTE,2025,10,ATACADO,6.22
FEIJAO,COMUM CORES TIPO 1,8779,PALMAS-TO,1721000,TO,NORTE,2025,10,ATACADO,6.22
FEIJAO,COMUM CORES TIPO 1,8779,PALMAS-TO,1721000,TO,NORTE,2025,10,VAREJO,7.78
FEIJAO,COMUM CORES,8778,PORTO NACIONAL-TO,1718204,TO,NORTE,2025,10,PREÇO RECEBIDO P/ PRODUTOR,3.02
FEIJAO,COMUM CORES,8778,CRUZEIRO DO SUL-AC,1200203,AC,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,5.7
FEIJAO,COMUM CORES TIPO 1,8779,CRUZEIRO DO SUL-AC,1200203,AC,NORTE,2025,11,ATACADO,6.3
FEIJAO,COMUM CORES TIPO 1,8779,RIO BRANCO-AC,1200401,AC,NORTE,2025,11,VAREJO,6.6
FEIJAO,COMUM CORES,8778,RIO BRANCO-AC,1200401,AC,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,5.71
FEIJAO,COMUM CORES TIPO 1,8779,MANAUS-AM,1302603,AM,NORTE,2025,11,ATACADO,5.72
FEIJAO,CAUPI TIPO 1,8786,MANAUS-AM,1302603,AM,NORTE,2025,11,ATACADO,5.85
FEIJAO,COMUM PRETO TIPO 1,8781,MANAUS-AM,1302603,AM,NORTE,2025,11,ATACADO,6.27
FEIJAO,COMUM CORES TIPO 1,8779,MANAUS-AM,1302603,AM,NORTE,2025,11,VAREJO,6.55
FEIJAO,CAUPI,8629,ITAUBAL-AP,1600253,AP,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,1.93
FEIJAO,COMUM CORES TIPO 1,8779,MACAPÁ-AP,1600303,AP,NORTE,2025,11,VAREJO,5.79
FEIJAO,COMUM CORES TIPO 1,8779,MACAPÁ-AP,1600303,AP,NORTE,2025,11,ATACADO,5.02
FEIJAO,CAUPI,8629,MACAPÁ-AP,1600303,AP,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,2.0
FEIJAO,COMUM CORES TIPO 1,8779,BELÉM-PA,1501402,PA,NORTE,2025,11,VAREJO,5.3
FEIJAO,CAUPI TIPO 1,8786,BELÉM-PA,1501402,PA,NORTE,2025,11,ATACADO,5.46
FEIJAO,COMUM PRETO TIPO 1,8781,BELÉM-PA,1501402,PA,NORTE,2025,11,ATACADO,5.31
FEIJAO,COMUM CORES TIPO 1,8779,BELÉM-PA,1501402,PA,NORTE,2025,11,ATACADO,4.94
FEIJAO,CAUPI,8629,MONTE ALEGRE-PA,1504802,PA,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,4.65
FEIJAO,CAUPI,8629,SANTA LUZIA DO PARÁ-PA,1506559,PA,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,4.69
FEIJAO,CAUPI,8629,SANTARÉM-PA,1506807,PA,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,7.8
FEIJAO,COMUM CORES TIPO 1,8779,PORTO VELHO-RO,1100205,RO,NORTE,2025,11,ATACADO,4.18
FEIJAO,COMUM PRETO TIPO 1,8781,PORTO VELHO-RO,1100205,RO,NORTE,2025,11,ATACADO,4.52
FEIJAO,COMUM CORES TIPO 1,8779,PORTO VELHO-RO,1100205,RO,NORTE,2025,11,VAREJO,5.89
FEIJAO,COMUM CORES TIPO 1,8779,BOA VISTA-RR,1400100,RR,NORTE,2025,11,VAREJO,7.0
FEIJAO,COMUM CORES TIPO 1,8779,BOA VISTA-RR,1400100,RR,NORTE,2025,11,ATACADO,8.11
FEIJAO,CAUPI,8629,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,2.25
FEIJAO,COMUM PRETO TIPO 1,8781,PALMAS-TO,1721000,TO,NORTE,2025,11,ATACADO,5.89
FEIJAO,CAUPI TIPO 1,8786,PALMAS-TO,1721000,TO,NORTE,2025,11,ATACADO,6.94
FEIJAO,COMUM CORES TIPO 1,8779,PALMAS-TO,1721000,TO,NORTE,2025,11,ATACADO,6.47
FEIJAO,COMUM CORES TIPO 1,8779,PALMAS-TO,1721000,TO,NORTE,2025,11,VAREJO,7.75
FEIJAO,COMUM CORES,8778,PORTO NACIONAL-TO,1718204,TO,NORTE,2025,11,PREÇO RECEBIDO P/ PRODUTOR,3.0
FEIJAO,COMUM CORES,8778,CRUZEIRO DO SUL-AC,1200203,AC,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,5.7
FEIJAO,COMUM CORES TIPO 1,8779,CRUZEIRO DO SUL-AC,1200203,AC,NORTE,2025,12,ATACADO,5.45
FEIJAO,COMUM CORES TIPO 1,8779,RIO BRANCO-AC,1200401,AC,NORTE,2025,12,VAREJO,6.54
FEIJAO,COMUM CORES,8778,RIO BRANCO-AC,1200401,AC,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,5.71
FEIJAO,COMUM PRETO TIPO 1,8781,MANAUS-AM,1302603,AM,NORTE,2025,12,ATACADO,6.01
FEIJAO,CAUPI TIPO 1,8786,MANAUS-AM,1302603,AM,NORTE,2025,12,ATACADO,5.8
FEIJAO,COMUM CORES TIPO 1,8779,MANAUS-AM,1302603,AM,NORTE,2025,12,ATACADO,5.98
FEIJAO,COMUM CORES TIPO 1,8779,MANAUS-AM,1302603,AM,NORTE,2025,12,VAREJO,6.82
FEIJAO,CAUPI,8629,ITAUBAL-AP,1600253,AP,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,1.93
FEIJAO,COMUM CORES TIPO 1,8779,MACAPÁ-AP,1600303,AP,NORTE,2025,12,VAREJO,5.79
FEIJAO,CAUPI,8629,MACAPÁ-AP,1600303,AP,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,1.83
FEIJAO,COMUM CORES TIPO 1,8779,MACAPÁ-AP,1600303,AP,NORTE,2025,12,ATACADO,5.18
FEIJAO,COMUM CORES TIPO 1,8779,BELÉM-PA,1501402,PA,NORTE,2025,12,VAREJO,5.5
FEIJAO,CAUPI TIPO 1,8786,BELÉM-PA,1501402,PA,NORTE,2025,12,ATACADO,5.06
FEIJAO,COMUM PRETO TIPO 1,8781,BELÉM-PA,1501402,PA,NORTE,2025,12,ATACADO,5.05
FEIJAO,COMUM CORES TIPO 1,8779,BELÉM-PA,1501402,PA,NORTE,2025,12,ATACADO,5.26
FEIJAO,CAUPI,8629,MONTE ALEGRE-PA,1504802,PA,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,4.18
FEIJAO,CAUPI,8629,SANTA LUZIA DO PARÁ-PA,1506559,PA,NORTE,2025,12,PREÇO RECEBIDO P/ PRODUTOR,4.22
