produto,classificao_produto,id_produto,nom_municipio,cod_ibge,uf,regiao,ano,mes,data_inicial_final_semana,semana,dsc_nivel_comercializacao,valor_produto_kg
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,CANUTAMA-AM,1300904,AM,NORTE,2025,9,01-09-2025 - 05-09-2025,1,PREÇO RECEBIDO P/ PR,0.85
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,CANUTAMA-AM,1300904,AM,NORTE,2025,9,15-09-2025 - 19-09-2025,3,PREÇO RECEBIDO P/ PR,0.85
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,CANUTAMA-AM,1300904,AM,NORTE,2025,9,22-09-2025 - 26-09-2025,4,PREÇO RECEBIDO P/ PR,0.85
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,CARAUARI-AM,1301001,AM,NORTE,2025,9,22-09-2025 - 26-09-2025,4,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,CARAUARI-AM,1301001,AM,NORTE,2025,9,15-09-2025 - 19-09-2025,3,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,CARAUARI-AM,1301001,AM,NORTE,2025,9,08-09-2025 - 12-09-2025,2,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,CARAUARI-AM,1301001,AM,NORTE,2025,9,01-09-2025 - 05-09-2025,1,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,JURUÁ-AM,1302207,AM,NORTE,2025,9,22-09-2025 - 26-09-2025,4,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,JURUÁ-AM,1302207,AM,NORTE,2025,9,01-09-2025 - 05-09-2025,1,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,JURUÁ-AM,1302207,AM,NORTE,2025,9,08-09-2025 - 12-09-2025,2,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,JURUÁ-AM,1302207,AM,NORTE,2025,9,15-09-2025 - 19-09-2025,3,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,LÁBREA-AM,1302405,AM,NORTE,2025,9,08-09-2025 - 12-09-2025,2,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,LÁBREA-AM,1302405,AM,NORTE,2025,9,01-09-2025 - 05-09-2025,1,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,LÁBREA-AM,1302405,AM,NORTE,2025,9,15-09-2025 - 19-09-2025,3,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,LÁBREA-AM,1302405,AM,NORTE,2025,9,22-09-2025 - 26-09-2025,4,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,COLARES-PA,1502608,PA,NORTE,2025,9,08-09-2025 - 12-09-2025,2,PREÇO RECEBIDO P/ PR,1.2
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,COLARES-PA,1502608,PA,NORTE,2025,9,01-09-2025 - 05-09-2025,1,PREÇO RECEBIDO P/ PR,1.2
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,COLARES-PA,1502608,PA,NORTE,2025,9,22-09-2025 - 26-09-2025,4,PREÇO RECEBIDO P/ PR,1.2
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,COLARES-PA,1502608,PA,NORTE,2025,9,15-09-2025 - 19-09-2025,3,PREÇO RECEBIDO P/ PR,1.2
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,SANTO ANTÔNIO DO TAUÁ-PA,1507003,PA,NORTE,2025,9,22-09-2025 - 26-09-2025,4,PREÇO RECEBIDO P/ PR,1.15
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,SANTO ANTÔNIO DO TAUÁ-PA,1507003,PA,NORTE,2025,9,15-09-2025 - 19-09-2025,3,PREÇO RECEBIDO P/ PR,1.15
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,SANTO ANTÔNIO DO TAUÁ-PA,1507003,PA,NORTE,2025,9,01-09-2025 - 05-09-2025,1,PREÇO RECEBIDO P/ PR,1.15
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,SANTO ANTÔNIO DO TAUÁ-PA,1507003,PA,NORTE,2025,9,08-09-2025 - 12-09-2025,2,PREÇO RECEBIDO P/ PR,1.15
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,CANUTAMA-AM,1300904,AM,NORTE,2025,10,29-09-2025 - 03-10-2025,1,PREÇO RECEBIDO P/ PR,0.94
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,CANUTAMA-AM,1300904,AM,NORTE,2025,10,20-10-2025 - 24-10-2025,4,PREÇO RECEBIDO P/ PR,1.0
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,CANUTAMA-AM,1300904,AM,NORTE,2025,10,06-10-2025 - 10-10-2025,2,PREÇO RECEBIDO P/ PR,1.0
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,CANUTAMA-AM,1300904,AM,NORTE,2025,10,13-10-2025 - 17-10-2025,3,PREÇO RECEBIDO P/ PR,1.0
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,CANUTAMA-AM,1300904,AM,NORTE,2025,10,27-10-2025 - 31-10-2025,5,PREÇO RECEBIDO P/ PR,1.0
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,CARAUARI-AM,1301001,AM,NORTE,2025,10,29-09-2025 - 03-10-2025,1,PREÇO RECEBIDO P/ PR,1.56
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,CARAUARI-AM,1301001,AM,NORTE,2025,10,20-10-2025 - 24-10-2025,4,PREÇO RECEBIDO P/ PR,1.6
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,CARAUARI-AM,1301001,AM,NORTE,2025,10,27-10-2025 - 31-10-2025,5,PREÇO RECEBIDO P/ PR,1.6
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,CARAUARI-AM,1301001,AM,NORTE,2025,10,13-10-2025 - 17-10-2025,3,PREÇO RECEBIDO P/ PR,1.6
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,CARAUARI-AM,1301001,AM,NORTE,2025,10,06-10-2025 - 10-10-2025,2,PREÇO RECEBIDO P/ PR,1.6
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,JURUÁ-AM,1302207,AM,NORTE,2025,10,27-10-2025 - 31-10-2025,5,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,JURUÁ-AM,1302207,AM,NORTE,2025,10,13-10-2025 - 17-10-2025,3,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,JURUÁ-AM,1302207,AM,NORTE,2025,10,06-10-2025 - 10-10-2025,2,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,JURUÁ-AM,1302207,AM,NORTE,2025,10,29-09-2025 - 03-10-2025,1,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,JURUÁ-AM,1302207,AM,NORTE,2025,10,20-10-2025 - 24-10-2025,4,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,LÁBREA-AM,1302405,AM,NORTE,2025,10,29-09-2025 - 03-10-2025,1,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,LÁBREA-AM,1302405,AM,NORTE,2025,10,13-10-2025 - 17-10-2025,3,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,LÁBREA-AM,1302405,AM,NORTE,2025,10,06-10-2025 - 10-10-2025,2,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,LÁBREA-AM,1302405,AM,NORTE,2025,10,27-10-2025 - 31-10-2025,5,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,LÁBREA-AM,1302405,AM,NORTE,2025,10,20-10-2025 - 24-10-2025,4,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,COLARES-PA,1502608,PA,NORTE,2025,10,27-10-2025 - 31-10-2025,5,PREÇO RECEBIDO P/ PR,1.2
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,COLARES-PA,1502608,PA,NORTE,2025,10,06-10-2025 - 10-10-2025,2,PREÇO RECEBIDO P/ PR,1.2
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,COLARES-PA,1502608,PA,NORTE,2025,10,13-10-2025 - 17-10-2025,3,PREÇO RECEBIDO P/ PR,1.2
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,COLARES-PA,1502608,PA,NORTE,2025,10,29-09-2025 - 03-10-2025,1,PREÇO RECEBIDO P/ PR,1.2
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,COLARES-PA,1502608,PA,NORTE,2025,10,20-10-2025 - 24-10-2025,4,PREÇO RECEBIDO P/ PR,1.2
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,SANTO ANTÔNIO DO TAUÁ-PA,1507003,PA,NORTE,2025,10,27-10-2025 - 31-10-2025,5,PREÇO RECEBIDO P/ PR,1.15
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,SANTO ANTÔNIO DO TAUÁ-PA,1507003,PA,NORTE,2025,10,29-09-2025 - 03-10-2025,1,PREÇO RECEBIDO P/ PR,1.15
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,SANTO ANTÔNIO DO TAUÁ-PA,1507003,PA,NORTE,2025,10,06-10-2025 - 10-10-2025,2,PREÇO RECEBIDO P/ PR,1.15
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,SANTO ANTÔNIO DO TAUÁ-PA,1507003,PA,NORTE,2025,10,13-10-2025 - 17-10-2025,3,PREÇO RECEBIDO P/ PR,1.15
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,SANTO ANTÔNIO DO TAUÁ-PA,1507003,PA,NORTE,2025,10,20-10-2025 - 24-10-2025,4,PREÇO RECEBIDO P/ PR,1.15
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,CANUTAMA-AM,1300904,AM,NORTE,2025,11,24-11-2025 - 28-11-2025,4,PREÇO RECEBIDO P/ PR,0.85
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,CANUTAMA-AM,1300904,AM,NORTE,2025,11,03-11-2025 - 07-11-2025,1,PREÇO RECEBIDO P/ PR,0.85
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,CANUTAMA-AM,1300904,AM,NORTE,2025,11,10-11-2025 - 14-11-2025,2,PREÇO RECEBIDO P/ PR,0.85
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,CANUTAMA-AM,1300904,AM,NORTE,2025,11,17-11-2025 - 21-11-2025,3,PREÇO RECEBIDO P/ PR,0.85
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,CARAUARI-AM,1301001,AM,NORTE,2025,11,17-11-2025 - 21-11-2025,3,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,CARAUARI-AM,1301001,AM,NORTE,2025,11,10-11-2025 - 14-11-2025,2,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,CARAUARI-AM,1301001,AM,NORTE,2025,11,24-11-2025 - 28-11-2025,4,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,CARAUARI-AM,1301001,AM,NORTE,2025,11,03-11-2025 - 07-11-2025,1,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,JURUÁ-AM,1302207,AM,NORTE,2025,11,17-11-2025 - 21-11-2025,3,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,JURUÁ-AM,1302207,AM,NORTE,2025,11,03-11-2025 - 07-11-2025,1,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,JURUÁ-AM,1302207,AM,NORTE,2025,11,10-11-2025 - 14-11-2025,2,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,JURUÁ-AM,1302207,AM,NORTE,2025,11,24-11-2025 - 28-11-2025,4,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,LÁBREA-AM,1302405,AM,NORTE,2025,11,03-11-2025 - 07-11-2025,1,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,LÁBREA-AM,1302405,AM,NORTE,2025,11,17-11-2025 - 21-11-2025,3,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,LÁBREA-AM,1302405,AM,NORTE,2025,11,24-11-2025 - 28-11-2025,4,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,LÁBREA-AM,1302405,AM,NORTE,2025,11,10-11-2025 - 14-11-2025,2,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,COLARES-PA,1502608,PA,NORTE,2025,11,24-11-2025 - 28-11-2025,4,PREÇO RECEBIDO P/ PR,1.2
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,COLARES-PA,1502608,PA,NORTE,2025,11,10-11-2025 - 14-11-2025,2,PREÇO RECEBIDO P/ PR,1.2
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,COLARES-PA,1502608,PA,NORTE,2025,11,03-11-2025 - 07-11-2025,1,PREÇO RECEBIDO P/ PR,1.2
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,COLARES-PA,1502608,PA,NORTE,2025,11,17-11-2025 - 21-11-2025,3,PREÇO RECEBIDO P/ PR,1.2
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,SANTO ANTÔNIO DO TAUÁ-PA,1507003,PA,NORTE,2025,11,24-11-2025 - 28-11-2025,4,PREÇO RECEBIDO P/ PR,1.15
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,SANTO ANTÔNIO DO TAUÁ-PA,1507003,PA,NORTE,2025,11,03-11-2025 - 07-11-2025,1,PREÇO RECEBIDO P/ PR,1.15
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,SANTO ANTÔNIO DO TAUÁ-PA,1507003,PA,NORTE,2025,11,10-11-2025 - 14-11-2025,2,PREÇO RECEBIDO P/ PR,1.15
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,SANTO ANTÔNIO DO TAUÁ-PA,1507003,PA,NORTE,2025,11,17-11-2025 - 21-11-2025,3,PREÇO RECEBIDO P/ PR,1.15
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,CANUTAMA-AM,1300904,AM,NORTE,2025,12,01-12-2025 - 05-12-2025,1,PREÇO RECEBIDO P/ PR,1.0
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,CANUTAMA-AM,1300904,AM,NORTE,2025,12,08-12-2025 - 12-12-2025,2,PREÇO RECEBIDO P/ PR,1.0
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,CANUTAMA-AM,1300904,AM,NORTE,2025,12,15-12-2025 - 19-12-2025,3,PREÇO RECEBIDO P/ PR,1.0
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,CANUTAMA-AM,1300904,AM,NORTE,2025,12,22-12-2025 - 26-12-2025,4,PREÇO RECEBIDO P/ PR,1.0
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,CANUTAMA-AM,1300904,AM,NORTE,2025,12,29-12-2025 - 02-01-2026,5,PREÇO RECEBIDO P/ PR,1.0
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,CARAUARI-AM,1301001,AM,NORTE,2025,12,22-12-2025 - 26-12-2025,4,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,CARAUARI-AM,1301001,AM,NORTE,2025,12,29-12-2025 - 02-01-2026,5,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,CARAUARI-AM,1301001,AM,NORTE,2025,12,15-12-2025 - 19-12-2025,3,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,CARAUARI-AM,1301001,AM,NORTE,2025,12,08-12-2025 - 12-12-2025,2,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,CARAUARI-AM,1301001,AM,NORTE,2025,12,01-12-2025 - 05-12-2025,1,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,JURUÁ-AM,1302207,AM,NORTE,2025,12,01-12-2025 - 05-12-2025,1,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,JURUÁ-AM,1302207,AM,NORTE,2025,12,08-12-2025 - 12-12-2025,2,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,JURUÁ-AM,1302207,AM,NORTE,2025,12,22-12-2025 - 26-12-2025,4,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,JURUÁ-AM,1302207,AM,NORTE,2025,12,29-12-2025 - 02-01-2026,5,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,JURUÁ-AM,1302207,AM,NORTE,2025,12,15-12-2025 - 19-12-2025,3,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,LÁBREA-AM,1302405,AM,NORTE,2025,12,22-12-2025 - 26-12-2025,4,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,LÁBREA-AM,1302405,AM,NORTE,2025,12,01-12-2025 - 05-12-2025,1,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,LÁBREA-AM,1302405,AM,NORTE,2025,12,15-12-2025 - 19-12-2025,3,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,LÁBREA-AM,1302405,AM,NORTE,2025,12,08-12-2025 - 12-12-2025,2,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,LÁBREA-AM,1302405,AM,NORTE,2025,12,29-12-2025 - 02-01-2026,5,PREÇO RECEBIDO P/ PR,1.5
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,COLARES-PA,1502608,PA,NORTE,2025,12,29-12-2025 - 02-01-2026,5,PREÇO RECEBIDO P/ PR,1.3
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,COLARES-PA,1502608,PA,NORTE,2025,12,22-12-2025 - 26-12-2025,4,PREÇO RECEBIDO P/ PR,1.3
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,COLARES-PA,1502608,PA,NORTE,2025,12,15-12-2025 - 19-12-2025,3,PREÇO RECEBIDO P/ PR,1.3
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,COLARES-PA,1502608,PA,NORTE,2025,12,08-12-2025 - 12-12-2025,2,PREÇO RECEBIDO P/ PR,1.2
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,COLARES-PA,1502608,PA,NORTE,2025,12,01-12-2025 - 05-12-2025,1,PREÇO RECEBIDO P/ PR,1.2
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,SANTO ANTÔNIO DO TAUÁ-PA,1507003,PA,NORTE,2025,12,29-12-2025 - 02-01-2026,5,PREÇO RECEBIDO P/ PR,1.15
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,SANTO ANTÔNIO DO TAUÁ-PA,1507003,PA,NORTE,2025,12,15-12-2025 - 19-12-2025,3,PREÇO RECEBIDO P/ PR,1.15
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,SANTO ANTÔNIO DO TAUÁ-PA,1507003,PA,NORTE,2025,12,08-12-2025 - 12-12-2025,2,PREÇO RECEBIDO P/ PR,1.15
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,SANTO ANTÔNIO DO TAUÁ-PA,1507003,PA,NORTE,2025,12,01-12-2025 - 05-12-2025,1,PREÇO RECEBIDO P/ PR,1.15
AMENDOA DE ANDIROBA,NÃO INFORMADO,10211,SANTO ANTÔNIO DO TAUÁ-PA,1507003,PA,NORTE,2025,12,22-12-2025 - 26-12-2025,4,PREÇO RECEBIDO P/ PR,1.15
AMONIACO,"ANTICOAGULANTE, PARA",13907,BELTERRA-PA,1501451,PA,NORTE,2026,7,27-07-2026 - 31-07-2026,5,PREÇO PAGO PELO PROD,27.9
AMONIACO,"ANTICOAGULANTE, PARA",13907,BELTERRA-PA,1501451,PA,NORTE,2026,7,20-07-2026 - 24-07-2026,4,PREÇO PAGO PELO PROD,27.9
AMONIACO,"ANTICOAGULANTE, PARA",13907,BELTERRA-PA,1501451,PA,NORTE,2026,7,13-07-2026 - 17-07-2026,3,PREÇO PAGO PELO PROD,27.9
AMONIACO,"ANTICOAGULANTE, PARA",13907,BELTERRA-PA,1501451,PA,NORTE,2026,7,06-07-2026 - 10-07-2026,2,PREÇO PAGO PELO PROD,27.9
AMONIACO,"ANTICOAGULANTE, PARA",13907,BELTERRA-PA,1501451,PA,NORTE,2026,7,29-06-2026 - 03-07-2026,1,PREÇO PAGO PELO PROD,27.9
ANALISE DE LABORATORIO,SOLO COMPLETA MACRON,8402,NOVA BRASILÂNDIA D'OESTE-RO,1100148,RO,NORTE,2025,10,20-10-2025 - 24-10-2025,4,PREÇO PAGO PELO PROD,200.0
ANALISE DE LABORATORIO,SOLO COMPLETA MACRON,8402,NOVA BRASILÂNDIA D'OESTE-RO,1100148,RO,NORTE,2025,10,27-10-2025 - 31-10-2025,5,PREÇO PAGO PELO PROD,200.0
ANALISE DE LABORATORIO,SOLO COMPLETA MACRON,8402,NOVA BRASILÂNDIA D'OESTE-RO,1100148,RO,NORTE,2025,10,06-10-2025 - 10-10-2025,2,PREÇO PAGO PELO PROD,200.0
ANALISE DE LABORATORIO,SOLO COMPLETA MACRON,8402,NOVA BRASILÂNDIA D'OESTE-RO,1100148,RO,NORTE,2025,10,29-09-2025 - 03-10-2025,1,PREÇO PAGO PELO PROD,200.0
ANALISE DE LABORATORIO,SOLO COMPLETA MACRON,8402,NOVA BRASILÂNDIA D'OESTE-RO,1100148,RO,NORTE,2025,10,13-10-2025 - 17-10-2025,3,PREÇO PAGO PELO PROD,200.0
ANALISE DE LABORATORIO,SOLO COMPLETA MACRON,8402,MEDICILÂNDIA-PA,1504455,PA,NORTE,2026,3,09-03-2026 - 13-03-2026,2,PREÇO PAGO PELO PROD,38.0
ANALISE DE LABORATORIO,SOLO COMPLETA MACRON,8402,MEDICILÂNDIA-PA,1504455,PA,NORTE,2026,3,02-03-2026 - 06-03-2026,1,PREÇO PAGO PELO PROD,38.0
ANALISE DE LABORATORIO,SOLO COMPLETA MACRON,8402,MEDICILÂNDIA-PA,1504455,PA,NORTE,2026,3,23-03-2026 - 27-03-2026,4,PREÇO PAGO PELO PROD,38.0
ANALISE DE LABORATORIO,SOLO COMPLETA MACRON,8402,MEDICILÂNDIA-PA,1504455,PA,NORTE,2026,3,16-03-2026 - 20-03-2026,3,PREÇO PAGO PELO PROD,38.0
APLICACAO DE AGROTOXICOS,VAZÃO: 30L,5430,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2025,11,24-11-2025 - 28-11-2025,4,PREÇO PAGO PELO PROD,
APLICACAO DE AGROTOXICOS,VAZÃO: 30L,5430,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,
APLICACAO DE AGROTOXICOS,VAZÃO: 30L,5430,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2025,11,10-11-2025 - 14-11-2025,2,PREÇO PAGO PELO PROD,
APLICACAO DE AGROTOXICOS,VAZÃO: 30L,5430,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2025,11,03-11-2025 - 07-11-2025,1,PREÇO PAGO PELO PROD,
APLICACAO DE AGROTOXICOS,VAZÃO: 20L,5429,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2026,2,02-02-2026 - 06-02-2026,1,PREÇO PAGO PELO PROD,
APLICACAO DE AGROTOXICOS,VAZÃO: 20L,5429,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2026,2,09-02-2026 - 13-02-2026,2,PREÇO PAGO PELO PROD,
APLICACAO DE AGROTOXICOS,VAZÃO: 20L,5429,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2026,2,23-02-2026 - 27-02-2026,4,PREÇO PAGO PELO PROD,
APLICACAO DE AGROTOXICOS,VAZÃO: 20L,5429,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2026,2,16-02-2026 - 20-02-2026,3,PREÇO PAGO PELO PROD,
APLICACAO DE AGROTOXICOS,VAZÃO: 20L,5429,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2026,3,16-03-2026 - 20-03-2026,3,PREÇO PAGO PELO PROD,
APLICACAO DE AGROTOXICOS,VAZÃO: 20L,5429,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2026,3,09-03-2026 - 13-03-2026,2,PREÇO PAGO PELO PROD,
APLICACAO DE AGROTOXICOS,VAZÃO: 20L,5429,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2026,3,02-03-2026 - 06-03-2026,1,PREÇO PAGO PELO PROD,
APLICACAO DE AGROTOXICOS,VAZÃO: 20L,5429,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2026,3,23-03-2026 - 27-03-2026,4,PREÇO PAGO PELO PROD,
APROACH PRIMA,NÃO INFORMADO,9781,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2025,11,24-11-2025 - 28-11-2025,4,PREÇO PAGO PELO PROD,107.2
APROACH PRIMA,NÃO INFORMADO,9781,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2025,11,03-11-2025 - 07-11-2025,1,PREÇO PAGO PELO PROD,107.2
APROACH PRIMA,NÃO INFORMADO,9781,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2025,11,10-11-2025 - 14-11-2025,2,PREÇO PAGO PELO PROD,107.2
APROACH PRIMA,NÃO INFORMADO,9781,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,107.2
ARROZ,LONGO FINO TIPO 1 BE,4693,RIO BRANCO-AC,1200401,AC,NORTE,2025,9,08-09-2025 - 12-09-2025,2,ATACADO,4.23
ARROZ,LONGO FINO TIPO 1 BE,4693,RIO BRANCO-AC,1200401,AC,NORTE,2025,9,15-09-2025 - 19-09-2025,3,ATACADO,4.23
ARROZ,LONGO FINO TIPO 1 BE,4693,RIO BRANCO-AC,1200401,AC,NORTE,2025,9,01-09-2025 - 05-09-2025,1,ATACADO,4.23
