produto,classificao_produto,id_produto,nom_municipio,cod_ibge,uf,regiao,ano,mes,data_inicial_final_semana,semana,dsc_nivel_comercializacao,valor_produto_kg
GRADE ARADORA,28 DISCOS DE 32 POL.,10753,PEDRO AFONSO-TO,1716505,TO,NORTE,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,112000.0
GRADE ARADORA,28 DISCOS DE 32 POL.,10753,PEDRO AFONSO-TO,1716505,TO,NORTE,2026,3,02-03-2026 - 06-03-2026,1,PREÇO PAGO PELO PROD,98000.0
GRADE ARADORA,28 DISCOS DE 32 POL.,10753,PEDRO AFONSO-TO,1716505,TO,NORTE,2026,3,09-03-2026 - 13-03-2026,2,PREÇO PAGO PELO PROD,98000.0
GRADE ARADORA,28 DISCOS DE 32 POL.,10753,PEDRO AFONSO-TO,1716505,TO,NORTE,2026,3,23-03-2026 - 27-03-2026,4,PREÇO PAGO PELO PROD,98000.0
GRADE ARADORA,28 DISCOS DE 32 POL.,10753,PEDRO AFONSO-TO,1716505,TO,NORTE,2026,3,16-03-2026 - 20-03-2026,3,PREÇO PAGO PELO PROD,98000.0
GRADE NIVELADORA,48 DISCOS DE 22 POL.,10060,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2025,11,24-11-2025 - 28-11-2025,4,PREÇO PAGO PELO PROD,158000.0
GRADE NIVELADORA,48 DISCOS DE 22 POL.,10060,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2025,11,03-11-2025 - 07-11-2025,1,PREÇO PAGO PELO PROD,158000.0
GRADE NIVELADORA,48 DISCOS DE 22 POL.,10060,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2025,11,10-11-2025 - 14-11-2025,2,PREÇO PAGO PELO PROD,158000.0
GRADE NIVELADORA,48 DISCOS DE 22 POL.,10060,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,158000.0
GRADE NIVELADORA,52 DISCOS 22'' MARCH,10199,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2026,2,23-02-2026 - 27-02-2026,4,PREÇO PAGO PELO PROD,158000.0
GRADE NIVELADORA,52 DISCOS 22'' MARCH,10199,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2026,2,02-02-2026 - 06-02-2026,1,PREÇO PAGO PELO PROD,158000.0
GRADE NIVELADORA,52 DISCOS 22'' MARCH,10199,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2026,2,09-02-2026 - 13-02-2026,2,PREÇO PAGO PELO PROD,158000.0
GRADE NIVELADORA,52 DISCOS 22'' MARCH,10199,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2026,2,16-02-2026 - 20-02-2026,3,PREÇO PAGO PELO PROD,158000.0
GRADE NIVELADORA,48 DISCOS DE 22 POL.,10060,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2026,2,23-02-2026 - 27-02-2026,4,PREÇO PAGO PELO PROD,158000.0
GRADE NIVELADORA,48 DISCOS DE 22 POL.,10060,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2026,2,02-02-2026 - 06-02-2026,1,PREÇO PAGO PELO PROD,158000.0
GRADE NIVELADORA,48 DISCOS DE 22 POL.,10060,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2026,2,09-02-2026 - 13-02-2026,2,PREÇO PAGO PELO PROD,158000.0
GRADE NIVELADORA,48 DISCOS DE 22 POL.,10060,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2026,2,16-02-2026 - 20-02-2026,3,PREÇO PAGO PELO PROD,158000.0
GRADE NIVELADORA,52 DISCOS 22'' MARCH,10199,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2026,3,16-03-2026 - 20-03-2026,3,PREÇO PAGO PELO PROD,158000.0
GRADE NIVELADORA,52 DISCOS 22'' MARCH,10199,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2026,3,02-03-2026 - 06-03-2026,1,PREÇO PAGO PELO PROD,158000.0
GRADE NIVELADORA,52 DISCOS 22'' MARCH,10199,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2026,3,09-03-2026 - 13-03-2026,2,PREÇO PAGO PELO PROD,158000.0
GRADE NIVELADORA,52 DISCOS 22'' MARCH,10199,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2026,3,23-03-2026 - 27-03-2026,4,PREÇO PAGO PELO PROD,158000.0
GRAMPO,NÃO INFORMADO,11792,FLORESTA DO ARAGUAIA-PA,1503044,PA,NORTE,2026,3,23-03-2026 - 27-03-2026,4,PREÇO PAGO PELO PROD,0.0
GRAMPO,NÃO INFORMADO,11792,FLORESTA DO ARAGUAIA-PA,1503044,PA,NORTE,2026,3,16-03-2026 - 20-03-2026,3,PREÇO PAGO PELO PROD,0.0
GRAMPO,NÃO INFORMADO,11792,FLORESTA DO ARAGUAIA-PA,1503044,PA,NORTE,2026,3,02-03-2026 - 06-03-2026,1,PREÇO PAGO PELO PROD,0.0
GRAMPO,NÃO INFORMADO,11792,FLORESTA DO ARAGUAIA-PA,1503044,PA,NORTE,2026,3,09-03-2026 - 13-03-2026,2,PREÇO PAGO PELO PROD,0.0
GUARANA,TIPO 1,9574,MAUÉS-AM,1302900,AM,NORTE,2025,11,03-11-2025 - 07-11-2025,1,PREÇO RECEBIDO P/ PR,80.0
GUARANA,TIPO 1,9574,MAUÉS-AM,1302900,AM,NORTE,2025,11,10-11-2025 - 14-11-2025,2,PREÇO RECEBIDO P/ PR,80.0
GUARANA,TIPO 1,9574,URUCARÁ-AM,1304302,AM,NORTE,2025,11,10-11-2025 - 14-11-2025,2,PREÇO RECEBIDO P/ PR,80.0
GUARANA,TIPO 1,9574,URUCARÁ-AM,1304302,AM,NORTE,2025,11,03-11-2025 - 07-11-2025,1,PREÇO RECEBIDO P/ PR,80.0
GUINCHO,2T,14737,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2026,2,16-02-2026 - 20-02-2026,3,PREÇO PAGO PELO PROD,41500.0
GUINCHO,2T,14737,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2026,2,02-02-2026 - 06-02-2026,1,PREÇO PAGO PELO PROD,41500.0
GUINCHO,2T,14737,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2026,2,23-02-2026 - 27-02-2026,4,PREÇO PAGO PELO PROD,41500.0
GUINCHO,2T,14737,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2026,2,09-02-2026 - 13-02-2026,2,PREÇO PAGO PELO PROD,41500.0
GUINCHO,2T,14737,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2026,3,09-03-2026 - 13-03-2026,2,PREÇO PAGO PELO PROD,41500.0
GUINCHO,2T,14737,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2026,3,02-03-2026 - 06-03-2026,1,PREÇO PAGO PELO PROD,41500.0
GUINCHO,2T,14737,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2026,3,23-03-2026 - 27-03-2026,4,PREÇO PAGO PELO PROD,41500.0
GUINCHO,2T,14737,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2026,3,16-03-2026 - 20-03-2026,3,PREÇO PAGO PELO PROD,41500.0
GUINCHO FRONTAL,2.000 KG,14020,PEDRO AFONSO-TO,1716505,TO,NORTE,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,22600.0
GUINCHO FRONTAL,2.000 KG,14020,PEDRO AFONSO-TO,1716505,TO,NORTE,2026,3,02-03-2026 - 06-03-2026,1,PREÇO PAGO PELO PROD,19500.0
GUINCHO FRONTAL,2.000 KG,14020,PEDRO AFONSO-TO,1716505,TO,NORTE,2026,3,16-03-2026 - 20-03-2026,3,PREÇO PAGO PELO PROD,19500.0
GUINCHO FRONTAL,2.000 KG,14020,PEDRO AFONSO-TO,1716505,TO,NORTE,2026,3,23-03-2026 - 27-03-2026,4,PREÇO PAGO PELO PROD,19500.0
GUINCHO FRONTAL,2.000 KG,14020,PEDRO AFONSO-TO,1716505,TO,NORTE,2026,3,09-03-2026 - 13-03-2026,2,PREÇO PAGO PELO PROD,19500.0
GUINCHO HIDRAULICO TRASEI,2000 KG,10417,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2025,11,03-11-2025 - 07-11-2025,1,PREÇO PAGO PELO PROD,41500.0
GUINCHO HIDRAULICO TRASEI,2000 KG,10417,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2025,11,24-11-2025 - 28-11-2025,4,PREÇO PAGO PELO PROD,41500.0
GUINCHO HIDRAULICO TRASEI,2000 KG,10417,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,41500.0
GUINCHO HIDRAULICO TRASEI,2000 KG,10417,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2025,11,10-11-2025 - 14-11-2025,2,PREÇO PAGO PELO PROD,41500.0
GUINCHO HIDRAULICO TRASEI,2000 KG,10417,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2026,2,16-02-2026 - 20-02-2026,3,PREÇO PAGO PELO PROD,41500.0
GUINCHO HIDRAULICO TRASEI,2000 KG,10417,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2026,2,09-02-2026 - 13-02-2026,2,PREÇO PAGO PELO PROD,41500.0
GUINCHO HIDRAULICO TRASEI,2000 KG,10417,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2026,2,02-02-2026 - 06-02-2026,1,PREÇO PAGO PELO PROD,41500.0
GUINCHO HIDRAULICO TRASEI,2000 KG,10417,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2026,2,23-02-2026 - 27-02-2026,4,PREÇO PAGO PELO PROD,41500.0
GUINCHO HIDRAULICO TRASEI,2000 KG,10417,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2026,3,09-03-2026 - 13-03-2026,2,PREÇO PAGO PELO PROD,41500.0
GUINCHO HIDRAULICO TRASEI,2000 KG,10417,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2026,3,23-03-2026 - 27-03-2026,4,PREÇO PAGO PELO PROD,41500.0
GUINCHO HIDRAULICO TRASEI,2000 KG,10417,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2026,3,16-03-2026 - 20-03-2026,3,PREÇO PAGO PELO PROD,41500.0
GUINCHO HIDRAULICO TRASEI,2000 KG,10417,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2026,3,02-03-2026 - 06-03-2026,1,PREÇO PAGO PELO PROD,41500.0
IHAROL,NÃO INFORMADO,7127,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2026,2,02-02-2026 - 06-02-2026,1,PREÇO PAGO PELO PROD,22.74
IHAROL,NÃO INFORMADO,7127,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2026,2,09-02-2026 - 13-02-2026,2,PREÇO PAGO PELO PROD,22.74
IHAROL,NÃO INFORMADO,7127,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2026,2,16-02-2026 - 20-02-2026,3,PREÇO PAGO PELO PROD,22.74
IHAROL,NÃO INFORMADO,7127,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2026,2,23-02-2026 - 27-02-2026,4,PREÇO PAGO PELO PROD,22.74
IHAROL,NÃO INFORMADO,7127,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2026,3,02-03-2026 - 06-03-2026,1,PREÇO PAGO PELO PROD,22.74
IHAROL,NÃO INFORMADO,7127,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2026,3,09-03-2026 - 13-03-2026,2,PREÇO PAGO PELO PROD,22.74
IHAROL,NÃO INFORMADO,7127,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2026,3,16-03-2026 - 20-03-2026,3,PREÇO PAGO PELO PROD,22.74
IHAROL,NÃO INFORMADO,7127,LAGOA DA CONFUSÃO-TO,1711902,TO,NORTE,2026,3,23-03-2026 - 27-03-2026,4,PREÇO PAGO PELO PROD,22.74
INHAME,NÃO INFORMADO,5528,BRASILÉIA-AC,1200104,AC,NORTE,2025,9,01-09-2025 - 05-09-2025,1,PREÇO RECEBIDO P/ PR,5.86
INHAME,NÃO INFORMADO,5528,BRASILÉIA-AC,1200104,AC,NORTE,2025,9,22-09-2025 - 26-09-2025,4,PREÇO RECEBIDO P/ PR,5.75
INHAME,NÃO INFORMADO,5528,BRASILÉIA-AC,1200104,AC,NORTE,2025,9,15-09-2025 - 19-09-2025,3,PREÇO RECEBIDO P/ PR,5.86
INHAME,NÃO INFORMADO,5528,BRASILÉIA-AC,1200104,AC,NORTE,2025,9,08-09-2025 - 12-09-2025,2,PREÇO RECEBIDO P/ PR,5.86
INHAME,NÃO INFORMADO,5528,RIO BRANCO-AC,1200401,AC,NORTE,2025,9,01-09-2025 - 05-09-2025,1,PREÇO RECEBIDO P/ PR,5.9
INHAME,NÃO INFORMADO,5528,RIO BRANCO-AC,1200401,AC,NORTE,2025,9,22-09-2025 - 26-09-2025,4,PREÇO RECEBIDO P/ PR,5.9
INHAME,NÃO INFORMADO,5528,RIO BRANCO-AC,1200401,AC,NORTE,2025,9,15-09-2025 - 19-09-2025,3,PREÇO RECEBIDO P/ PR,5.9
INHAME,NÃO INFORMADO,5528,RIO BRANCO-AC,1200401,AC,NORTE,2025,9,08-09-2025 - 12-09-2025,2,PREÇO RECEBIDO P/ PR,5.9
INHAME,NÃO INFORMADO,5528,BRASILÉIA-AC,1200104,AC,NORTE,2025,10,20-10-2025 - 24-10-2025,4,PREÇO RECEBIDO P/ PR,5.86
INHAME,NÃO INFORMADO,5528,BRASILÉIA-AC,1200104,AC,NORTE,2025,10,27-10-2025 - 31-10-2025,5,PREÇO RECEBIDO P/ PR,5.9
INHAME,NÃO INFORMADO,5528,BRASILÉIA-AC,1200104,AC,NORTE,2025,10,13-10-2025 - 17-10-2025,3,PREÇO RECEBIDO P/ PR,5.75
INHAME,NÃO INFORMADO,5528,BRASILÉIA-AC,1200104,AC,NORTE,2025,10,06-10-2025 - 10-10-2025,2,PREÇO RECEBIDO P/ PR,5.75
INHAME,NÃO INFORMADO,5528,BRASILÉIA-AC,1200104,AC,NORTE,2025,10,29-09-2025 - 03-10-2025,1,PREÇO RECEBIDO P/ PR,5.87
INHAME,NÃO INFORMADO,5528,RIO BRANCO-AC,1200401,AC,NORTE,2025,10,13-10-2025 - 17-10-2025,3,PREÇO RECEBIDO P/ PR,5.75
INHAME,NÃO INFORMADO,5528,RIO BRANCO-AC,1200401,AC,NORTE,2025,10,06-10-2025 - 10-10-2025,2,PREÇO RECEBIDO P/ PR,5.75
INHAME,NÃO INFORMADO,5528,RIO BRANCO-AC,1200401,AC,NORTE,2025,10,29-09-2025 - 03-10-2025,1,PREÇO RECEBIDO P/ PR,5.9
INHAME,NÃO INFORMADO,5528,RIO BRANCO-AC,1200401,AC,NORTE,2025,10,20-10-2025 - 24-10-2025,4,PREÇO RECEBIDO P/ PR,5.75
INHAME,NÃO INFORMADO,5528,RIO BRANCO-AC,1200401,AC,NORTE,2025,10,27-10-2025 - 31-10-2025,5,PREÇO RECEBIDO P/ PR,5.9
INHAME,NÃO INFORMADO,5528,ALVORADA D'OESTE-RO,1100346,RO,NORTE,2025,10,20-10-2025 - 24-10-2025,4,PREÇO RECEBIDO P/ PR,5.0
INHAME,NÃO INFORMADO,5528,ALVORADA D'OESTE-RO,1100346,RO,NORTE,2025,10,27-10-2025 - 31-10-2025,5,PREÇO RECEBIDO P/ PR,5.0
INHAME,NÃO INFORMADO,5528,ALVORADA D'OESTE-RO,1100346,RO,NORTE,2025,10,13-10-2025 - 17-10-2025,3,PREÇO RECEBIDO P/ PR,5.0
INHAME,NÃO INFORMADO,5528,ALVORADA D'OESTE-RO,1100346,RO,NORTE,2025,10,06-10-2025 - 10-10-2025,2,PREÇO RECEBIDO P/ PR,5.0
INHAME,NÃO INFORMADO,5528,ALVORADA D'OESTE-RO,1100346,RO,NORTE,2025,10,29-09-2025 - 03-10-2025,1,PREÇO RECEBIDO P/ PR,5.0
INHAME,NÃO INFORMADO,5528,MACHADINHO D'OESTE-RO,1100130,RO,NORTE,2025,10,27-10-2025 - 31-10-2025,5,PREÇO RECEBIDO P/ PR,5.0
INHAME,NÃO INFORMADO,5528,MACHADINHO D'OESTE-RO,1100130,RO,NORTE,2025,10,06-10-2025 - 10-10-2025,2,PREÇO RECEBIDO P/ PR,5.0
INHAME,NÃO INFORMADO,5528,MACHADINHO D'OESTE-RO,1100130,RO,NORTE,2025,10,13-10-2025 - 17-10-2025,3,PREÇO RECEBIDO P/ PR,5.0
INHAME,NÃO INFORMADO,5528,MACHADINHO D'OESTE-RO,1100130,RO,NORTE,2025,10,20-10-2025 - 24-10-2025,4,PREÇO RECEBIDO P/ PR,5.0
INHAME,NÃO INFORMADO,5528,MACHADINHO D'OESTE-RO,1100130,RO,NORTE,2025,10,29-09-2025 - 03-10-2025,1,PREÇO RECEBIDO P/ PR,5.0
INHAME,NÃO INFORMADO,5528,BRASILÉIA-AC,1200104,AC,NORTE,2025,11,10-11-2025 - 14-11-2025,2,PREÇO RECEBIDO P/ PR,5.75
INHAME,NÃO INFORMADO,5528,BRASILÉIA-AC,1200104,AC,NORTE,2025,11,24-11-2025 - 28-11-2025,4,PREÇO RECEBIDO P/ PR,5.75
INHAME,NÃO INFORMADO,5528,BRASILÉIA-AC,1200104,AC,NORTE,2025,11,03-11-2025 - 07-11-2025,1,PREÇO RECEBIDO P/ PR,5.75
INHAME,NÃO INFORMADO,5528,BRASILÉIA-AC,1200104,AC,NORTE,2025,11,17-11-2025 - 21-11-2025,3,PREÇO RECEBIDO P/ PR,5.75
INHAME,NÃO INFORMADO,5528,RIO BRANCO-AC,1200401,AC,NORTE,2025,11,17-11-2025 - 21-11-2025,3,PREÇO RECEBIDO P/ PR,5.9
INHAME,NÃO INFORMADO,5528,RIO BRANCO-AC,1200401,AC,NORTE,2025,11,24-11-2025 - 28-11-2025,4,PREÇO RECEBIDO P/ PR,5.9
INHAME,NÃO INFORMADO,5528,RIO BRANCO-AC,1200401,AC,NORTE,2025,11,03-11-2025 - 07-11-2025,1,PREÇO RECEBIDO P/ PR,5.75
INHAME,NÃO INFORMADO,5528,RIO BRANCO-AC,1200401,AC,NORTE,2025,11,10-11-2025 - 14-11-2025,2,PREÇO RECEBIDO P/ PR,5.9
INHAME,NÃO INFORMADO,5528,ALVORADA D'OESTE-RO,1100346,RO,NORTE,2025,11,03-11-2025 - 07-11-2025,1,PREÇO RECEBIDO P/ PR,5.0
INHAME,NÃO INFORMADO,5528,ALVORADA D'OESTE-RO,1100346,RO,NORTE,2025,11,17-11-2025 - 21-11-2025,3,PREÇO RECEBIDO P/ PR,8.0
INHAME,NÃO INFORMADO,5528,ALVORADA D'OESTE-RO,1100346,RO,NORTE,2025,11,10-11-2025 - 14-11-2025,2,PREÇO RECEBIDO P/ PR,8.0
INHAME,NÃO INFORMADO,5528,MACHADINHO D'OESTE-RO,1100130,RO,NORTE,2025,11,03-11-2025 - 07-11-2025,1,PREÇO RECEBIDO P/ PR,5.0
INHAME,NÃO INFORMADO,5528,MACHADINHO D'OESTE-RO,1100130,RO,NORTE,2025,11,17-11-2025 - 21-11-2025,3,PREÇO RECEBIDO P/ PR,4.0
INHAME,NÃO INFORMADO,5528,MACHADINHO D'OESTE-RO,1100130,RO,NORTE,2025,11,10-11-2025 - 14-11-2025,2,PREÇO RECEBIDO P/ PR,4.0
INHAME,NÃO INFORMADO,5528,BRASILÉIA-AC,1200104,AC,NORTE,2025,12,08-12-2025 - 12-12-2025,2,PREÇO RECEBIDO P/ PR,5.75
INHAME,NÃO INFORMADO,5528,BRASILÉIA-AC,1200104,AC,NORTE,2025,12,01-12-2025 - 05-12-2025,1,PREÇO RECEBIDO P/ PR,5.75
INHAME,NÃO INFORMADO,5528,BRASILÉIA-AC,1200104,AC,NORTE,2025,12,29-12-2025 - 02-01-2026,5,PREÇO RECEBIDO P/ PR,5.75
INHAME,NÃO INFORMADO,5528,BRASILÉIA-AC,1200104,AC,NORTE,2025,12,22-12-2025 - 26-12-2025,4,PREÇO RECEBIDO P/ PR,5.75
INHAME,NÃO INFORMADO,5528,BRASILÉIA-AC,1200104,AC,NORTE,2025,12,15-12-2025 - 19-12-2025,3,PREÇO RECEBIDO P/ PR,5.75
INHAME,NÃO INFORMADO,5528,RIO BRANCO-AC,1200401,AC,NORTE,2025,12,29-12-2025 - 02-01-2026,5,PREÇO RECEBIDO P/ PR,5.5
INHAME,NÃO INFORMADO,5528,RIO BRANCO-AC,1200401,AC,NORTE,2025,12,22-12-2025 - 26-12-2025,4,PREÇO RECEBIDO P/ PR,5.5
INHAME,NÃO INFORMADO,5528,RIO BRANCO-AC,1200401,AC,NORTE,2025,12,08-12-2025 - 12-12-2025,2,PREÇO RECEBIDO P/ PR,5.9
INHAME,NÃO INFORMADO,5528,RIO BRANCO-AC,1200401,AC,NORTE,2025,12,01-12-2025 - 05-12-2025,1,PREÇO RECEBIDO P/ PR,5.9
INHAME,NÃO INFORMADO,5528,RIO BRANCO-AC,1200401,AC,NORTE,2025,12,15-12-2025 - 19-12-2025,3,PREÇO RECEBIDO P/ PR,5.75
INHAME,NÃO INFORMADO,5528,ALVORADA D'OESTE-RO,1100346,RO,NORTE,2025,12,08-12-2025 - 12-12-2025,2,PREÇO RECEBIDO P/ PR,5.0
INHAME,NÃO INFORMADO,5528,ALVORADA D'OESTE-RO,1100346,RO,NORTE,2025,12,22-12-2025 - 26-12-2025,4,PREÇO RECEBIDO P/ PR,5.0
INHAME,NÃO INFORMADO,5528,ALVORADA D'OESTE-RO,1100346,RO,NORTE,2025,12,01-12-2025 - 05-12-2025,1,PREÇO RECEBIDO P/ PR,5.0
INHAME,NÃO INFORMADO,5528,ALVORADA D'OESTE-RO,1100346,RO,NORTE,2025,12,15-12-2025 - 19-12-2025,3,PREÇO RECEBIDO P/ PR,5.0
INHAME,NÃO INFORMADO,5528,ALVORADA D'OESTE-RO,1100346,RO,NORTE,2025,12,29-12-2025 - 02-01-2026,5,PREÇO RECEBIDO P/ PR,5.0
INHAME,NÃO INFORMADO,5528,MACHADINHO D'OESTE-RO,1100130,RO,NORTE,2025,12,29-12-2025 - 02-01-2026,5,PREÇO RECEBIDO P/ PR,5.0
INHAME,NÃO INFORMADO,5528,MACHADINHO D'OESTE-RO,1100130,RO,NORTE,2025,12,08-12-2025 - 12-12-2025,2,PREÇO RECEBIDO P/ PR,5.0
INHAME,NÃO INFORMADO,5528,MACHADINHO D'OESTE-RO,1100130,RO,NORTE,2025,12,15-12-2025 - 19-12-2025,3,PREÇO RECEBIDO P/ PR,5.0
INHAME,NÃO INFORMADO,5528,MACHADINHO D'OESTE-RO,1100130,RO,NORTE,2025,12,22-12-2025 - 26-12-2025,4,PREÇO RECEBIDO P/ PR,5.0
INHAME,NÃO INFORMADO,5528,MACHADINHO D'OESTE-RO,1100130,RO,NORTE,2025,12,01-12-2025 - 05-12-2025,1,PREÇO RECEBIDO P/ PR,5.0
INOCULANTE PARA MILHO,TRADECORP AZZOFIX,14037,PEDRO AFONSO-TO,1716505,TO,NORTE,2025,11,10-11-2025 - 14-11-2025,2,PREÇO PAGO PELO PROD,
INOCULANTE PARA MILHO,TRADECORP AZZOFIX,14037,PEDRO AFONSO-TO,1716505,TO,NORTE,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,
INOCULANTE PARA MILHO,TRADECORP AZZOFIX,14037,PEDRO AFONSO-TO,1716505,TO,NORTE,2025,11,24-11-2025 - 28-11-2025,4,PREÇO PAGO PELO PROD,
INOCULANTE PARA MILHO,TRADECORP AZZOFIX,14037,PEDRO AFONSO-TO,1716505,TO,NORTE,2025,11,03-11-2025 - 07-11-2025,1,PREÇO PAGO PELO PROD,
INOCULANTE PARA MILHO,TRADECORP AZZOFIX,14037,PEDRO AFONSO-TO,1716505,TO,NORTE,2026,3,09-03-2026 - 13-03-2026,2,PREÇO PAGO PELO PROD,
INOCULANTE PARA MILHO,TRADECORP AZZOFIX,14037,PEDRO AFONSO-TO,1716505,TO,NORTE,2026,3,16-03-2026 - 20-03-2026,3,PREÇO PAGO PELO PROD,
INOCULANTE PARA MILHO,TRADECORP AZZOFIX,14037,PEDRO AFONSO-TO,1716505,TO,NORTE,2026,3,23-03-2026 - 27-03-2026,4,PREÇO PAGO PELO PROD,
INOCULANTE PARA MILHO,TRADECORP AZZOFIX,14037,PEDRO AFONSO-TO,1716505,TO,NORTE,2026,3,02-03-2026 - 06-03-2026,1,PREÇO PAGO PELO PROD,
INOCULANTE PARA SOJA,METADE LÍQUIDO + MET,14017,PEDRO AFONSO-TO,1716505,TO,NORTE,2025,11,17-11-2025 - 21-11-2025,3,PREÇO PAGO PELO PROD,
INOCULANTE PARA SOJA,METADE LÍQUIDO + MET,14017,PEDRO AFONSO-TO,1716505,TO,NORTE,2025,11,10-11-2025 - 14-11-2025,2,PREÇO PAGO PELO PROD,
INOCULANTE PARA SOJA,METADE LÍQUIDO + MET,14017,PEDRO AFONSO-TO,1716505,TO,NORTE,2025,11,24-11-2025 - 28-11-2025,4,PREÇO PAGO PELO PROD,
INOCULANTE PARA SOJA,METADE LÍQUIDO + MET,14017,PEDRO AFONSO-TO,1716505,TO,NORTE,2025,11,03-11-2025 - 07-11-2025,1,PREÇO PAGO PELO PROD,
INOCULANTE PARA SOJA,METADE LÍQUIDO + MET,14017,PEDRO AFONSO-TO,1716505,TO,NORTE,2026,3,23-03-2026 - 27-03-2026,4,PREÇO PAGO PELO PROD,
INOCULANTE PARA SOJA,METADE LÍQUIDO + MET,14017,PEDRO AFONSO-TO,1716505,TO,NORTE,2026,3,09-03-2026 - 13-03-2026,2,PREÇO PAGO PELO PROD,
INOCULANTE PARA SOJA,METADE LÍQUIDO + MET,14017,PEDRO AFONSO-TO,1716505,TO,NORTE,2026,3,02-03-2026 - 06-03-2026,1,PREÇO PAGO PELO PROD,
INOCULANTE PARA SOJA,METADE LÍQUIDO + MET,14017,PEDRO AFONSO-TO,1716505,TO,NORTE,2026,3,16-03-2026 - 20-03-2026,3,PREÇO PAGO PELO PROD,
JUTA,JUTA/MALVA EM BRUTO,4594,MANACAPURU-AM,1302504,AM,NORTE,2025,9,01-09-2025 - 05-09-2025,1,PREÇO RECEBIDO P/ PR,6.0
JUTA,JUTA/MALVA EM BRUTO,4594,MANACAPURU-AM,1302504,AM,NORTE,2025,9,08-09-2025 - 12-09-2025,2,PREÇO RECEBIDO P/ PR,6.0
JUTA,JUTA/MALVA EM BRUTO,4594,MANACAPURU-AM,1302504,AM,NORTE,2025,9,15-09-2025 - 19-09-2025,3,PREÇO RECEBIDO P/ PR,6.0
JUTA,JUTA/MALVA EM BRUTO,4594,MANACAPURU-AM,1302504,AM,NORTE,2025,9,22-09-2025 - 26-09-2025,4,PREÇO RECEBIDO P/ PR,6.0
JUTA,JUTA/MALVA EM BRUTO,4594,MANACAPURU-AM,1302504,AM,NORTE,2025,10,06-10-2025 - 10-10-2025,2,PREÇO RECEBIDO P/ PR,6.0
JUTA,JUTA/MALVA EM BRUTO,4594,MANACAPURU-AM,1302504,AM,NORTE,2025,10,27-10-2025 - 31-10-2025,5,PREÇO RECEBIDO P/ PR,6.0
JUTA,JUTA/MALVA EM BRUTO,4594,MANACAPURU-AM,1302504,AM,NORTE,2025,10,20-10-2025 - 24-10-2025,4,PREÇO RECEBIDO P/ PR,6.0
